0.151134,-0.145022
0.256281,-0.116956
0.340586,-0.0695619
0.384326,-0.0225631
0.416374,0.00754307
0.431143,0.0786078
0.444205,0.154772
0.452008,0.232587
0.458194,0.295318
0.463578,0.292433
0.471269,0.29431
0.478025,0.29593
0.483972,0.296806
0.491006,0.291762
0.49543,0.290359
0.499699,0.29029
0.503554,0.277565
0.506053,0.296464
0.506066,0.265737
0.509111,0.265839
0.508977,0.265851
0.508799,0.265856
0.508586,0.265856
0.508238,0.266069
0.508064,0.266097
0.507854,0.266236
0.507706,0.266325
0.507612,0.266262
0.507439,0.266262
0.507238,0.266243
0.507206,0.266274
0.507024,0.266371
0.507001,0.266371
0.506835,0.266354
