0.445844,-0.131401
0.43853,-0.131419
0.468408,-0.13031
0.477574,-0.130453
0.487102,-0.130865
0.495575,-0.131421
0.513874,-0.131148
0.509755,-0.130722
0.51257,-0.130808
0.524743,-0.131044
0.525149,-0.130811
0.521438,-0.131147
0.520458,-0.1307
0.522294,-0.130736
0.527377,-0.130737
0.528189,-0.130321
0.531824,-0.130072
0.535404,-0.130545
0.535392,-0.13061
0.537832,-0.131541
0.536006,-0.131001
0.535931,-0.131061
0.53658,-0.131435
0.535448,-0.130896
0.536283,-0.130735
0.533811,-0.131092
0.534758,-0.131407
0.535734,-0.131298
0.538167,-0.130277
0.536173,-0.130888
0.535063,-0.130798
0.534169,-0.130723
0.535193,-0.130504
0.533432,-0.130843
