Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
1533,1942,1847,1698,1616,850,937,1005,1065,1129,638,1190,1132,1067,1011,1534,1629,1895,1806,1715,349,662,729,792,862,1776,1920,2067,2356,2204,668,755,830,909,991,2354,2971,2878,2790,2452,1990,12084,2120,2263,2413,792,939,873,1008,1078
949,1071,1256,1371,1484,1645,1857,1927,1722,1785,567,10987,10925,10855,10788,1636,1848,1914,1779,1713,974,1063,1190,1279,1375,2045,2126,2202,2344,2273,704,791,873,950,1033,2069,2370,2299,2227,2152,1887,2269,2048,2116,2190,846,1022,938,1095,1175
363,821,752,676,598,715,815,914,1017,1097,633,1148,1095,1042,987,591,733,1037,935,813,369,690,756,820,895,656,756,852,1044,955,641,725,800,878,962,539,819,1100,1012,919,786,11121,873,961,1039,645,832,739,918,1006
697,1015,933,858,776,750,837,919,990,1079,442,11141,11056,10975,10889,600,679,902,833,767,394,624,690,753,823,707,865,971,1174,1088,628,710,778,854,941,735,1289,1410,1134,927,692,1105,928,1020,1166,561,728,640,807,896
344,943,841,752,670,638,729,814,894,977,696,1318,1259,1192,1125,588,669,893,821,740,582,673,760,846,941,1013,1102,1193,1420,1322,601,695,775,861,929,946,1309,1244,1169,1085,866,11824,962,1052,1123,710,864,791,973,1092
596,1320,1216,1119,1015,1044,1305,1111,1164,1222,1927,10925,10863,10800,10736,1560,1666,1900,1827,1757,2205,2896,3032,3124,3209,3263,3330,3390,3498,3446,1300,1455,1583,1961,2116,2038,2317,2251,2185,2116,1639,1919,1780,1851,1979,3886,4020,3955,4080,4135
527,801,736,664,599,446,509,565,622,682,560,1052,997,943,888,572,638,815,753,696,504,1447,1538,1619,1696,2826,2915,3000,3097,3048,669,748,816,890,966,874,1201,1138,1074,1003,687,10709,887,1053,1216,462,577,519,635,694
476,1282,1237,1185,527,478,562,666,728,791,562,10947,10869,10797,10724,624,950,877,800,702,704,976,1080,1173,1265,418,467,522,637,581,613,710,800,900,1010,598,852,796,734,673,552,809,681,745,861,817,960,913,1008,1062
564,813,753,695,634,511,578,639,699,759,549,1121,1062,996,930,676,1050,962,874,785,540,1023,1110,1208,1296,364,424,571,697,635,554,637,718,807,887,627,895,832,768,700,564,10607,628,687,754,617,752,696,809,872
573,837,767,704,636,440,505,569,630,694,549,11155,11091,11027,10956,450,509,675,613,565,784,1032,1129,1209,1309,284,516,570,699,630,551,637,706,824,926,514,759,702,637,577,468,671,571,617,714,295,646,569,709,765
351,767,691,635,578,462,519,567,611,663,701,1202,1152,1102,1051,297,503,660,610,562,892,986,1120,1562,2776,308,507,561,687,618,555,633,702,897,1035,486,720,664,603,551,514,11134,581,655,724,241,546,494,593,646
449,659,606,557,506,503,568,633,689,749,911,10958,10887,10814,10740,430,494,680,615,556,1880,1966,2036,2108,2179,685,837,939,1024,1108,1742,1852,1937,2018,2100,1485,1707,1653,1601,1548,989,1156,1098,1207,1259,479,622,554,681,742
