Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
8492,11918,11534,11100,10892,3971,8137,8656,5257,4603,391,10709,10662,10615,10568,426,484,599,542,657,5777,6006,6203,6998,6845,12614,0,0,0,0,423,543,491,593,642,3410,4479,12923,12124,11948,2944,3681,12448,13470,13711,13297,23427,23554,23702,24296
3395,5051,4759,4476,3753,2635,2897,4281,4063,3504,423,811,771,722,678,519,583,680,631,734,1938,12140,12312,12997,12812,2890,33948,34104,40139,40582,516,624,571,673,726,1412,12014,3860,3435,3130,11793,1927,3744,4143,4362,5233,13688,13828,13987,14647
2788,2979,3925,3629,3182,2805,3649,3449,3266,3073,450,10876,10824,10774,10550,446,499,603,548,670,1657,2231,2387,3472,3327,12001,24043,24167,30521,30604,737,862,800,925,991,1431,2128,11878,11715,11522,2696,1821,12160,12401,12545,2851,4076,4198,4316,4593
2470,3528,3335,3129,2668,1966,2602,2770,2419,2235,379,914,870,827,619,498,567,688,629,755,1817,11272,11383,11578,11479,1994,14147,14265,20572,20654,521,629,577,682,740,1086,11144,2325,2141,1952,11031,1416,2888,3007,3172,2300,11528,11687,11833,11958
1255,2021,1659,1425,1845,981,1121,1599,1458,1277,277,10708,10661,10614,10565,579,649,753,700,816,966,1491,1567,1739,1648,12240,4240,4341,10592,10678,463,633,567,692,752,841,1125,13396,13190,13127,1104,996,11272,11357,11422,1171,1924,2021,2115,2210
761,1171,1086,996,858,907,1157,1490,1371,1045,418,794,754,717,674,445,495,581,538,628,2677,11704,11770,11879,11823,2488,11676,11814,11887,11958,568,691,635,738,800,2519,10980,2975,2840,2775,11089,1819,2145,2368,2518,1090,12005,12111,12180,12269
1984,2074,2321,2252,2170,2483,2570,2816,2729,2652,417,10756,10709,10658,10605,423,478,574,527,625,1504,1847,1902,2017,1962,10547,1923,1982,2042,2110,646,766,709,819,864,840,1258,10860,10799,10724,1283,1071,10471,10536,10808,1804,2815,2887,2944,3082
1499,1793,1731,1662,1592,639,697,850,801,749,444,866,822,779,728,435,497,597,548,657,587,10935,10979,11076,11030,528,10878,10931,10980,11034,487,575,533,615,663,522,10649,953,901,836,10725,567,629,698,883,691,10594,10636,10677,10721
525,783,719,659,589,247,441,592,537,488,477,10711,10663,10615,10563,405,598,687,643,736,766,1023,1064,1137,1103,10569,989,1043,1091,1140,463,562,516,605,653,485,601,10776,10724,10673,762,693,10573,10648,10705,443,672,707,741,778
725,1008,936,873,809,377,425,562,513,470,425,787,751,715,677,472,541,657,599,721,542,10867,10921,11018,10972,524,10455,10584,10640,10690,457,557,506,608,656,516,10514,815,775,739,10608,667,715,751,787,388,10728,10828,10932,11044
465,713,649,591,533,422,477,641,583,527,398,76514,76460,76403,76346,444,494,581,538,639,701,981,1020,1098,1058,10515,459,655,697,750,581,701,641,753,806,367,479,10955,10906,10860,651,590,10948,11066,11118,586,701,1049,1093,1130
610,859,797,741,678,464,517,664,613,568,66177,66589,66552,66516,66478,445,494,68327,537,68542,567,11252,11300,11401,11348,517,10630,10698,10757,10965,67097,67232,67179,67278,67432,689,10917,1057,1016,920,10489,788,925,1096,1156,375,10570,10622,10766,10816
598,830,771,721,662,582,643,802,750,698,58705,67808,67764,67709,67661,58703,58804,62556,62465,62380,1106,1370,1417,1501,1459,10439,738,782,826,941,57546,57442,57400,58249,67653,736,964,10751,10580,10523,705,760,10619,10722,10785,421,587,631,780,973
564,955,894,842,786,378,438,586,534,485,916,1355,1321,1287,1252,52170,52541,52874,52761,52674,675,11115,11172,11284,11228,451,10523,10579,10639,10697,398,493,446,583,623,383,10762,743,633,582,10947,464,597,761,801,426,10531,10591,10638,10697
394,579,538,492,450,416,474,623,581,528,685,11186,11131,11076,11018,511,704,11045,10998,11097,964,1255,1298,1380,1338,10515,667,718,762,813,967,1087,1031,1145,11204,502,787,10818,10766,10666,911,949,11161,11253,11364,374,658,699,739,778
654,886,821,767,718,540,596,729,687,642,734,1296,1248,1202,1153,851,1058,1143,1105,1182,1187,10858,10912,11020,10966,521,10439,10487,10538,10781,834,979,919,1044,1182,523,10623,828,788,637,10628,1019,1329,1372,1411,383,10558,10615,10717,10772
675,772,888,979,1070,327,549,735,681,629,338,10863,10797,10733,10672,1163,1232,10782,10735,10828,701,987,1031,1116,1074,10501,544,595,640,752,754,858,812,903,11058,476,593,10629,10576,10519,654,604,10694,10780,10927,400,578,744,791,835
499,700,641,598,553,398,457,595,547,503,516,982,930,883,840,536,597,828,787,867,1170,11574,11635,11752,11693,491,10522,10588,10654,10708,786,882,840,971,1012,594,10545,906,803,650,10595,520,742,786,889,387,10569,10663,10704,10747
692,860,935,1008,1080,575,910,792,737,679,694,10881,10823,10671,10611,803,907,10722,10665,10782,1411,1729,1779,1874,1827,10438,678,729,782,833,462,531,500,564,10986,403,518,10732,10575,10525,629,569,10611,10664,10714,419,536,711,753,794
947,1040,1131,1216,1304,416,475,641,581,528,456,967,930,889,847,448,508,782,744,818,485,78492,78540,78628,78584,411,77151,77218,77273,77325,671,794,740,848,966,379,78049,704,596,549,77934,465,682,727,766,717,10511,10555,10718,10778
360,548,505,456,413,407,465,620,568,522,430,10757,10719,10677,10589,450,510,10741,10680,10802,68338,68622,68668,68749,68709,67300,67355,67405,67446,67485,600,715,662,775,10594,67878,68021,68188,68133,68073,68484,68536,68595,68710,68774,365,530,579,755,795
67364,67609,67556,67506,67443,67047,67117,67412,67266,67224,450,781,745,712,551,452,522,826,776,874,60371,68029,68081,68264,68130,60473,67907,67959,68006,68049,419,552,465,595,634,58653,68502,59088,58769,58715,69163,69208,59448,59392,59800,67168,67277,67328,67376,67424
58193,58300,58402,58559,58647,67327,67379,67537,67457,67419,930,10941,10780,10730,10691,356,505,10960,10867,10760,663,1010,1052,1128,1089,779,1039,1076,1113,1152,423,617,563,674,10759,621,784,879,824,729,1574,1613,580,1487,1528,67768,57509,57558,57598,57637
1123,1217,1308,1442,1539,1133,1177,1303,1260,1221,538,905,811,775,741,559,976,1229,1151,1071,629,11352,11412,11512,11465,934,10905,10955,11017,11058,476,600,545,717,765,965,10816,1145,1090,1033,11528,11599,972,1033,1084,1631,1678,1727,1768,1815
818,916,1006,1086,1176,10962,11226,11120,11075,11024,423,11499,11447,11389,11326,349,392,10710,10655,10768,1168,1459,1503,1585,1544,704,1023,1073,1130,1179,433,626,564,681,12631,641,888,934,827,771,1692,1756,1554,1617,1820,10986,760,821,885,952
1104,1344,1296,1240,1182,1092,1356,1292,1244,1198,1171,1623,1574,1509,1463,430,496,771,728,814,651,10886,10978,11064,11021,627,10900,11021,11082,11141,2297,2435,2374,2492,2605,528,10849,930,865,794,10561,10773,651,704,803,1064,954,1008,1110,1159
481,802,756,713,661,10621,10862,11085,11036,10982,923,10828,10774,10713,10640,1867,1990,10769,10709,10826,738,843,1012,1083,1048,729,866,1102,1153,1205,770,886,834,945,10915,694,911,868,828,780,625,714,753,802,843,10762,496,548,596,651
739,1007,954,787,834,748,1083,1257,1213,1131,797,996,954,905,851,556,800,900,855,943,1177,10880,10935,11183,10983,996,10789,10845,10909,10968,652,772,720,890,947,970,10797,1132,1083,1035,10529,10724,1357,1408,1462,863,725,771,816,901
1230,1430,1381,1331,1287,10620,10794,11346,11290,10862,347,11517,11462,11416,11371,529,580,10654,10603,10703,724,953,1001,1145,1047,628,946,1004,1057,1114,376,478,429,526,11939,649,820,875,775,734,583,673,709,749,790,10697,823,878,925,979
736,946,898,847,794,1315,1354,1463,1428,1391,1210,1615,1569,1526,1482,409,465,712,671,750,493,11031,11083,11192,11139,608,10923,10964,10999,11034,1617,1735,1684,1783,1889,543,10889,712,661,598,10757,10823,600,711,837,784,672,727,830,884
474,704,655,597,542,10495,10555,10727,10666,10611,420,11029,10980,10930,10818,1518,1583,10762,10717,10816,879,1167,1213,1300,1258,747,966,1030,1067,1102,575,690,642,739,10908,731,992,939,889,840,938,984,776,828,880,10562,492,548,602,665
851,937,1109,1057,1001,700,746,896,852,808,662,1099,1051,1002,789,517,575,811,775,848,1618,10985,11037,11149,11091,1440,10826,10879,11055,11113,658,766,711,865,910,729,10601,1142,1026,931,10879,10993,1821,1865,1912,517,552,592,631,676
1100,1452,1376,1239,1311,10506,10780,10667,10614,10561,850,11747,11682,11503,11437,635,697,10666,10614,10718,824,1603,1657,1753,1703,659,847,899,1079,1133,477,589,535,642,11066,452,630,817,770,707,939,974,1017,1063,1106,10715,728,782,830,917
943,1210,1147,1087,1013,614,848,797,751,707,1276,1759,1715,1541,1487,400,464,725,682,768,619,11618,11655,11727,11691,729,11415,11461,11505,11540,783,890,843,932,1023,613,10963,791,737,680,11282,11329,617,679,736,739,787,845,909,982
577,782,728,673,627,10864,11329,11238,11147,11049,511,11882,11838,11788,11730,672,865,10937,10848,10767,1479,1681,1716,1784,1750,1269,1749,1795,1829,1864,796,908,853,1224,12094,781,1453,1076,1000,930,1740,1777,1266,1320,1364,11187,475,528,576,629
1471,1647,1607,1567,1526,1417,1787,1699,1604,1512,1541,2343,2300,2256,2203,574,927,1203,1123,1041,1401,10991,11044,11147,11095,1494,10625,10676,10774,10824,1880,2068,1946,2164,2118,989,10894,1403,1225,1109,10818,10864,936,1002,1049,1149,1185,1278,1318,1358
1382,1592,1545,1492,1442,10506,10669,10768,10715,10608,424,11104,11046,10987,10730,1720,1777,10684,10639,10732,843,1115,1160,1242,1198,483,657,808,852,894,475,590,536,649,12541,717,969,1144,1088,1029,948,996,1049,1103,1147,10646,849,904,957,1014
813,1020,971,920,869,779,823,958,911,865,571,1173,1137,1086,842,432,493,751,703,791,713,11756,11802,11888,11844,656,11033,11119,11231,11323,2770,2913,2848,2976,3036,696,11410,1135,1090,1030,10441,10931,658,721,781,731,617,673,776,827
720,944,894,847,792,10943,11282,11206,11127,11036,702,10800,10756,10706,10654,4100,4157,11110,10995,10868,1591,1879,1997,2084,2040,821,1345,1421,1582,1758,811,933,873,1288,10916,1254,1792,1933,1887,1840,789,904,965,1016,1139,11358,489,547,601,661
1583,1836,1776,1717,1657,1305,1618,1538,1461,1384,511,896,849,803,759,631,1132,1492,1378,1269,453,11129,11186,11300,11250,722,10761,10813,10865,10923,591,718,655,773,892,739,10813,986,932,865,10548,10687,626,692,747,1354,1483,1540,1596,1656
589,806,757,702,650,10539,10588,10723,10680,10635,398,11131,10933,10884,10824,433,497,11221,11142,11297,946,1241,1280,1360,1317,584,889,943,990,1039,1445,1592,1518,2098,11239,660,842,1015,961,899,541,644,695,741,938,10957,546,602,654,714
