0.172932,-0.186853
0.151439,-0.186818
0.172644,-0.182444
0.256105,-0.177207
0.306112,-0.174482
0.34015,-0.171976
0.364807,-0.169547
0.382279,-0.167534
0.396158,-0.165583
0.407166,-0.1636
0.416401,-0.161869
0.423856,-0.160011
0.430197,-0.158454
0.435833,-0.157
0.440434,-0.155359
0.445872,-0.153688
0.449786,-0.152187
0.452849,-0.150716
0.455733,-0.149016
0.458192,-0.147437
0.460547,-0.145846
0.462687,-0.1447
0.464523,-0.143263
0.466207,-0.141898
0.469161,-0.140535
0.470594,-0.139234
0.471915,-0.137829
0.473142,-0.136744
0.474194,-0.135487
0.475391,-0.134216
0.476429,-0.132594
0.477403,-0.131388
0.478274,-0.130273
0.479251,-0.129188
