Client_0
494
482
333
452
413
375
448
327
322
432
337
343
371
292
417
383
439
423
461
420
361
260
479
366
464
428
383
334
418
455
369
473
304
397
440
372
359
396
403
330
307
430
384
348
384
349
369
426
476
1147
1011
1091
1075
1188
1144
1084
984
1105
1095
1254
1123
1025
1014
816
488
431
376
391
388
454
430
391
402
380
368
499
396
345
428
361
516
363
430
410
368
400
490
387
1105
1168
1052
1182
1434
1150
1339
959
1420
1027
1122
1156
977
789
540
434
509
469
438
535
475
507
370
349
489
503
355
508
463
477
483
411
382
423
432
404
376
417
369
425
422
343
446
445
377
417
1287
1073
1096
1256
1100
1336
1652
1171
1472
1066
603
545
571
714
574
384
398
445
518
351
461
462
479
478
562
1256
1184
1280
1442
1355
945
685
603
728
719
802
663
348
592
585
522
407
559
519
541
513
551
500
413
404
439
490
470
373
441
311
605
414
394
453
346
388
409
386
296
438
386
435
291
360
436
344
371
343
474
345
343
359
314
456
423
300
497
342
379
390
422
344
330
399
402
368
569
483
422
461
369
454
521
423
399
481
563
417
465
490
497
516
446
415
454
440
438
417
394
438
413
334
977
983
1010
1003
1026
983
982
983
898
879
1020
941
973
944
1036
929
879
913
952
1033
1025
961
774
718
724
727
851
884
755
919
749
743
815
804
740
794
720
728
950
779
801
611
549
514
378
373
382
463
469
345
424
438
367
301
403
420
401
421
469
512
417
1364
327
449
838
449
432
389
387
404
586
400
447
295
505
453
387
385
424
2414
345
448
352
368
483
411
389
537
416
427
431
320
506
411
455
277
333
389
495
449
434
473
361
459
367
417
443
438
285
431
466
445
473
393
406
387
390
426
492
430
500
470
486
482
434
441
495
546
408
393
527
421
511
475
373
429
411
412
323
421
446
463
487
451
438
421
489
486
401
369
445
456
459
379
417
299
485
441
457
409
431
384
381
428
406
361
450
439
419
295
422
379
345
519
413
492
487
378
475
351
517
449
520
399
465
460
457
414
373
295
488
431
302
413
374
410
939
1089
1024
1147
1171
1047
987
869
925
708
902
831
600
564
479
581
501
506
581
476
543
529
418
491
511
427
535
509
508
524
579
498
544
608
625
520
373
532
632
580
527
468
575
556
528
622
503
595
467
590
609
610
