Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
74374,80468,80537,80635,80587,82949,83020,74854,79121,79187,928,1273,1196,1018,1114,1361,1725,1639,1534,1446,1137,13956,14596,14468,13861,14257,1231,15002,14893,14784,75023,75162,75222,75279,75334,77438,77550,79462,79613,80543,651,13159,13032,13478,13297,13866,13806,13740,13658,13588,775,827,926,872,1244,1304,1200,1086,1045,998,819,918,1443,1334,1072,1765,2010,1644,1931,1848,15277,15560,15498,15382,15798,16078,16022,15969,15912,15855,13484,13707,13636,13828,13772,13884,11981,14052,13996,13942,1223,1583,1143,1075,1010,1510,1350,854,787,1278
16085,27548,27714,27833,27779,27901,27966,19905,20305,20356,755,1063,985,856,924,1369,5391,5272,1429,1189,3537,4557,5139,5053,4204,4966,5489,5402,5316,5225,19142,19309,19385,19454,19517,20547,20612,20663,20774,20822,2372,3831,3776,3954,3881,4270,4211,4155,4095,4024,2138,2270,2401,2546,3252,3138,3022,2906,2785,2664,2139,2250,2749,2621,2493,2373,4053,3090,2971,2860,5811,5958,5911,5861,6264,6662,6481,6432,6379,6317,4010,4508,4455,4608,4558,4661,4875,4814,4763,4713,10998,9548,9033,7462,7313,7188,7077,6941,5595,5390
9432,17109,18840,19193,19126,19447,19647,9702,10069,10115,1777,2118,2034,1882,1959,2205,2520,2437,2365,2281,861,11373,11775,11716,11657,11593,1218,12021,11958,11891,10657,10810,10861,10911,10974,11027,11070,11114,11157,11200,652,10742,11090,11325,11242,11688,11612,11541,11463,11394,785,868,1010,939,1573,1654,1504,1426,1149,1081,791,874,1136,1074,1010,944,1554,1344,1733,1480,2511,2652,2608,2562,2696,3083,3015,2958,2910,2741,4976,6523,6353,6705,6650,6798,7564,7510,7448,7379,1356,2447,1280,2996,2925,2849,2764,2691,2623,2550
906,5303,7600,8142,8065,8192,8255,1613,11300,11454,761,1065,996,844,923,1431,1674,1591,1513,1201,1154,1735,2218,2152,2068,1990,2432,2379,2327,2277,4675,4799,4871,4943,5009,11545,11844,11937,12070,12128,574,1088,1690,1817,1757,2142,2063,2003,1942,1878,845,930,1093,1004,1626,1736,1539,1318,1245,1169,931,1020,1321,1242,1169,1093,1640,1537,1891,1790,1214,1417,1360,1294,1479,2098,2040,1968,1903,1542,1570,1715,1652,26431,2082,26596,27052,27018,26981,26664,10840,1543,1236,1157,1077,1473,1394,888,806,1316
545,28723,29637,29816,29731,29898,29966,1461,1261,1395,710,983,911,777,839,1342,1491,1411,1165,1098,7590,14877,14984,14828,14774,14936,7694,15128,15081,15033,1161,1238,1294,1344,1394,1534,2114,2162,2202,2247,5225,13944,13814,14190,14111,14321,14256,14722,14656,14580,804,885,2453,2630,3577,3450,3213,3093,2942,2791,706,782,1336,1261,1075,1569,1932,1449,1819,1700,20497,20717,20654,20587,20793,21081,21020,20966,20908,20857,16999,17133,17031,17840,17780,17185,18577,18521,18463,17251,1409,1806,1312,1230,1155,1708,1609,959,885,1504
18109,20029,20095,20227,20159,20289,20357,19911,20821,20892,4317,4455,4817,4698,4579,6404,6659,6579,6499,4945,4589,5334,5274,5228,5181,5133,5065,5511,5452,5394,18481,18912,18965,19359,19413,20238,20288,20416,20332,20373,3579,4341,4281,4679,4406,4945,4890,4837,4782,4731,4062,4159,4356,4281,4626,4789,4703,4546,4489,4434,4381,4522,6795,6724,6626,4667,7178,7079,6980,6900,12646,12820,12763,12705,11800,12880,12021,11968,11916,11868,10790,10941,10866,11072,10998,11322,10191,11258,11201,11145,12457,4724,5288,5209,5146,5087,5027,4953,4889,4811
11455,18189,18497,18654,18558,18746,18939,11834,11176,11244,4492,4756,5169,4918,5052,5334,5641,5516,5437,5252,967,81709,81651,81599,81541,82010,1441,82395,81819,81764,10942,11013,11306,11465,11567,11661,11718,11780,11825,11869,798,82764,82698,82885,82823,83168,83073,83530,83489,83446,708,1331,1734,1654,2291,2458,2389,2118,2033,1830,822,885,1822,1748,1318,964,2169,2060,1890,2249,646,827,778,706,873,1241,1176,1114,1055,1003,2616,2751,2694,2866,2809,3047,3166,3105,2981,2924,3057,2747,3960,3772,3508,3238,3146,2645,2478,2403
478,802,1374,1489,1433,1536,1583,2013,14463,14530,719,1006,932,798,863,1320,1538,1464,1384,1118,71329,72137,72084,72034,71979,72363,73145,72804,72253,72198,1899,1969,2017,2068,2130,14849,14890,14929,14970,15008,71351,73234,73188,73310,73272,80133,80060,80609,80544,80477,606,663,766,713,1074,1243,1193,1139,1021,961,589,647,961,909,755,702,1127,1073,1191,1016,983,1384,1255,1122,1575,2323,2186,2096,1985,1791,6544,6679,6617,6809,6743,7002,7128,7064,6932,6872,78016,1121,1072,764,702,1023,970,921,872,822
4227,11098,11144,11210,11183,11236,11262,4311,7785,7842,68354,68594,68542,68430,68489,68646,68872,68796,68748,68698,62786,89098,89036,88978,88924,88861,84974,88666,89207,89157,4404,4513,4601,4654,4711,7764,7813,7860,7910,7960,85719,85870,85805,86949,86870,87206,87159,87110,87061,87011,63836,63905,64016,63961,64300,85833,85772,85710,85646,64073,63564,63637,63986,63932,63737,72498,72323,64135,72711,72660,673,816,771,726,874,1099,1057,1008,960,918,2620,2758,2702,2849,2805,2947,3092,3045,2993,2894,68439,68380,68788,68328,68279,68229,68177,68118,68060,68002
930,1203,1234,1259,1289,1313,1338,1742,54669,54727,68856,80854,80801,80624,80744,80909,81099,81062,81006,80961,17998,20882,20834,20788,20737,20671,21025,21445,20975,20928,1640,1754,1816,1879,1939,56749,56812,56873,56924,57117,15920,16013,15967,16100,16057,16334,16290,16231,16188,16144,63455,63523,63623,63574,76411,76329,76136,76083,76029,75472,62740,75773,76257,75936,75864,76714,77726,76424,77588,76955,413,542,499,453,575,45391,44966,44903,715,684,44064,44357,44285,44552,44479,44618,44877,44813,44749,44683,84979,87491,87437,87382,68081,59839,59218,59156,59090,59283
