Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
624,888,1067,941,1125,809,1201,1147,1091,865,581,662,746,823,895,518,595,664,732,807,437,549,497,656,599
432,33802,33920,33861,33988,535,33885,33836,33780,600,466,557,621,773,849,447,488,523,556,594,339,416,380,480,519
619,936,1046,993,1092,643,1015,972,930,878,535,600,703,761,827,346,389,455,491,529,253,530,477,639,582
624,33749,33875,33814,33935,627,33979,33909,33842,699,492,540,597,693,753,286,497,553,618,685,488,599,547,714,650
576,916,1019,968,1079,606,1061,1007,959,672,562,721,787,863,932,568,635,716,836,903,393,470,435,536,576
457,33788,33898,33847,33948,522,33887,33825,33761,592,790,885,959,1030,1102,426,734,806,874,947,323,457,366,532,493
628,912,1006,958,1050,606,1016,966,915,859,820,882,935,992,1056,458,515,564,611,665,396,474,437,540,579
719,33753,33886,33823,33957,607,34368,34297,34211,689,617,731,807,870,943,756,821,877,930,991,254,577,515,713,643
554,936,1063,1001,1129,985,1456,1395,1348,1058,489,531,572,617,647,449,496,540,583,632,484,630,559,784,703
662,33631,33701,33667,33743,1557,33771,33879,33826,1631,580,653,715,769,822,470,534,594,654,719,549,670,621,796,726
490,693,793,744,842,594,835,924,882,645,567,662,709,765,810,466,524,574,669,741,478,600,545,956,817
357,33503,33568,33541,33602,408,33939,33891,33843,467,653,807,891,963,1029,570,644,709,771,839,498,613,553,743,675
357,549,615,576,660,661,992,951,909,714,631,693,746,798,858,365,626,684,738,798,476,608,543,754,678
544,34078,34206,34145,34265,535,34711,34645,34578,580,599,743,1149,1211,1276,457,526,592,658,723,537,656,596,763,709
886,1231,1333,1283,1381,1402,1856,1805,1753,1688,579,657,736,792,847,499,565,632,694,757,512,632,577,746,695
425,34004,34472,34406,34539,666,34368,34305,34240,723,2015,2129,2244,2353,2468,1073,1432,1519,1586,1651,524,662,599,817,734
1182,1253,1558,1507,1609,1345,1579,1522,1468,1405,676,753,823,882,935,375,418,455,491,531,318,617,563,728,668
580,34722,34953,34825,35097,625,35674,35970,35872,670,461,572,664,739,812,272,504,565,623,689,285,566,510,701,619
1083,1944,2148,2087,2207,2469,3070,3195,3140,2680,539,1281,1403,1514,1720,912,970,1023,1075,1130,809,1562,897,1902,1826
599,33730,33799,33764,33834,665,33959,33924,33866,712,815,924,1002,1072,1226,450,518,584,641,702,373,450,414,525,486
562,829,911,870,943,679,920,992,888,955,699,772,847,914,987,441,511,576,640,713,392,472,434,547,507
1124,33738,33962,33880,34038,1600,34109,34309,34251,1897,1442,1529,1602,1675,1736,1104,1174,1236,1294,1345,864,1001,943,1147,1063
1010,712,1147,1084,1208,884,1378,1327,1275,1086,665,726,766,802,843,467,533,599,712,778,345,658,586,770,708
725,34176,34302,34243,34359,687,33821,34026,33749,793,710,804,983,1072,1129,434,500,671,746,822,284,569,515,682,622
1329,1400,1531,1472,1582,573,1000,1064,877,808,1220,1290,1345,1401,1454,1259,1334,1481,1568,1635,512,1218,1145,1351,1290
488,33828,33915,33866,33974,553,34013,33981,33925,670,933,1044,1132,1209,1276,452,523,585,641,706,346,446,399,522,601
649,905,1010,953,1068,759,1108,1050,994,1171,725,769,810,846,887,449,499,562,628,701,376,460,420,526,565
1095,33715,33833,33769,33885,1025,34191,34145,34099,1112,1166,1267,1365,1471,1573,735,885,1088,1009,1153,754,862,992,1096,1197
510,822,939,877,988,848,1231,1185,1142,930,628,711,772,832,899,458,518,556,593,628,273,598,524,748,671
635,34869,34984,34923,35054,624,33709,34284,34155,686,789,856,911,966,1072,298,548,591,629,670,335,414,377,481,620
1690,2033,2147,2090,2195,533,1239,1343,1125,1290,1468,1607,1744,1876,2001,2322,2489,2823,2645,2981,539,681,612,1146,751
673,33609,33735,33663,33846,594,34297,34243,34168,683,1152,1261,1360,1451,1553,857,949,1030,1109,1226,374,495,433,605,677
457,707,876,817,930,866,1328,1281,1233,963,884,986,1081,1189,1280,878,984,1080,1175,1282,383,509,445,620,690
2156,33962,34336,34217,34682,735,34658,34580,34515,1314,2127,2256,2341,2434,2519,817,905,981,1055,1143,994,1192,1333,1486,1647
702,1282,1440,1362,1637,1613,1971,1881,1803,1715,1508,1673,1824,1972,2118,2214,2321,2533,2626,2827,693,891,792,1044,972
982,35511,35733,35614,35849,644,35781,35700,35612,791,1468,1607,1728,1843,1944,708,998,1107,1206,1335,708,893,829,1012,957
2229,2848,3018,2925,3114,2367,3047,2964,2880,2777,1041,1129,1297,1574,1710,601,714,956,1058,1166,641,841,742,1068,963
827,34360,34560,34460,34659,2272,35151,35048,34950,2446,956,3549,3689,3812,3944,3831,4336,5059,5800,6596,1079,1298,1469,1641,1805
757,1604,1764,1677,1841,1556,2258,2179,2099,1688,10033,10112,10180,10242,10308,6931,6994,7048,7103,7157,642,819,727,991,913
1185,37378,37672,37529,37845,978,39516,39061,38311,1414,598,665,720,764,825,3001,3065,3118,3172,3230,815,1009,908,1191,1097
