Client_0,Client_1,Client_0,Client_1
3179,3343,1489,1748
498,571,2673,2850
919,1091,485,570
1368,1521,828,992
1262,1673,1210,1523
1077,1282,1289,1512
1139,1353,1281,1506
854,1011,1362,1551
735,868,902,1052
1245,1429,788,909
689,775,1316,1480
533,589,843,972
865,973,585,669
673,750,959,1094
851,946,711,816
1084,1276,882,981
1162,1410,1102,1251
1216,1436,1357,1605
1228,1515,1397,1638
1314,1544,1246,1476
1102,1303,1297,1505
1117,1329,1226,1436
1416,1657,1278,1500
1088,1227,1496,1742
1271,1417,1301,1531
1534,1702,1366,1566
1148,1311,1515,1757
1242,1489,1491,1673
1058,1269,1078,1207
1240,1440,1284,1501
1319,1554,1242,1463
1319,1559,1427,1655
1266,1484,1402,1625
1313,1554,1289,1490
1292,1490,1352,1574
1313,1518,1272,1492
1304,1495,1264,1485
1272,1479,1274,1492
943,1100,1276,1481
1316,1539,957,1100
989,1152,1238,1480
1232,1453,1000,1152
1333,1568,1268,1477
1329,1580,1374,1638
1334,1572,1296,1572
1332,1546,1412,1646
1318,1531,1291,1500
1230,1470,1230,1457
1118,1351,1302,1531
1387,1625,1187,1417
1330,1544,1255,1482
581,667,1204,1428
1302,1500,584,689
1356,1558,1288,1503
1308,1521,1295,1513
1144,1361,1322,1518
1345,1551,1207,1424
1312,1533,1294,1512
1302,1534,1334,1530
1234,1422,1282,1522
1387,1590,1314,1463
1153,1355,1166,1318
1117,1356,1226,1365
827,921,1249,1499
1045,1184,1016,1196
1140,1345,980,1185
1244,1473,1319,1523
1280,1507,1630,1853
1491,1748,1425,1662
1277,1486,1437,1657
1351,1584,1118,1276
1338,1551,1174,1323
1320,1550,1178,1327
1326,1549,1169,1309
1331,1557,1183,1326
1316,1544,1269,1495
574,667,1224,1466
1227,1431,572,669
778,921,1056,1260
524,596,906,1061
1364,1613,503,585
961,1117,1273,1543
1267,1463,958,1126
1167,1264,1237,1467
1102,1225,1123,1268
1318,1457,922,1059
1292,1437,1163,1304
1244,1376,1109,1250
1253,1406,1144,1357
1213,1342,1079,1225
1147,1275,1020,1160
1221,1368,1022,1156
1171,1304,1102,1247
1148,1283,1028,1174
1210,1348,1000,1135
1492,1734,1058,1202
651,772,1240,1521
1277,1483,661,776
1291,1521,1208,1445
1347,1613,1185,1428
1408,1658,1231,1504
1334,1545,1261,1503
1038,1477,1263,1490
1122,1344,1326,1542
1226,1427,1203,1410
1304,1507,1362,1603
1269,1490,1541,1750
