Client_0,Client_1,Client_0,Client_1
907,1151,861,1003
750,849,725,863
776,869,1049,1197
885,996,1041,1151
979,1348,1439,1681
1343,1612,1215,1429
1091,1234,450,511
541,621,1183,1395
1324,1483,553,658
588,677,679,802
832,929,1162,1446
1371,1614,1023,1253
1485,1703,478,540
532,609,765,907
942,1056,1426,1677
1408,1610,1460,1679
1197,1372,1327,1570
1336,1519,1442,1733
1453,1673,1520,1740
1199,1716,1539,1772
1288,1490,1083,1291
1065,1180,1450,1667
1208,1378,1475,1709
1141,1296,1554,1762
1202,1380,1425,1620
1145,1293,1350,1561
1123,1285,1213,1355
1096,1270,1094,1234
1274,1471,1143,1285
1306,1484,1155,1311
1325,1520,1079,1250
1254,1428,1226,1383
1350,1580,1508,1748
1194,1385,1427,1674
1254,1495,1530,1782
1342,1663,1445,1720
1555,1822,1505,1739
1320,1592,1250,1433
1493,1714,1109,1270
1314,1500,1233,1483
1386,1650,1251,1497
1438,1601,1314,1498
1435,1590,1428,1610
1229,1394,1205,1371
1160,1310,1252,1415
1074,1226,1143,1307
1115,1260,1287,1503
1087,1233,1024,1185
841,961,1456,1680
1178,1341,1302,1555
1254,1418,1420,1659
1146,1309,1412,1677
1132,1295,1333,1626
1263,1418,1339,1657
1275,1437,1409,1591
1140,1317,1383,1597
1147,1296,1454,1699
1158,1320,1286,1491
991,1148,1321,1589
1290,1449,1505,1727
1237,1401,1434,1662
1170,1333,1317,1526
1002,1157,1306,1523
1060,1202,1348,1550
1036,1194,1342,1557
1087,1270,1340,1599
1297,1457,1204,1457
1173,1314,1238,1378
1001,1171,1271,1419
1111,1278,1306,1467
1215,1465,1434,1613
1234,1498,1493,1652
1200,1344,1360,1726
1257,1423,1274,1418
1158,1314,1274,1414
1167,1323,1016,1224
1156,1298,1126,1321
1199,1364,1101,1343
1293,1479,1034,1207
1149,1326,1116,1311
1251,1406,1034,1193
1212,1368,1091,1248
1214,1388,1109,1265
1271,1458,1149,1401
1245,1403,1079,1235
1188,1345,989,1153
1186,1370,1046,1198
1150,1292,1167,1409
1214,1415,804,934
982,1136,1292,1491
1485,1720,1148,1334
1352,1589,1057,1153
764,911,1283,1469
1114,1351,1365,1523
1215,1467,1181,1320
1339,1545,1114,1265
1269,1478,1275,1428
1183,1375,1371,1533
1216,1377,1205,1361
1322,1512,1184,1334
1240,1443,1048,1279
1120,1271,1168,1316
1233,1393,1192,1345
1295,1467,1233,1522
1341,1516,1269,1490
1248,1434,1278,1538
1190,1359,1264,1546
1245,1402,1348,1633
1248,1406,1167,1398
1187,1412,1231,1477
1169,1401,1225,1453
1195,1454,1282,1508
1264,1477,1223,1449
1220,1438,1042,1260
1074,1244,1283,1498
1309,1504,1209,1443
1254,1443,1255,1464
1288,1499,1092,1296
1013,1237,1210,1418
1147,1381,1307,1532
1151,1328,1202,1483
1309,1468,746,882
631,723,1222,1489
1274,1475,1129,1389
1266,1429,1143,1401
1341,1534,1281,1507
1508,1754,913,1097
1096,1256,1141,1380
1436,1665,1339,1544
1229,1490,918,1103
1162,1327,1333,1592
1432,1673,1532,1746
1295,1513,1577,1750
1498,1672,1265,1468
1341,1514,1227,1371
1186,1433,1101,1370
1343,1560,1315,1476
1362,1616,912,1055
1263,1486,1177,1428
1452,1676,739,843
952,1109,1291,1724
1473,1750,1449,1704
1329,1616,1172,1401
1361,1563,1061,1282
1195,1408,1347,1568
1232,1472,1489,1642
1537,1751,1144,1411
1209,1395,1217,1438
1146,1359,1243,1504
1061,1235,1405,1710
1161,1411,1303,1505
1112,1255,1200,1344
983,1127,1217,1365
1302,1512,1167,1315
1291,1513,1178,1326
1371,1602,1352,1531
1365,1622,960,1069
948,1138,973,1164
857,1064,1233,1372
1166,1414,1336,1494
1213,1483,1257,1403
1275,1541,1234,1419
1242,1475,943,1060
951,1138,1128,1367
1134,1344,2138,2382
1218,1457,1374,1548
1222,1388,1216,1388
1202,1369,1210,1362
1062,1225,1187,1397
1156,1306,1275,1436
1170,1320,1139,1284
1094,1240,1185,1333
1181,1330,1350,1512
1229,1392,922,1054
916,1030,1241,1390
1212,1362,1378,1531
1231,1419,1365,1557
1159,1321,1332,1595
1168,1422,1401,1638
1335,1593,814,945
797,948,1409,1652
1317,1583,1341,1599
1214,1478,1268,1488
1205,1440,1251,1473
1209,1444,1289,1511
