Client_0,Client_0
339,1044
311,746
961,526
926,632
1105,358
1388,957
928,989
994,1140
1331,1273
508,1047
461,1076
397,1153
434,641
497,625
280,441
1328,500
2219,479
948,463
2195,1244
934,2098
1763,1152
1014,2170
954,1158
1996,1809
679,1241
615,1008
486,4261
617,584
513,501
456,463
523,675
429,416
339,395
434,470
415,467
517,346
1134,506
1369,316
1072,522
1188,1120
991,1271
2004,923
496,1198
499,868
434,1531
800,662
935,591
605,587
950,787
936,865
905,663
444,1110
542,1231
1026,897
984,455
971,589
2612,940
557,874
492,1122
1110,1014
918,740
590,601
626,1280
666,839
591,687
291,635
325,755
335,782
417,426
359,328
1116,355
1720,471
1029,485
2547,1217
983,2160
2068,1161
948,2290
2129,1053
551,1736
638,1060
620,1209
558,588
723,597
959,479
1073,458
869,687
1084,810
995,930
1050,1007
1049,944
1096,865
1073,915
1114,900
684,943
635,926
665,1349
669,1829
522,753
490,627
394,642
414,506
390,505
416,538
444,396
475,373
525,369
494,392
409,381
535,436
447,415
781,500
947,395
872,478
891,476
946,727
870,665
1096,677
2030,712
983,666
1973,1004
978,1470
1134,1111
1142,1692
1001,1020
861,1438
793,990
758,1024
480,703
522,653
426,628
590,635
617,474
529,457
533,560
558,567
647,463
627,728
1005,640
1050,787
480,796
455,828
556,736
516,528
621,601
470,573
564,488
515,501
619,524
473,548
554,510
578,570
652,515
947,588
871,542
967,827
975,626
905,698
813,643
549,668
498,1134
474,495
504,617
537,576
923,560
647,688
1826,540
387,552
457,776
527,2436
511,496
715,400
505,380
495,318
456,463
423,321
536,424
633,319
405,515
412,544
366,511
368,537
479,535
424,580
437,573
1638,572
888,531
1188,559
872,1415
1506,1070
788,1263
1503,1003
715,1379
1062,1008
634,1238
388,950
391,1015
415,592
527,497
443,470
432,425
477,516
486,514
482,510
442,509
493,553
428,534
446,519
448,525
433,497
492,491
426,517
568,525
471,545
363,457
481,520
396,571
475,466
492,557
493,456
422,544
366,540
456,538
452,506
507,521
1092,459
1496,393
1041,507
1447,891
1003,1258
1684,1019
938,1497
1277,1103
1009,1318
1633,905
909,1117
770,1227
334,1995
341,1317
2164,746
1065,388
1727,482
1223,2008
4685,904
576,1550
479,1251
505,655
514,550
649,540
598,403
635,460
644,639
477,617
630,529
585,567
778,446
871,575
706,562
832,749
760,843
706,676
867,797
685,569
859,763
910,1001
975,834
491,753
550,896
551,963
437,620
530,547
510,542
556,468
618,462
658,521
568,579
993,554
616,548
598,525
1105,705
1120,511
636,586
633,1129
591,748
539,660
948,670
929,614
692,644
600,633
483,670
478,543
522,470
481,561
495,518
441,577
554,467
420,535
444,441
531,636
525,485
572,461
600,469
812,448
557,508
615,558
559,601
482,609
573,657
564,542
435,544
441,531
660,465
633,433
1553,411
972,655
1531,506
1287,1107
1170,1156
1740,1281
1460,1109
1736,1054
1223,1511
658,1147
1421,1286
991,808
778,545
682,907
687,988
3352,748
560,756
499,1118
343,3085
741,1073
635,484
425,341
452,770
519,652
543,316
726,491
652,608
794,529
741,617
707,736
782,887
683,823
625,796
754,682
736,551
776,451
664,862
652,839
476,690
611,586
654,623
453,505
601,431
660,462
933,526
675,574
587,707
822,726
725,765
781,769
760,903
793,804
894,883
552,844
546,891
787,922
1018,566
1294,643
1022,484
1380,966
1101,1503
1690,949
1198,1729
2315,895
600,1334
2773,1227
346,2923
487,450
390,2703
1079,329
987,322
1107,446
633,1016
809,944
738,917
742,440
953,828
811,753
706,632
496,861
612,742
665,607
621,355
618,603
552,494
587,471
542,535
522,442
530,496
518,509
547,549
538,533
542,468
475,466
476,307
455,364
399,400
456,443
475,359
473,399
415,358
489,334
494,364
478,413
522,390
496,395
519,477
678,460
521,364
481,451
462,462
684,454
506,479
531,456
599,464
600,435
628,518
617,499
661,512
502,485
530,545
478,591
508,458
527,449
520,307
452,485
520,449
515,421
470,393
424,420
411,346
392,379
396,322
401,380
475,378
385,296
453,403
429,284
429,320
511,385
482,328
709,394
622,327
429,395
435,498
383,412
2058,402
1071,418
1654,445
887,2236
1247,935
1425,1612
1024,1001
2358,1500
997,937
1365,839
748,2429
778,873
1313,1652
834,548
722,605
919,1391
1031,822
735,838
823,714
797,1091
956,887
1062,889
914,875
959,988
1011,1051
866,896
849,510
967,1029
2715,878
956,873
876,805
588,2744
594,832
730,761
673,525
607,568
520,586
487,635
509,578
589,615
593,588
598,544
