Client_0,Client_1,Client_0,Client_1
459,545,521,606
513,611,581,666
499,591,503,567
517,609,529,592
428,491,698,804
475,590,499,584
308,465,534,620
617,738,696,788
437,527,486,593
430,504,621,741
535,614,600,683
410,484,519,583
415,477,555,647
663,806,889,974
423,513,558,708
506,685,781,877
573,642,462,525
558,625,621,690
558,625,634,703
493,582,607,677
507,612,641,741
595,693,779,875
512,578,594,662
511,573,599,668
413,499,490,583
393,454,558,650
588,685,612,699
470,572,500,588
443,544,647,735
563,630,571,635
632,729,754,858
488,558,583,658
572,665,667,750
502,570,493,580
439,539,576,667
395,468,514,605
610,717,731,818
457,522,627,697
962,1103,1171,1389
2091,2338,1670,1838
1096,1229,1589,1829
978,1171,911,1037
1004,1202,962,1149
1830,2057,1488,2173
1300,1527,1081,1430
892,1021,913,1048
1384,1555,1099,1289
1200,1373,1246,1390
364,459,466,564
1006,1150,876,1022
459,566,507,581
825,926,918,1132
346,399,449,503
697,766,652,763
442,495,473,557
356,504,427,482
1981,2223,1652,2056
2056,2276,1112,2098
1171,1348,1219,1433
2514,2762,1944,2257
2117,2357,1311,1839
1732,1866,1119,1484
732,805,558,662
638,724,507,599
658,726,549,628
670,729,499,589
593,648,445,525
765,839,535,632
701,769,480,563
451,538,429,579
606,673,504,595
798,857,501,665
812,882,486,643
509,619,486,555
724,803,453,601
815,903,479,647
580,627,507,587
372,433,372,434
563,661,363,441
457,519,486,552
401,460,407,476
353,416,458,524
338,407,374,450
553,624,785,849
584,646,787,850
475,520,499,567
452,521,483,554
520,589,537,604
442,504,522,589
972,1052,910,1000
538,602,464,522
626,720,576,680
748,859,548,691
1270,1379,1491,1602
581,644,507,597
698,769,593,696
797,906,845,938
515,618,589,695
1309,1433,1284,1439
695,822,630,779
1112,1225,1078,1221
584,842,709,809
992,1201,1065,1193
618,711,781,897
588,663,723,828
954,1093,1055,1183
635,770,648,722
684,808,733,850
577,679,697,815
1104,1229,1019,1155
702,788,638,720
1062,1200,1369,1480
671,770,718,790
644,718,733,819
725,862,614,738
631,750,594,720
995,1150,1096,1224
647,748,700,800
994,1127,1096,1195
626,747,638,739
1058,1174,1276,1386
712,803,607,713
1026,1144,1242,1349
745,872,641,768
1258,1396,1290,1473
687,785,540,646
1252,1345,1192,1329
333,403,392,468
1102,1175,633,819
510,627,406,493
523,599,2041,2122
418,486,393,461
516,599,518,638
466,526,356,411
578,649,543,628
575,674,398,478
547,1029,550,636
534,599,457,522
595,697,488,553
840,955,698,803
650,760,486,586
608,723,658,761
616,721,491,558
657,754,687,784
572,685,543,669
634,751,551,617
685,756,606,677
610,835,860,957
554,654,487,560
1170,1405,1068,1256
2491,2721,1372,1577
2637,2851,1606,1836
1081,1331,1024,1245
2079,2287,1324,1620
2178,2623,1760,1959
1097,1256,1001,1208
1066,1246,896,1028
2841,3081,2158,2365
1167,1294,1012,1118
588,701,633,711
644,768,607,711
658,774,681,755
592,1109,882,1012
884,1028,667,787
896,1006,1122,1238
812,929,723,847
604,699,554,675
618,692,679,786
1064,1175,1492,1599
665,797,812,943
861,994,873,987
616,736,699,781
1528,1645,1254,1387
728,851,734,834
1372,1494,1721,1896
719,824,607,710
1110,1227,944,1089
701,813,642,717
816,1163,726,937
792,907,697,800
1094,1223,1370,1512
738,867,610,691
1098,1772,1419,1652
592,713,688,812
855,1086,1121,1322
569,683,622,724
1301,1395,1205,1321
573,672,635,738
765,933,641,768
758,848,937,1015
