Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
742,807,864,1003,959,913,1060,1115,1230,1292,593,1203,1036,989,936,1146,1092,793,730,660,473,680,11180,746,820,876,11297,11250,11380,11435,639,717,819,897,957,1005,1051,1236,1137,1284,1051,1260,1206,1158,1111,1320,1386,1450,1548,1607,676,10676,744,957,1012,11259,11326,11378,10885,10986,522,1040,896,842,797,1088,750,654,997,950,662,773,719,908,858,1073,1213,1161,1119,959,1053,1097,1138,1334,1288,1528,1485,1376,1427,1576,730,851,792,1001,1054,1297,1108,1166,1230,1354
23252,23344,23405,23578,23516,23460,23637,23789,24350,24426,555,1241,973,924,867,1188,1133,1083,1037,626,1396,1452,1502,1552,1608,1656,1751,1705,1796,1838,608,672,730,792,851,23812,24322,24566,24625,24686,1112,1236,1176,1357,1301,1416,1470,1535,1591,1642,512,994,1054,1113,1422,1471,1510,1552,1331,1374,21149,21665,21614,21562,21510,22038,21453,21332,21879,21789,20768,20905,20843,21006,21166,22193,22345,22285,21273,21221,10490,10547,10918,11139,11084,11029,10974,980,1048,1119,21125,21258,21198,21320,21516,22018,22105,21571,21625,22179
15109,15163,15216,14941,14859,14411,14996,15638,15051,15270,572,1147,958,911,862,1101,1057,1012,688,630,750,804,11157,863,910,957,11756,11261,11377,11445,14649,14700,14775,14833,14897,14954,16110,15933,15996,15027,635,963,906,849,788,1010,1063,1110,1155,1218,1102,10644,1167,1249,1313,11126,11191,11254,11312,10918,14219,15633,15582,15432,14354,15806,15753,14301,15682,15518,14247,14375,14323,14469,14423,13718,14575,13787,13580,14516,733,780,1217,1392,1349,1306,1263,1100,1155,1436,13984,14105,14052,14161,13399,15521,14440,15574,15446,14520
1460,1517,1565,1667,1615,1718,1764,1811,1862,1912,615,1249,983,930,877,1199,1151,1102,1051,669,949,1009,1413,1457,1513,1567,1790,1618,1707,1745,9275,9339,9388,9433,9487,9534,9581,9626,9670,9716,713,1002,956,913,866,1054,1098,1144,1197,1240,486,881,611,930,984,1352,1406,1455,1506,1284,1926,2891,2808,2726,2649,2563,2491,2173,2036,1986,1078,2359,2291,2661,2564,2478,3006,2923,2839,2755,10484,10536,10579,11156,11112,11067,11019,661,719,782,1541,1665,1607,1714,1767,1870,1915,1814,1967,2047
1050,1130,1192,1251,1682,1780,1846,1920,2001,2066,463,1134,1197,764,709,1078,1022,969,916,862,1264,1323,14199,1382,1441,1499,14775,14375,14487,14552,2952,3074,3204,3898,3991,4083,4182,4318,4406,4509,1327,1522,1477,1431,1384,1641,1687,1733,1787,1839,518,13982,566,1093,1230,14202,14261,14303,14346,14156,1654,1935,1894,1850,1795,2072,1753,1710,2027,1984,2592,2674,2736,2873,2831,2785,3082,3028,2977,2924,790,837,878,1301,1266,1230,1193,1098,1142,1338,2268,2380,2331,2438,2484,2532,2582,2637,2757,3682
1104,1170,1228,1400,1341,1285,1444,1624,1698,1764,1394,1969,1908,1847,1795,1745,1685,1635,1581,1514,3932,4041,4518,4162,4222,4570,4842,4626,4736,4784,2144,2244,2305,2366,2422,2478,2561,2614,2666,2720,3914,4191,4129,4054,3989,4251,4309,4367,4480,4555,3812,4323,3931,3977,4020,4506,4611,4378,4418,4455,1103,1214,1574,1170,1712,1528,1484,1438,1395,1348,1273,1346,1461,1647,1591,1537,1880,1825,1760,1707,11236,11596,11682,11912,11861,11811,11758,2623,2447,2330,1374,1498,1443,1561,1623,1812,1692,1748,1870,1931
742,814,985,1449,1389,1197,1503,1598,1899,2001,862,1450,1380,1325,1275,1221,1149,1051,989,928,916,1007,11407,1060,1111,1525,13747,13687,13794,13840,1689,1738,1788,1832,1875,1919,1962,2007,2060,2106,860,1161,1104,974,923,1232,1290,1347,1473,1541,623,10697,901,965,1009,11125,11169,11211,10920,10966,1155,1860,1760,1572,1508,1435,1377,1304,1984,1923,5613,5754,5693,5969,5911,5831,6196,6144,6086,6027,1431,1893,1942,2139,2092,2043,1994,2188,2246,2307,1808,1948,1888,2004,2060,2291,2118,2178,2232,2360
1015,1085,1165,1686,1602,1228,1817,1887,1963,2023,623,1145,979,934,888,1089,1038,769,723,676,817,1211,1472,1367,1415,1514,3867,3819,3919,3969,5533,5613,5682,5939,6146,6201,6247,6293,6338,6394,1186,1568,1462,1370,1285,1663,1736,1808,1886,1958,541,926,663,978,1310,3300,3362,3402,1200,1256,1920,2325,2278,2228,2177,2375,2126,2081,2034,1985,1529,1684,1619,1827,1746,2025,2139,2087,1958,1896,11108,11169,11225,11381,11860,11797,11733,988,1070,1128,1173,1367,1434,1487,1557,1616,1662,1770,1710,1857
5091,5165,5232,5407,5352,5291,5463,5521,5580,5639,706,1352,1158,1094,1038,1289,1230,888,829,772,1096,1165,11191,1573,1313,1804,12042,11989,12096,11816,1147,1243,1329,1452,1551,1691,1767,1850,1913,1960,989,1177,1117,1243,1059,1296,1347,1403,1456,1510,2280,10784,2346,2406,2466,11487,11548,11608,11055,11121,2922,3128,3380,2980,3322,3275,3228,3182,3081,3035,2757,2924,2866,3047,2991,3271,3327,3210,3156,3101,1385,1454,1501,1744,1993,1939,1883,2048,2107,1805,1417,1939,2189,2331,2472,2740,2826,2893,2956,3016
1556,1619,1669,1784,1725,1854,1907,1952,1996,2039,522,1245,904,844,794,1190,1125,1015,963,583,977,1041,1792,1154,1644,1840,2161,2113,2210,2056,2981,3044,3095,3146,3190,3246,3333,3397,3495,3567,809,1072,1013,940,879,1132,1197,1252,1306,1362,579,1110,1195,1265,1329,1756,1816,1869,1600,1680,586,1247,1107,1061,883,1954,791,734,1898,1841,1939,2150,2044,2326,2267,2479,2570,2525,2423,2376,10802,10857,11249,11465,11417,11362,11306,1001,1075,1135,1576,1724,1659,1793,1860,1941,2003,2068,2137,2217
