Client_0,Client_1,Client_0,Client_1
878,1060,940,1132
551,642,577,688
443,532,426,511
307,362,351,406
1685,1751,1740,1799
297,355,309,361
309,501,412,488
616,686,340,392
325,385,347,408
352,411,351,409
428,522,349,542
403,509,574,626
488,627,633,700
388,443,438,496
318,368,313,360
419,491,359,427
355,413,417,469
336,375,355,402
498,622,596,657
446,505,465,520
352,409,331,370
512,580,415,479
341,398,385,446
593,685,743,821
466,523,392,453
376,440,297,361
433,569,682,747
394,454,350,411
458,532,499,565
344,401,356,398
496,556,476,538
778,885,568,673
482,549,476,549
444,513,461,533
438,507,431,503
411,517,355,425
400,465,437,510
405,476,407,479
420,497,498,611
658,763,885,988
359,464,503,542
481,532,448,511
421,478,402,479
423,465,420,492
528,608,421,486
568,641,811,900
333,599,402,470
482,550,510,577
402,450,400,475
374,443,1140,1227
370,435,523,582
354,397,404,468
440,513,414,482
374,444,697,761
439,514,382,445
388,432,413,482
537,611,578,698
513,579,450,517
408,455,533,594
448,507,479,538
407,474,462,506
460,533,625,708
544,620,530,608
516,563,503,577
477,564,478,669
889,965,903,981
461,541,454,544
504,584,598,660
976,1034,867,932
562,642,488,619
432,504,376,452
573,657,861,932
523,587,458,539
900,963,738,816
429,510,458,524
503,573,410,474
527,621,531,781
509,560,446,523
385,447,392,438
389,468,365,415
474,552,578,674
501,581,752,846
413,494,469,535
507,583,587,671
1095,1173,683,772
1002,1084,610,689
909,975,569,637
840,935,631,714
435,526,551,633
997,1064,623,692
693,763,610,690
394,471,439,508
440,506,489,536
422,495,360,406
579,652,562,647
481,544,422,509
404,452,454,522
542,609,592,648
603,680,412,498
461,508,410,489
546,617,532,598
461,633,605,686
559,611,491,573
436,532,503,586
423,473,426,485
362,429,424,489
783,856,628,713
424,488,495,567
521,617,481,594
385,458,400,482
805,862,680,754
731,800,682,771
456,529,438,514
494,566,487,562
446,528,386,468
525,673,437,526
880,968,579,780
503,575,559,610
490,563,548,600
497,550,460,535
835,912,561,658
782,848,617,691
488,554,410,471
527,702,569,639
709,785,453,544
590,667,379,635
465,518,477,551
740,852,799,877
466,533,470,539
404,487,535,614
441,514,672,745
498,577,741,825
525,602,443,493
453,508,472,524
376,439,458,546
514,603,499,570
817,897,652,732
453,504,537,617
434,484,512,595
405,462,419,472
661,746,671,754
954,1030,735,815
385,466,370,421
430,504,437,571
790,872,669,772
475,542,557,616
444,531,446,536
825,1163,1148,1364
575,653,714,829
506,581,531,613
531,722,692,800
