Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
955,1058,1145,1247,1336,1696,1792,1893,1985,2091
1200,1299,1390,1479,1568,1658,1750,2016,1911,2107
1206,1283,1376,1439,1501,1562,1622,1681,1740,1814
1236,1370,1484,1586,1694,1796,2178,2287,2391,2513
1867,1984,2079,2173,2270,2359,2459,2565,2676,2790
1106,1219,1313,1404,1509,1631,1754,2081,2321,2199
1059,1163,1248,1331,1413,1769,1855,1947,2030,2145
1414,1518,1607,1699,1789,1884,1986,2087,2208,2337
1539,1646,1747,1843,1941,2036,2130,2227,2343,2449
1145,1255,1346,1439,1526,1614,2195,2295,2387,2478
666,743,1151,1215,1277,1338,1399,1459,1522,1597
879,980,1071,1157,1240,1608,1724,1821,1916,2025
1721,1828,1912,1993,2073,2153,2232,2312,2392,2471
1891,2004,2100,2192,2286,2376,2468,2560,2652,2743
1197,1320,1431,1542,1649,1757,1869,2337,2087,2205
705,813,1333,1397,1457,1529,1607,1704,1780,1898
1133,1212,1287,1370,1447,1532,1621,1713,1797,1895
1056,1132,1199,1495,1569,1634,1699,1763,1826,1889
1070,1174,1262,1347,1426,1506,1583,1678,1765,1868
1309,1396,1475,1555,1637,1718,1782,1826,1872,1932
986,1074,1156,1238,1319,1399,1482,1741,1637,1825
1263,1392,1512,1630,1747,1865,1983,2108,2255,2407
1956,2509,3442,3581,3680,3767,3850,3934,4019,4097
1161,1238,1459,1560,1643,1726,1807,1908,1986,2068
597,670,1126,1205,1302,1539,1621,1701,1833,1938
624,700,776,1106,1296,1350,1398,1444,1491,1537
1168,1233,1285,1335,1383,1432,1481,1529,1577,1624
497,547,875,934,992,1050,1108,1165,1222,1292
467,523,772,834,894,953,1012,1071,1130,1200
721,794,865,919,982,1043,1108,1348,1410,1268
1091,1163,1215,1262,1308,1355,1401,1447,1493,1551
565,624,678,731,782,1016,1071,1124,1177,1241
463,527,582,817,857,918,978,1042,1097,1168
462,534,595,830,867,926,987,1043,1098,1172
584,649,713,778,842,909,967,1130,1262,1189
430,724,785,841,896,951,1013,1077,1139,1215
518,580,633,686,739,927,966,1027,1088,1163
859,936,1002,1071,1137,1207,1274,1465,1389,1531
739,807,876,941,1006,1070,1134,1326,1241,1399
660,727,789,847,906,966,1021,1175,1319,1249
1188,1265,1325,1384,1445,1508,1565,1623,1781,1848
498,541,751,788,824,859,895,930,964,1024
517,560,764,801,837,871,905,937,979,1012
868,935,996,1056,1116,1175,1229,1375,1487,1427
847,912,972,1031,1090,1149,1207,1385,1578,1447
748,810,866,927,987,1050,1109,1290,1427,1354
492,536,747,794,832,867,902,937,972,1016
740,809,875,938,1001,1065,1125,1290,1426,1355
762,831,892,952,1010,1070,1129,1313,1446,1376
836,901,961,1020,1078,1137,1196,1372,1503,1434
809,880,940,997,1055,1107,1160,1346,1273,1403
1123,1244,2084,2265,2413,2531,2642,2752,2862,3003
