Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
3889,4016,4102,4172,4246,1263894,1264117,1264526,1264933,1265369,727,793,11368,11296,11217,1190494,1191020,1191522,1192060,1192586
4201,4339,4427,4501,4790,1253995,1254217,1254621,1255059,1255468,531,632,1680,1635,1575,1180643,1181161,1181672,1182220,1182717
1056,1221,1318,1399,1478,1244088,1244312,1244711,1245154,1245562,898,1012,12174,12105,12506,1170783,1171290,1171818,1172342,1172845
885,1044,1144,1225,1305,1234182,1234401,1234835,1235246,1235658,1772,1883,2556,2488,2874,1160922,1161433,1161980,1162479,1162974
45298,45515,45725,45819,45934,1223934,1224150,1224592,1225000,1225415,906,1030,12969,12895,12820,1151059,1151580,1152110,1152609,1153086
36821,37012,37107,37195,37284,1213790,1214042,1214454,1214867,1215300,2034,2607,3348,3277,3205,1141195,1141740,1142244,1142743,1143207
762,966,2958,3123,3240,1168965,1169197,1169604,1170020,1170675,3584,4207,13334,13209,13122,1131331,1131865,1132359,1132842,1133352
58096,58278,58450,58555,58654,1158971,1159194,1159606,1160036,1160679,2597,2794,3805,3728,3617,1121395,1121905,1122397,1122870,1123373
49875,49990,50090,50177,50258,1149061,1149281,1149697,1150351,1150806,1338,1527,12736,12643,12513,1108407,1108900,1109384,1109894,1110372
40546,40638,40721,41111,41192,1139152,1139376,1139997,1140449,1140904,1925,2174,3342,3244,3129,1098528,1099017,1099495,1099996,1100482
54889,55050,55182,55263,55341,1091481,1091707,1092358,1092815,1093236,3943,4119,13320,13173,13005,1088640,1089129,1089632,1090111,1090596
42291,42403,42524,42628,43159,1078295,1078522,1079179,1079634,1080051,3557,3659,3896,3823,3749,1078756,1079234,1079736,1080221,1080703
41571,41782,42347,41947,33443,1068390,1068844,1069308,1069731,1070146,1178,1333,11411,11339,11264,1068878,1069371,1069855,1070343,1070846
1316,1382,1801,1516,16880,1027896,1028146,1028601,1029018,1029435,528,1053,1750,1683,1618,1058992,1059498,1059980,1060463,1060980
10947,11168,11338,11424,7177,1018018,1018270,1018702,1019117,1019533,43113,43745,44114,44037,43908,1048838,1049348,1049836,1050331,1050845
1680,1755,1826,1892,11256,1008129,1008382,1008801,1009217,1017190,34318,34406,34596,34534,34479,1039003,1039480,1039961,1040477,1076345
121356,121702,121973,122263,1526,998250,998479,998895,999311,1007472,2362,2491,14188,14117,14037,995056,995545,996034,996552,1032580
114826,115091,115327,115554,113690,988361,988589,989005,996965,997587,3314,3457,4657,4588,4513,985240,985720,986233,1022110,1023002
106643,106852,107056,112447,105633,978425,978650,979066,987222,987678,47231,47914,48212,48125,48040,975372,975855,976376,1012410,1013274
12637,12968,14566,4477,14831,869590,869817,877766,878400,878864,50880,38498,38729,38650,38572,965503,966010,1001891,1002787,1003741
3885,4098,5544,22920,5735,859530,859756,867910,868363,868826,5192,55092,4680,4606,4511,919228,919750,955789,956655,957735
16065,16737,16939,13805,17105,849552,857288,857944,858399,858873,44884,45601,45204,45124,45030,908771,944565,945552,946495,947257
6465,6614,6762,11954,6904,838467,846428,846883,847343,847799,35445,35999,35701,35643,35574,898911,934955,935817,936891,937327
11038,11847,11945,2410,12037,836226,836471,836924,837397,837861,16914,16970,1192,1134,1047,855576,891857,892781,893549,893910
1608,2380,2483,10835,2583,826307,826549,827019,827474,827952,7299,7348,7047,6993,6934,881255,882116,883181,883631,883965
56346,56448,56534,1151,56640,816390,816646,817117,817570,818043,11452,11510,1039,987,931,871636,872541,873314,873686,874053
46854,46932,47463,47030,47628,806511,806771,807223,807700,808150,1834,1890,1478,1993,1938,863832,864228,864475,864889,865321
46461,46544,37851,37442,37919,796615,796868,797315,797794,798222,110274,110459,109464,109281,109006,854098,854552,854967,855430,855912
1206,1263,10850,912,10956,751122,751371,751845,752293,752708,111319,111534,111736,101800,101625,844175,844609,845044,845549,846013
26355,26419,1172,814,1220,741241,741476,741956,742386,742792,3645,3823,4410,4194,3991,735604,736038,736541,737010,737517
