Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1
428,465,468,511,287,326,377,438,402,509
1036,1253,1057,1265,1116,1327,974,1185,399,20391
1040,1234,976,1201,1105,1389,1017,1191,243,350
1032,1227,859,1097,1095,1288,950,1094,372,20465
971,1138,840,1000,1096,1299,847,1003,318,442
1070,1275,887,1047,1098,1305,897,1118,290,21233
1127,1316,1338,1510,1462,1643,1153,1478,967,1310
990,1190,1100,1310,895,1273,931,1109,1017,21121
980,1194,870,1041,951,1083,783,908,812,1185
1900,2104,1999,2184,1393,1776,1436,1635,751,21286
1872,2041,1880,2100,1274,1657,1333,1537,965,1280
603,717,628,736,611,705,519,634,1000,21481
606,1091,582,688,626,789,463,565,973,1302
465,531,303,423,481,567,485,585,912,21306
623,727,548,696,622,716,586,693,979,1353
543,652,549,630,531,633,460,551,1020,20903
440,533,460,559,372,452,490,578,481,679
738,846,506,608,492,595,560,667,506,20705
473,515,401,443,373,418,337,398,452,583
472,597,347,421,623,692,345,418,466,20633
397,453,341,409,367,430,335,398,444,607
399,473,242,352,417,492,370,444,439,20788
391,531,280,342,396,490,303,360,551,824
388,458,429,494,354,409,267,309,298,20492
477,623,284,354,567,642,402,467,338,466
625,758,396,490,511,635,433,491,470,20523
441,518,289,330,352,401,270,319,358,485
665,746,327,392,444,584,402,459,284,20519
406,471,367,429,397,462,356,422,394,469
395,469,451,559,411,533,354,432,520,20638
436,508,382,456,435,502,410,481,429,641
2946,3101,1937,2016,2396,2584,1368,1442,458,20640
393,451,318,389,392,445,279,338,444,653
390,449,353,507,489,560,384,441,441,20673
421,495,335,432,295,338,368,442,475,697
451,491,410,468,524,588,308,369,335,21459
413,468,345,460,499,547,345,397,1203,1524
454,506,345,417,360,424,237,288,237,20419
333,385,296,364,279,408,276,323,445,499
348,406,358,416,374,434,204,307,257,22631
448,496,468,525,409,470,283,340,2580,2665
1004,1228,948,1205,1308,1872,1481,1905,316,20396
1019,1216,2274,2469,1087,2210,1882,2160,261,329
990,1163,1181,1640,1082,1290,1181,1379,255,20379
892,1092,958,1172,1032,1249,973,1136,247,342
1094,1306,1110,1321,1167,1344,1380,1719,217,21585
1117,1463,1197,1388,1197,1842,1425,1726,1150,1504
756,877,574,740,738,904,611,752,1812,21214
579,672,589,841,1028,1140,946,1124,878,1213
466,516,472,545,485,566,291,407,773,21650
