Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
591,650,807,729,888,1221,1108,1056,994,1297,2403,2554,3006,2893,2781,2670,3115,3251,3616,3498,1270,1953,1895,1831,1779,1723,1660,1593,1412,1344,1907,1972,2207,2437,2334,2648,2535,2852,2753,2954,1103,1569,1355,1305,1258,1204,1156,1515,1461,1409,365,1306,1370,1234,1176,1086,1010,953,874,789,2951,3056,3211,3141,3289,3640,3551,3487,3423,3357,910,959,1006,1054,1222,1272,1319,1477,1366,1412,2623,2822,2958,3091,3223,4035,3854,3636,3498,3362,3384,4080,4013,3737,3663,3945,3879,3571,3485,3814
825,925,1098,1013,1184,1527,1442,1358,1272,1611,696,774,1137,1013,924,1641,1739,1831,1944,1531,39658,40358,40293,40240,40185,40128,40067,39973,39913,39852,10719,10793,10874,10963,11550,11777,11697,11953,11860,12056,39668,41111,41062,41006,40853,40561,40500,39873,39818,39758,502,42593,891,827,766,42446,42399,42348,42294,555,633,1107,844,780,710,1430,1356,1295,1234,1175,39119,40287,40366,40436,40505,40577,40644,41012,41492,41579,752,915,1785,1487,1419,1716,1637,1564,1144,1021,879,1860,1777,1503,1417,1694,1262,1169,1062,1604
35285,35361,35536,35480,35585,35867,35755,35700,36812,36888,881,967,1300,1216,1099,1616,1698,1446,1785,1526,31355,33797,33718,33640,33573,33494,33092,32765,31961,31677,1226,1293,1361,1507,2025,2164,2099,2320,2244,2411,32526,33243,33188,32028,31901,31966,31837,32811,32731,32643,32545,33511,33017,32964,32909,33229,33172,33838,32798,32587,1091,1386,1323,1257,1179,1836,1628,1563,1772,1702,31570,32784,32871,32939,33225,33319,33391,33005,33080,33145,813,916,1656,1432,1355,1581,1512,1165,1088,999,763,1452,1257,1888,1808,1740,1671,1599,1533,1358
28257,28362,28622,28506,28693,28767,28973,28892,27865,29022,2537,2641,2963,2899,2822,2723,3029,3114,3271,3194,3052,3327,3280,3234,3183,3541,3483,3433,3380,3127,11384,11504,11779,11919,12065,12351,12206,13798,13059,13165,2269,2510,2456,3039,2404,2345,2875,2778,2722,2658,26167,26375,26253,26762,26714,26665,26618,26565,26510,26455,970,1521,1425,1265,1123,2294,1919,1813,2181,2058,2143,2241,2311,2375,2437,2573,2655,2813,2949,2502,1890,1973,2397,2323,2255,2539,2472,2181,2113,2043,1496,3256,2533,2448,2357,3143,2071,1983,1771,3032
2286,2366,2477,2420,2534,2748,2703,2656,2600,2792,1556,1652,2021,1941,1843,1751,2090,2165,2360,2258,1429,2159,2103,1870,1721,2307,2260,2210,1826,1781,3188,3266,3332,3457,3390,3569,3514,3838,3623,3757,2879,3802,3687,3444,3347,3242,3158,3084,3021,2954,2689,3050,2992,3219,2934,3167,3113,2871,2815,2755,831,1192,1132,1067,949,1673,1471,1404,1607,1546,1446,1518,1584,1645,1717,2736,2797,1783,1846,2652,1276,1364,2091,2015,1715,1945,1877,1810,1489,1427,819,1467,1401,1343,1278,1621,1125,1061,971,1545
1569,1628,1745,1692,1797,2104,1994,1926,2052,2164,1710,2140,2493,2397,2310,2226,2579,2658,2814,2736,2554,3090,3028,2973,2916,2865,2814,2762,2709,2654,11688,11779,11870,12623,12511,12788,12709,12942,12865,13020,2365,2966,2915,2864,2812,2759,2704,2648,2563,2490,2304,3126,3017,2938,2859,2780,2701,2616,2532,2431,3699,4282,4069,3797,4425,5043,4928,4794,4679,4559,2160,2230,2288,2348,2403,2488,2554,2638,2729,2778,1194,1279,2098,2006,1692,1892,1618,1534,1443,1368,1427,1684,10567,10346,8519,7882,5475,5268,3501,2137
2266,2330,2425,2378,2471,2665,2619,2571,2526,2711,1527,1632,2130,2022,1805,1716,2230,2308,2473,2398,2859,3446,3386,3290,3181,3570,3512,3091,3025,2966,2966,3031,3098,3243,3165,3900,3304,4164,4078,4462,2742,3150,3059,3001,2944,2883,2818,3399,3321,3265,2512,2679,2608,3160,3109,3058,3005,2948,2880,2800,2114,2459,2376,2283,2551,3018,2941,2848,2763,2654,2680,2746,2797,2851,2907,3030,3082,3137,3206,2966,1227,1298,1871,1800,1727,2172,1653,1497,1429,1364,2500,3370,3301,3226,3129,3048,2967,2868,2697,2613
2234,2378,2504,2447,2556,19152,19092,19027,18904,19313,4208,4312,4621,4553,4480,4406,4685,4749,4880,4816,10366,11419,11362,11300,11245,11182,11129,11054,10485,10425,12594,12705,12811,12948,13054,13208,13352,14000,13642,13501,11575,13354,12960,12895,12834,12768,12583,12286,11826,11718,18767,19567,19496,19430,19364,19915,19854,19186,19114,19029,4656,5193,5071,4954,4831,5739,5626,5562,5494,5307,10646,10733,10790,10842,10897,10952,11557,11673,12100,12317,6622,6702,6775,7221,7166,7106,7043,6972,6910,6847,5560,6131,6074,6016,5961,5896,5831,5768,5706,5642
10296,10359,11399,11324,11819,10790,12163,12103,12042,11467,3523,3609,4283,4193,4092,5044,4566,4684,4861,4773,2362,4380,4314,3570,3300,3064,2858,2656,2991,2931,3976,4134,4281,4428,4552,4659,4762,4882,4831,4931,3748,4476,4411,4153,4070,4008,3933,4343,4282,4220,9530,12724,12655,12567,12150,10136,10074,11471,11287,10334,5032,5284,5225,5166,5108,5613,5528,5469,5412,5353,3899,3949,4003,4061,4126,4199,3700,3768,3831,4278,3823,3922,4139,4065,4006,4460,4403,4348,4289,4231,4995,5425,5359,5295,5233,5751,5666,5171,5097,5584
3424,3530,3655,3595,3844,3953,3898,3775,3714,4008,552,611,1001,753,700,939,1261,1344,1185,1079,2721,3258,3191,3129,3077,3023,2959,2905,2851,2783,10559,10617,10669,10770,10719,10860,11252,11417,11362,11467,1498,1732,1678,2128,1622,1566,1948,1896,1845,1792,3376,3810,3754,3698,3246,3637,3582,3173,3525,3467,853,1035,1104,978,912,1397,1343,1290,1228,1161,3434,3526,3599,3668,3768,3878,3957,4026,4085,4172,806,870,1381,1312,1244,1463,1182,1115,1052,937,1183,1848,1779,2402,2234,2147,2005,1927,1716,1646
