Client_0,Client_1,Client_2,Client_3,Client_4
468,518,727,792,851
499,567,626,684,742
590,644,698,759,814
528,576,630,688,749
553,612,667,722,784
572,633,690,753,817
458,509,634,700,741
537,608,667,733,801
884,970,1044,1153,1226
428,482,533,576,620
526,562,593,624,657
449,487,518,550,585
789,868,940,1012,1084
490,526,584,616,650
543,597,646,757,824
546,610,666,721,782
886,976,1055,1135,1213
526,570,606,674,716
535,594,646,740,801
552,597,668,722,788
594,663,708,824,888
593,657,719,834,898
1880,2139,2379,2619,2876
1347,1546,1735,2002,2267
1087,1653,1843,2020,2219
1847,2093,2333,2547,2771
2101,2271,2417,2521,2692
1301,1456,1597,1737,1947
1423,1611,1759,1864,1977
2288,2552,2748,3022,3270
1393,1612,1782,1942,2120
1283,1399,1496,1594,1702
1891,2129,2367,2616,2820
1667,1922,2756,2962,3169
1478,1657,1820,1971,2131
1472,1635,1798,1958,2125
1846,2076,2284,2496,2718
1312,1488,1653,1816,1986
857,1416,1553,1684,1835
1567,1705,1822,1933,2041
537,841,927,1004,1085
907,1012,1104,1198,1307
672,740,883,948,1003
1558,1671,1763,1853,1959
614,680,825,881,942
917,1026,1129,1232,1321
613,912,1002,1088,1145
664,731,876,940,995
1174,1276,1360,1443,1524
728,806,965,1044,1133
903,1197,1307,1416,1518
725,927,1024,1128,1224
840,943,1030,1130,1211
755,826,885,955,1073
938,1054,1160,1282,1406
706,813,1059,1155,1270
1267,1372,1462,1553,1637
707,861,921,976,1060
1293,1441,1576,1711,1843
838,951,1058,1164,1292
1294,1407,1504,1599,1692
870,963,1054,1138,1252
1249,1370,1475,1581,1682
670,737,900,973,1050
919,1037,1143,1387,1499
772,872,966,1138,1336
849,966,1074,1313,1427
662,727,802,875,955
452,565,606,645,688
564,638,703,767,838
506,547,610,643,681
1183,1334,1610,1723,1937
1508,1745,1939,2177,2373
1613,1789,1959,2107,2301
784,1459,1609,1748,1903
1150,1281,1581,1765,1932
1522,1720,1886,2388,2575
1150,1264,1522,1701,1944
1338,1488,1625,1783,1938
1832,2008,2164,2325,2488
1945,2148,2320,2488,2667
915,1071,1371,1490,1614
1245,1398,1536,1879,2028
1993,2177,2331,2490,2639
1033,1138,1227,1312,1409
1332,1493,1640,1778,1963
1840,1997,2137,2266,2392
1391,1594,1766,1922,2101
