Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
1225,2043,1962,1291,2112,2181,2248,2318,2385,2453,787,870,955,1197,1264,1334,1394,1764,1848,1918
769,954,902,842,1009,1061,1175,1230,1290,1358,743,800,852,911,979,1209,1276,1330,1388,1452
1761,2021,2496,1900,2659,2802,2924,3038,3156,3304,2916,3051,3172,3322,3518,3673,3828,4021,4171,4352
1850,2883,2254,2061,3080,3266,3450,3846,4055,4212,4133,4315,4517,4702,4863,5021,5211,5402,5585,5752
3196,3764,3585,3401,3939,4120,4299,4477,4649,4833,3228,3422,3605,3787,3969,4142,4320,4498,4681,4893
1211,3363,3165,2908,3566,3726,3930,4155,4390,4642,2375,2593,2796,3018,3225,4136,4337,4598,4781,5015
1837,3100,2285,2084,3320,3518,3727,3921,4130,4377,2869,3096,3303,3563,3759,3966,4186,4410,4601,4860
1693,2304,2124,1931,2911,3109,3280,3461,3690,3889,2679,2872,3050,3252,3809,4015,4170,4322,4636,4467
1041,1597,1478,1153,1694,1781,1876,1954,2039,2132,1275,1375,1504,1605,1690,1958,2056,2151,2235,2328
980,1224,1156,1074,1291,1358,1431,1593,2158,2228,975,1063,1136,1204,1274,1505,1575,1842,1919,1989
521,844,804,761,883,923,965,1043,1108,1173,685,1166,1254,1326,1398,1469,1540,1610,1677,1748
909,1120,1054,990,1217,1292,1574,1655,1729,1817,672,750,811,1043,1133,1200,1271,1339,1409,1495
892,1111,1042,961,1177,1242,1310,1369,1430,1510,729,805,1275,1348,1414,1483,1555,1625,1696,1781
1042,1260,1187,1116,1331,1400,1469,1540,1617,1695,951,1036,1109,1182,1254,1327,1594,1668,1740,1815
1156,1405,1583,1505,1662,1734,1808,1894,1968,2040,2216,2314,2393,2469,2540,2632,2707,2782,2853,2923
852,985,943,900,1026,1106,1150,1190,1230,1280,531,796,839,882,935,989,1051,1116,1182,1254
756,1136,1083,1023,1178,1218,1257,1299,1338,1387,815,871,912,951,1001,1054,1118,1180,1236,1319
938,1086,1035,991,1132,1180,1229,1284,1329,1376,884,961,1028,1096,1161,1228,1295,1573,1429,1496
624,1151,1076,997,1233,1321,1401,1491,1569,1671,1222,1323,1406,1485,1565,1637,1725,1955,1862,2034
919,1394,1306,1224,1477,1549,1620,1693,1790,1875,1771,1859,1940,2018,2096,2168,2241,2314,2397,2469
884,1043,993,946,1090,1136,1184,1255,1316,1359,1010,1082,1142,1188,1233,1289,1370,1648,1507,1572
1805,2173,2057,1940,2284,2396,2539,2730,2936,3123,1687,2548,2670,2827,2974,3120,3265,3482,3665,3873
2085,2623,2460,2259,2837,3037,3272,3470,3673,3813,1947,2146,2358,2552,2754,2949,3143,3368,3562,3800
4501,5126,4940,4741,5315,5792,5993,6324,7237,7621,4603,4844,5214,5565,5805,6089,6347,6540,6732,6910
5298,6969,6521,5953,8361,8778,9782,10233,10643,11034,3928,4267,4510,4746,4980,5269,5549,5923,6191,6433
3993,4645,4431,4214,4869,5081,5277,5488,5704,5926,1800,1974,2122,2480,2613,2746,2883,3690,3788,3005
