Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
768,843,939,993,1231,1287,1341,1382,1414,1453
630,693,761,820,879,1072,1132,1307,1372,1430
496,546,589,639,672,862,894,943,978,1038
603,670,734,797,857,919,979,1130,1262,1192
595,660,708,754,799,1010,1073,1127,1171,1235
417,457,490,522,683,715,747,778,808,847
603,664,723,778,832,883,939,995,1049,1116
608,663,709,753,803,842,1001,1054,1120,1177
527,565,749,801,841,892,927,980,1031,1090
1248,1350,1416,1488,1559,1630,1693,1760,1842,1919
536,597,946,998,1061,1123,1185,1246,1307,1382
560,827,879,943,1005,1067,1128,1190,1251,1325
525,581,631,694,756,818,879,1047,1182,1110
563,635,699,760,1088,1155,1218,1280,1343,1420
845,930,994,1067,1147,1213,1275,1335,1400,1471
1255,1340,1409,1485,1557,1628,1702,1773,1844,1915
558,605,644,869,908,946,984,1023,1061,1108
533,578,803,843,882,920,959,997,1034,1080
848,911,955,1005,1059,1120,1172,1227,1266,1305
658,735,805,874,943,1010,1077,1253,1401,1323
812,889,959,1027,1090,1423,1495,1563,1626,1690
486,532,796,837,878,923,988,1044,1099,1167
3192,3420,3583,3737,3888,4037,4188,4337,4497,4677
2793,2979,3733,3942,4120,4279,4438,4602,4759,4950
1408,1598,1736,1884,2729,2933,3130,3329,3513,3785
1905,2093,2260,2418,2575,2732,2887,3337,3691,3501
1852,2012,2193,2355,2534,2685,2860,3019,3212,3435
916,1026,1537,1619,1701,1803,1901,2041,2175,2327
876,955,1024,1091,1158,1595,1673,1741,1812,1880
517,959,1019,1069,1128,1186,1244,1301,1359,1428
725,786,837,888,939,989,1040,1090,1139,1200
1192,1260,1316,1371,1424,1477,1530,1583,1636,1688
553,606,906,951,990,1033,1075,1117,1162,1203
562,608,850,888,925,961,1000,1072,1134,1197
691,741,794,852,902,960,1016,1197,1125,1261
661,728,785,832,869,906,942,1094,1016,1053
1062,1108,1145,1181,1217,1253,1288,1323,1357,1401
1219,1290,1360,1423,1483,1541,1599,1657,1712,1784
539,582,794,832,869,905,942,977,1012,1055
1330,1421,1501,1582,1665,1751,1831,1909,1985,2062
464,509,743,783,818,852,888,931,979,1023
1157,2189,2404,2563,2755,2909,3100,3294,3445,3686
3672,3936,4179,4422,4661,4903,5130,5364,5589,5815
