Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
705,800,976,900,1046,576,620,833,876,921
508,668,791,726,849,447,500,20547,20592,20756
571,679,747,810,907,360,505,547,584,668
770,862,921,976,1082,1314,1456,21662,21797,21977
554,612,660,704,753,1339,2017,2192,2346,2500
823,918,1088,1018,1138,668,740,20913,20970,21028
712,820,913,994,1081,687,757,1000,1043,1085
585,651,699,749,797,594,655,20810,20843,20907
462,664,719,816,886,552,590,754,784,831
767,839,902,963,1032,481,529,21300,21351,21401
485,619,672,721,783,1097,1162,1374,1419,1460
427,510,567,619,672,548,730,20720,20753,20890
494,556,610,655,702,546,652,693,727,809
630,680,725,770,818,539,592,20632,20685,20733
519,557,623,670,714,430,500,707,749,794
1109,1185,1243,1301,1361,407,487,20477,20650,20683
542,624,681,748,813,450,483,514,606,633
1005,1071,1129,1185,1242,539,604,20684,20732,20985
1121,1185,1239,1291,1342,537,740,796,845,953
635,675,711,750,785,594,632,21656,21712,21768
1623,2027,2462,2233,2680,1440,1505,1738,1787,1838
1825,2058,2284,2472,2701,672,733,21204,21260,21315
2051,2289,2477,2693,2881,976,1047,1280,1329,1371
1391,1583,1797,1972,2141,1442,1506,20964,21022,21079
1277,1440,1606,1758,1905,438,749,993,1038,1082
2308,2557,2756,2975,3194,1623,1846,21801,22354,22542
2618,2767,2897,3042,3154,1380,1759,1964,2514,2694
852,968,1070,1175,1287,1853,2122,22313,22495,22681
1212,1330,1438,1564,1677,1766,1956,2701,2842,2983
918,1022,1113,1205,1310,1206,1542,22699,22916,23091
1300,1420,1516,1603,1684,2229,2368,3138,3297,3431
1195,1307,1405,1495,1587,3507,3947,21422,21533,21609
974,1070,1156,1253,1342,1016,1133,1496,1547,1595
1792,1941,2066,2197,2316,2052,2181,21406,21510,21606
858,963,1057,1157,1247,981,1077,1494,1585,1675
1930,2623,2750,2853,2952,1490,1585,21214,21328,21425
1152,1285,1415,1534,1657,1379,1464,1570,1650,1724
1195,1308,1407,1652,1844,856,1156,21937,22071,22172
582,915,1052,1167,1246,1563,1707,2171,2267,2358
663,966,1048,1143,1251,944,1052,21990,22176,22264
933,1059,1148,1223,1308,1532,1697,1928,2194,2272
794,862,925,989,1077,961,1093,24451,24607,24753
566,623,756,806,874,1828,1997,2603,3399,3578
455,770,843,912,989,804,908,21034,21358,21452
1115,1204,1276,1349,1438,676,784,1124,1400,1479
632,723,974,892,1048,885,982,20941,21019,21097
619,686,830,894,981,678,765,1068,1139,1184
452,786,875,965,1060,646,730,20867,20935,21002
534,624,706,791,886,604,681,958,1016,1072
681,781,869,961,1064,936,1029,20950,21011,21089
807,887,968,1047,1139,643,729,1031,1102,1173
542,662,791,713,858,613,695,20774,20823,20872
494,817,892,965,1052,599,816,865,906,946
470,519,630,672,719,593,673,21192,21284,21353
710,800,880,960,1050,886,982,1312,1521,1590
697,780,846,913,982,492,549,20775,20838,20896
611,660,705,784,830,1001,1069,1131,1190,1245
608,680,744,900,971,472,519,20743,20783,20930
575,622,664,743,789,553,601,759,794,874
598,658,726,785,843,579,655,20831,20890,20948
408,687,761,836,923,585,653,895,948,1000
608,678,738,886,947,467,515,21229,21295,21361
586,635,676,755,802,977,1063,1339,1411,1474
684,770,847,922,1005,531,605,20589,20755,20792
1199,1284,1758,1830,1891,408,458,631,742,869
633,711,780,856,927,523,605,21061,21112,21167
663,746,942,1016,1097,832,900,1126,1175,1220
1606,1700,1785,1869,1965,496,544,20796,20949,20990
536,586,742,694,783,549,628,793,915,950
641,717,897,978,1060,1262,1348,20841,20914,21203
659,740,812,884,962,645,881,957,1024,1172
645,728,805,879,960,565,652,21011,21077,21145
951,1106,1241,1347,1461,757,836,1107,1166,1345
679,758,843,916,1003,685,776,21069,21133,21196
800,895,984,1067,1158,744,841,1123,1197,1263
785,879,973,1058,1143,675,766,20880,20953,21026
622,678,727,798,873,370,698,1002,1064,1125
2060,2225,2380,2520,2676,1135,1239,21089,21174,21254
1551,2124,2349,2547,2738,828,1195,1273,1335,1394
1673,1866,2100,2285,2490,516,583,20910,20998,21097
1269,1392,1841,1675,1957,690,1069,1152,1228,1293
1500,1719,1878,2033,2204,772,875,24974,25318,25630
1610,1844,2036,2205,2389,3267,3465,3691,3848,4043
1132,1871,2036,2226,2469,2614,2950,22064,22232,22392
816,1395,1549,1732,1908,1118,1696,2393,2538,2685
2111,2447,2621,2785,2957,987,1324,21820,21988,22144
2985,3225,3436,3642,3848,2753,3071,3327,3467,3600
1607,1794,2009,2217,2425,2016,2355,21987,22159,22341
1545,1748,1928,2134,2343,1456,1641,2335,2494,2645
2067,2359,2901,2630,3370,937,1295,22824,22965,23109
2001,2238,2431,2625,2843,2300,2479,3107,3239,3370
1017,1158,1499,1585,1686,3258,3472,22058,22271,22486
680,750,942,1019,1085,1434,1639,2472,2626,2775
569,644,790,848,927,1020,1562,23544,23762,23943
591,658,709,760,816,4426,4615,4776,4911,5044
982,1079,1160,1220,1284,2074,2316,21402,21539,21674
532,592,645,701,811,727,1098,1680,1796,1913
540,605,661,757,806,1061,1168,20792,20854,20919
603,651,690,728,774,536,605,864,914,967
780,884,1077,982,1173,476,543,20635,20690,20848
635,710,777,844,918,425,483,660,709,816
869,982,1189,1087,1292,455,516,20680,20742,20954
565,635,695,809,865,443,495,729,778,914
1372,1499,1612,1718,1840,408,457,20850,20925,20993
2295,2608,3184,2894,3530,1117,1197,1271,1337,1399
1067,1728,2083,2273,2477,298,549,21137,21199,21259
1310,1505,1646,1790,1941,905,980,1230,1284,1336
2163,2431,2987,2722,3252,896,1355,21366,21738,21843
2608,2874,3303,3073,3519,975,1106,1500,1815,1906
1025,1833,1965,2113,2323,2721,2920,21863,22045,22193
1033,1443,1586,1725,1917,1319,1499,2199,2356,2507
1155,1786,2127,2297,2476,1155,1323,23269,23443,24020
1399,1557,1698,1837,1985,2767,2939,3515,3685,4082
1171,1308,1427,1547,1667,2429,2638,22138,22331,22494
2211,2389,2557,2724,2888,1125,1776,2487,2678,2846
698,1156,1281,1401,1538,1356,1525,21994,22168,22339
993,1122,1231,1352,1464,1470,1683,2371,2512,2657
2621,2817,3020,3219,3395,1361,1510,21465,21582,21698
1014,1128,1229,1327,1437,1057,1175,1654,1749,1852
1267,1419,1565,1675,1788,2629,2792,21586,21718,21866
1551,3256,3434,3614,3753,1115,1287,1873,1997,2121
820,906,1181,1095,1253,945,1073,21427,21559,21677
1764,1891,2012,2129,2258,998,1158,1673,1781,1900
1010,1117,1224,1359,1511,955,1080,21372,21484,21585
884,970,1160,1234,1325,1846,1962,2073,2175,2267
1379,1522,1642,1749,1866,1361,1506,20968,21220,21337
591,657,851,928,1011,672,755,1014,1322,1430
