Client_0,Client_0
1077,1062
1292,1114
1245,1115
1199,502
530,816
696,1138
999,637
627,1337
1262,410
373,675
614,904
851,560
550,727
687,1135
1070,1307
1132,1293
1189,1486
1105,1275
1201,1152
1080,1208
1023,1155
1267,1163
1094,1192
1228,1197
1214,1224
1238,1207
1151,1140
1138,1175
1117,1149
1127,1138
1024,1111
1068,1294
1329,1062
896,1045
996,1152
1001,1205
999,1151
904,1185
1100,1174
1063,1178
1057,1053
967,1113
1019,891
974,909
1037,944
1071,956
1059,1043
1084,1059
1069,971
975,817
759,1213
1096,1224
1074,1143
1025,1058
1061,1213
1277,1062
1156,1157
1239,1225
1337,1260
1372,990
1053,1136
997,1129
1055,1214
1035,518
491,744
746,1325
1325,1291
1320,919
958,1168
1210,1220
1309,1089
1173,1292
1442,1410
1310,1120
1157,373
385,574
568,1376
1227,1140
1077,1193
1209,1214
1218,1186
1167,1226
1195,1078
1169,1246
1180,1156
1119,1168
1148,1101
1230,1250
1097,1006
1083,1123
1174,1222
1113,1243
1167,1137
1119,1048
952,1000
973,1149
1160,1163
1269,1109
1382,1220
1374,860
935,1255
1091,1073
1408,1325
1292,1135
1356,1500
1342,1378
1251,1150
1092,1299
1287,1071
1379,1148
1351,1242
1204,1408
1354,1252
1335,826
824,1001
1068,1406
1217,1057
921,1287
1327,1243
1283,1394
1284,1242
1284,1407
1249,1127
1207,1292
1311,1301
1335,1339
1342,1058
984,1335
1338,1390
1394,1411
1415,1374
1360,1462
1449,1416
1419,1326
1328,1364
1367,1368
1371,1186
1281,1249
1119,1196
1303,521
643,1094
1352,1253
1207,1380
1253,1167
1059,1039
1274,1127
1403,1045
1164,1281
1344,1219
1215,1189
1191,1160
1138,1184
1187,1217
1216,1100
1126,1151
1153,1060
1165,1024
1154,1126
1202,1036
1146,1183
1386,1089
1252,1363
1326,1255
1290,1171
1038,1174
926,1026
1213,1147
909,1190
1137,1176
1139,1200
1180,1351
1190,1215
1080,858
831,1157
1070,1278
1177,1244
1129,1033
1015,1168
1069,864
843,1163
1017,1083
1045,1195
1130,1078
1122,1230
1069,1103
1124,1300
1081,1363
1207,1262
1065,1141
950,1108
1012,1168
1070,1150
1075,1190
1085,1809
1795,925
776,1282
1418,1265
1363,1303
1232,899
928,1548
1252,1357
1398,985
974,1263
1054,1070
1057,1135
989,870
699,1168
1041,1096
957,1108
978,1038
1159,930
989,960
1019,1036
1040,1070
993,1250
1035,566
460,1369
1243,1222
1344,1284
1368,1233
1275,1239
1250,1466
1299,1401
1255,1112
980,1354
1198,1420
1254,1276
1299,1242
1247,1328
1182,1224
1243,1207
1247,1247
1336,1271
1275,1160
1204,1273
1307,1288
1277,1315
1404,1308
1411,1383
1215,1481
1135,636
655,1041
1325,1018
1301,1227
1295,1065
1333,1146
1337,1096
1247,1180
1061,1154
1243,1034
1155,1080
1218,1510
1340,1341
1297,1004
924,1332
1137,1277
1158,1239
1067,1207
1097,1321
1217,1238
1162,1194
1094,1316
1227,1155
1188,1154
1134,1216
1091,1198
1106,1174
1031,1352
1175,1417
1291,1236
1408,1273
1174,1233
1174,1136
1200,1263
1166,1131
1205,1254
1153,1249
1042,1280
1187,1259
1092,1247
1083,1152
1070,1258
1210,1184
1049,1307
1166,1302
1177,1131
1209,1281
1163,1085
1195,989
1052,894
851,1183
910,495
560,1256
1394,1189
1307,1311
1381,920
1014,1152
1303,1021
988,1141
1336,1285
1248,1223
1304,1225
1304,1065
936,855
932,1265
1284,1370
1316,1389
1377,1302
1404,1394
1314,1247
1355,1226
1293,1299
1220,1311
1407,1320
1240,1245
