Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
1483,1687,1873,2042,2236,1527,1774,2012,2480,2252
1885,2119,2253,2380,2514,1790,2026,2249,2808,2466
2786,3226,3367,3503,3634,1011,1249,1336,1506,1418
1092,1235,1388,1530,1671,1213,1689,1856,2177,1993
1423,1564,1971,2117,2272,1634,1855,2335,2719,2512
1440,1632,1769,1886,2011,1601,1727,1999,2218,2103
1261,1452,1895,2046,2254,1299,1444,1595,1840,1735
1521,1682,1849,1988,2126,800,900,1060,1143,1227
624,687,789,840,900,775,887,982,1163,1259
902,997,1089,1174,1268,1345,1497,1641,1928,1788
1006,1158,1669,1412,1823,678,754,849,1020,930
574,652,807,883,973,830,951,1249,1473,1357
820,1226,1344,1452,1571,566,650,848,1000,918
603,866,947,1019,1100,1262,1954,2188,2598,2383
1397,2086,2300,2511,2731,1308,1945,2143,2546,2334
1094,1730,1951,2132,2331,1380,2129,2340,2753,2533
1737,1964,2171,2369,2586,1998,2205,2412,2817,2601
1444,1684,2199,2385,2605,1820,2009,2183,2534,2357
1522,1723,1909,2093,2301,1890,2097,2295,2623,2490
1509,1701,1888,2066,2264,1582,1755,1878,2143,2009
1841,2028,2236,2420,2644,1554,1717,1919,2255,2090
1322,1443,1549,1666,1769,1466,1619,1765,2078,1911
1238,1357,1461,1579,1682,1275,1431,1753,2073,1945
1356,1649,1759,1863,1981,1521,1646,1757,1977,1872
1129,1421,1649,1531,1753,1650,1788,1995,2293,2145
1442,1573,1702,1814,1931,1553,1698,1807,2137,1970
1236,1543,1650,1750,1866,1217,1558,1715,2119,1933
1500,1619,1729,1858,1964,1746,1977,2167,2475,2329
1581,1701,1816,1927,2029,1779,2030,2233,2629,2399
1637,1842,2046,2255,2484,1988,2202,2377,2771,2551
1432,1553,1780,1658,1906,1539,1658,1782,1995,1884
1723,1956,2145,2312,2483,1528,1646,1764,1970,1867
1724,1942,2134,2354,2544,1648,1817,2061,2433,2247
1717,1940,2138,2297,2508,1355,1507,1683,2041,1876
1997,2206,2365,2544,2721,1591,1724,1847,2110,1977
1744,1984,2195,2397,2593,1337,1479,1611,1831,1722
2046,2239,2439,2612,2848,1382,1507,1622,2002,1820
1577,1697,1822,1925,2041,1509,1898,2065,2387,2256
1408,1559,1670,1850,2062,1772,1992,2193,2556,2368
1486,1663,1848,2062,2252,1418,1654,1840,2248,2039
1828,1989,2097,2213,2314,1480,1708,1861,2151,2001
1441,1654,2043,2158,2274,2040,2265,2480,2890,2684
1571,1707,1819,1954,2071,1868,2105,2314,2714,2512
1818,1949,2065,2214,2362,1626,1788,1930,2294,2104
1430,2058,2223,2365,2493,765,859,1137,1380,1275
1009,1110,1252,1332,1413,829,902,965,1081,1022
590,672,774,843,912,2256,2449,2664,3033,2840
1510,1683,1800,1910,2036,1541,1676,1903,2291,2109
1829,2055,2685,2874,3067,1404,1818,1939,2176,2051
1435,1633,2024,1823,2192,1203,1567,1674,1899,1792
1196,1349,1544,1730,1911,1360,1490,1604,1856,1733
1514,1745,2605,2200,2848,940,1220,1301,1470,1392
1128,1273,1392,1537,1727,1013,1411,1550,1882,1677
1260,1407,1590,1763,1974,1189,1721,1905,2203,2067
1463,2007,2170,2295,2407,1713,1891,2060,2384,2221
1773,1938,2053,2160,2263,1604,1722,1886,2208,2036
1389,1508,1724,1611,1823,1446,1570,1678,1897,1798
1412,1605,1769,1977,2140,1845,2096,2302,2741,2517
1749,1933,2065,2229,2427,1409,1537,1665,1879,1772
2134,2334,2505,2666,2863,1291,1410,1528,1726,1628
1925,2100,2263,2436,2611,1539,1703,1855,2174,1999
1984,2222,2405,2557,2733,1253,1373,1491,1688,1592
1894,2074,2227,2371,2549,1495,1613,1735,1940,1839
1724,1955,2138,2308,2465,1403,1550,1665,1895,1789
2122,2315,2482,2642,2836,1314,1434,1552,1749,1651
1959,2156,2306,2453,2633,1748,1921,2053,2277,2174
1784,2004,2198,2389,2560,1373,1493,1612,1885,1739
2012,2191,2351,2524,2735,1705,1868,2013,2308,2147
1399,1571,1748,1935,2157,2015,2222,2550,2831,2704
1149,1808,2207,2470,2620,598,674,729,896,829
692,727,793,842,883,766,850,1043,1142,1240
887,953,1022,1082,1138,1819,1990,2160,2383,2275
1543,1705,1840,1994,2197,1475,1729,1863,2100,1975
1729,1939,2136,2323,2507,1487,1657,1844,2184,2026
1614,1735,1845,1967,2066,1429,1585,1691,1906,1806
1921,2043,2149,2250,2365,1205,1573,1680,1893,1780
1288,1587,1698,1806,1922,1562,1712,1855,2054,1957
