Client_0,Client_1,Client_0,Client_1
500,566,588,653
520,584,565,634
992,1172,994,1167
911,1002,887,1045
1143,1252,1099,1297
1210,1360,1104,1298
679,761,650,740
1160,1397,1287,1491
1050,1284,1215,1374
1159,1444,1419,1735
1068,1282,1062,1289
806,955,621,758
730,821,578,648
907,1085,914,1022
1397,1585,1167,1306
1310,1573,1407,1553
1097,1301,1119,1248
1045,1223,1098,1229
1100,1241,1138,1269
1123,1292,1357,1567
981,1105,962,1136
1375,1569,1366,1616
1436,1653,1213,1390
1337,1489,1172,1423
1282,1444,1184,1343
1306,1486,1122,1261
1236,1423,1055,1209
1170,1426,1206,1389
1100,1326,1073,1205
1061,1220,1301,1482
1369,1608,1525,1748
1368,1522,1346,1603
1237,1484,1211,1351
1199,1432,1241,1370
1220,1460,1232,1365
1307,1505,1215,1372
1228,1365,1210,1399
797,896,736,818
962,1073,1029,1233
1019,1138,1014,1216
899,1042,1117,1294
1016,1165,1228,1391
1172,1390,1412,1619
1067,1274,1274,1471
1027,1220,1271,1484
985,1114,1244,1426
1365,1577,1132,1326
662,756,518,587
1312,1556,1014,1152
1470,1670,1102,1274
1434,1662,1169,1355
1221,1436,1062,1209
1215,1428,1584,1791
555,640,513,593
514,597,471,550
1245,1396,1149,1346
1176,1324,1312,1492
1021,1548,1203,1436
1297,1484,1148,1290
1153,1310,1165,1305
1081,1215,1269,1459
1147,1280,1096,1310
1048,1206,1151,1335
1005,1149,1120,1256
962,1107,1149,1311
989,1133,1162,1316
1131,1418,1307,1485
1206,1449,1052,1268
1368,1585,1232,1432
1602,1819,1480,1724
1119,1256,1268,1401
1127,1340,1187,1314
1342,1556,1330,1566
1108,1317,1242,1434
1154,1368,1338,1525
1315,1537,1237,1467
1281,1498,1231,1481
1157,1370,1220,1432
829,967,743,895
1253,1441,1087,1293
1391,1644,1446,1697
1093,1320,1207,1459
1297,1543,1146,1409
1346,1572,1176,1421
1405,1568,1277,1426
1262,1467,1457,1657
1254,1476,1332,1512
1192,1451,1342,1528
1259,1475,1537,1702
1603,1830,1362,1540
1443,1637,1217,1358
1260,1452,1084,1218
1201,1400,982,1137
1252,1441,1105,1240
938,1086,860,952
1233,1424,1113,1248
1225,1416,1093,1228
1213,1399,1086,1224
1230,1460,1089,1299
1263,1443,1029,1169
1151,1382,1144,1316
1300,1561,1359,1537
1006,1190,1364,1638
1129,1359,1423,1664
605,695,691,794
1120,1264,1270,1472
1339,1578,1088,1330
1327,1582,1426,1665
1328,1538,1066,1294
1377,1579,1110,1320
1253,1475,1276,1466
1491,1736,1190,1410
1342,1594,1411,1640
1263,1428,1013,1205
1225,1371,1136,1354
1172,1301,1122,1337
861,999,958,1118
863,1012,942,1103
1258,1421,1158,1378
1184,1330,1275,1413
1000,1133,1272,1430
1094,1225,1187,1375
1180,1357,1294,1439
1075,1321,1165,1401
1147,1409,1266,1510
1451,1885,1294,1524
1114,1268,1331,1553
1243,1463,984,1184
1008,1198,1168,1317
545,599,578,625
683,802,741,844
1394,1619,1213,1400
1392,1622,1220,1399
984,1206,1053,1305
1302,1548,1281,1491
1261,1539,1246,1597
1278,1481,1111,1245
1144,1312,1050,1208
1087,1256,1206,1392
1116,1332,1003,1208
1136,1429,1016,1397
835,927,730,828
1142,1311,1368,1521
972,1137,1105,1267
1104,1239,1177,1335
1189,1335,1070,1212
1278,1423,1152,1290
1387,1538,1464,1606
1104,1261,1214,1359
1305,1447,1184,1422
1092,1225,1103,1233
1006,1140,994,1125
1261,1482,1055,1203
490,741,439,547
1509,1670,1061,1482
1198,1343,1087,1223
1064,1483,1098,1230
1198,1341,1124,1316
1381,1571,1172,1471
1271,1412,1190,1344
1187,1328,1107,1252
1279,1477,1014,1146
1285,1450,1167,1308
1200,1342,1001,1137
1190,1319,1099,1234
1217,1346,1141,1277
1191,1343,1095,1233
1151,1282,1126,1349
1175,1328,1156,1379
1395,1609,1151,1325
1315,1515,1148,1355
1327,1534,1147,1343
1323,1527,1150,1341
1324,1522,1133,1320
1223,1483,1137,1265
1036,1180,992,1117
1308,1469,1203,1341
1261,1542,1410,1731
1086,1282,1280,1477
1156,1330,1281,1454
1083,1235,1239,1387
1375,1608,1195,1457
1049,1228,1188,1369
1179,1405,1339,1556
1490,1701,1405,1636
1405,1582,1482,1700
1501,1683,1367,1559
1158,1360,1276,1418
1665,1906,1514,1711
1317,1461,1254,1514
1475,1653,1238,1386
1157,1362,970,1100
1128,1292,1206,1371
1297,1448,1237,1487
1234,1459,1441,1670
1224,1369,1207,1425
1313,1454,1206,1473
1423,1567,1383,1656
1429,1573,1371,1631
1277,1470,1398,1612
1545,1741,1413,1664
1184,1310,1078,1222
1289,1419,1183,1421
1210,1418,1197,1428
1245,1459,1227,1459
