Client_0,Client_1
575,690
333,402
517,594
495,539
385,425
1447,1792
1125,1353
1313,1547
724,820
1127,1276
1182,1309
535,586
516,585
576,652
622,701
569,627
544,619
545,613
506,557
1460,1633
1529,1728
1101,1301
1111,1276
677,772
403,514
535,597
495,552
472,529
499,552
540,603
503,560
446,562
1406,1579
1031,1193
1152,1351
1436,1639
1138,1280
642,756
495,553
481,544
450,495
601,673
522,580
381,441
521,572
496,542
653,743
801,904
817,923
635,722
517,618
522,605
743,835
387,458
397,453
359,408
357,405
349,403
349,390
446,506
434,492
509,559
539,589
531,581
450,495
544,593
398,460
487,552
497,562
503,569
1285,1494
1061,1263
1524,1775
863,973
330,378
1115,1256
1380,1572
1195,1386
522,579
486,588
393,452
464,506
477,532
427,479
357,400
405,455
521,597
395,456
418,481
497,561
418,468
646,746
664,757
611,694
588,662
588,656
651,731
542,624
602,679
619,693
588,665
630,717
623,704
632,711
479,563
541,625
623,705
632,714
593,666
572,649
624,718
492,545
443,513
543,625
609,670
591,660
659,735
613,684
682,766
675,759
673,757
671,755
673,756
613,683
727,866
1408,1571
643,727
579,648
603,678
571,640
591,670
578,647
576,650
567,636
574,645
1114,1188
583,652
615,685
521,591
646,720
605,679
589,651
548,625
527,582
606,666
587,662
366,432
377,437
376,430
403,472
413,466
373,427
1070,1273
1046,1181
1569,1781
1353,1558
1281,1487
3121,3468
676,775
432,500
434,477
510,604
546,605
472,527
372,432
382,441
470,514
396,460
645,719
608,686
569,633
576,658
643,713
562,627
593,674
466,517
1363,1572
1090,1238
1844,2072
1038,1173
1554,1717
1084,1273
1075,1199
573,629
524,603
485,559
485,538
474,545
543,616
437,500
482,546
640,717
653,735
613,689
587,678
580,725
590,678
502,583
814,895
443,537
440,509
543,602
538,618
633,700
591,660
445,496
505,585
450,494
458,510
1442,1606
993,1126
1326,1549
980,1163
1408,1583
843,944
816,959
992,1125
840,940
749,887
1101,1351
545,613
541,608
457,499
522,567
443,507
386,433
566,645
606,680
462,609
460,536
618,694
797,875
548,615
553,638
525,591
497,561
499,565
562,630
552,627
481,560
458,533
500,585
672,769
458,523
468,547
502,566
652,754
522,577
579,661
699,785
700,783
634,712
1131,1329
1673,1994
1114,1311
1194,1440
764,854
818,984
932,1104
771,865
1065,1259
1007,1242
794,941
1051,1286
929,1128
779,875
879,1041
938,1174
917,1088
728,817
524,611
544,624
659,742
677,763
563,731
685,765
728,819
714,796
941,1066
1404,1620
991,1155
1387,1581
988,1172
1448,1643
559,633
547,643
665,781
565,664
838,941
788,884
842,953
816,924
649,745
733,850
839,957
581,648
510,557
514,566
475,536
384,437
387,427
317,357
503,547
1151,1354
1593,1803
1079,1281
1485,1701
886,1017
720,810
972,1104
884,1003
776,887
896,1066
698,826
680,804
557,655
624,725
903,1028
835,948
814,919
692,763
619,714
620,691
450,509
433,493
480,546
452,496
401,465
385,431
516,603
645,716
562,648
512,574
646,714
569,641
568,664
544,640
596,679
599,681
512,586
594,679
536,633
551,650
487,561
498,577
502,581
492,566
500,572
498,573
502,574
498,578
399,468
435,517
561,649
556,642
532,611
636,742
515,563
700,807
902,1032
763,884
671,794
660,766
647,747
644,745
675,755
569,659
673,763
463,524
522,615
444,500
480,539
400,482
441,499
369,425
460,542
448,521
1578,1786
1074,1252
1635,1822
1149,1357
1390,1564
767,915
913,1067
738,836
783,881
790,920
639,742
440,508
463,534
419,479
494,545
495,545
459,520
529,605
545,638
596,685
475,553
593,684
545,623
525,614
567,646
616,714
516,611
551,633
548,624
481,579
744,891
694,825
605,725
714,861
614,743
660,780
669,788
729,883
716,807
656,736
537,696
675,756
548,618
580,652
486,575
508,582
590,654
596,659
555,618
539,615
553,629
516,607
537,612
546,609
455,531
620,684
1296,1488
1023,1152
1348,1522
631,714
573,683
983,1162
728,819
753,838
610,686
625,710
614,692
578,645
484,629
588,652
634,712
550,626
484,623
584,663
509,572
521,585
540,604
540,604
539,603
675,740
774,1031
544,608
641,708
553,635
584,645
432,511
535,608
489,564
443,525
489,556
539,619
557,624
481,568
491,561
488,576
469,549
525,605
557,663
517,594
424,494
519,584
447,500
482,531
594,650
527,600
548,611
492,565
540,614
491,552
1645,1898
1072,1205
1212,1739
1073,1214
1680,2187
664,747
703,790
861,987
812,942
619,701
618,736
914,1086
802,986
879,1041
