Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1
570,701,676,1200,582,714,663,774,503,607,497,602,1138,1257,528,33766,550,652,598,726
808,992,569,716,405,655,713,846,559,678,613,696,622,735,550,735,761,1127,1259,1389
555,667,547,838,518,626,586,675,616,749,634,750,933,1058,533,33801,536,677,509,611
578,689,517,648,528,628,736,891,498,623,697,1077,651,781,573,785,979,1173,1635,1771
468,550,518,985,1196,1315,489,552,804,939,495,607,926,1162,783,33671,578,689,447,537
500,605,506,621,478,584,594,682,486,588,468,551,538,656,474,609,540,634,452,564
478,568,954,1090,978,1097,545,647,623,741,435,533,1344,1655,1033,33767,589,715,370,530
1397,1653,532,621,411,505,1113,1355,487,588,902,1049,555,643,562,739,1832,2053,1823,2063
2482,2707,442,536,369,431,1758,3020,553,660,2329,2533,519,614,404,33559,2973,3203,1766,2027
1328,1741,527,648,416,525,1144,1410,436,529,850,1039,536,651,366,535,1504,1730,1470,1701
1137,1556,1298,1541,1449,1765,1169,1405,959,1164,1401,1741,1585,1969,1601,35647,1609,1823,1335,1703
1015,1177,1813,3649,2462,2677,752,906,2250,2492,580,693,2462,2691,2224,2943,1255,1674,1082,1253
421,499,1386,1612,1286,1445,505,582,904,1088,457,546,1538,1757,1097,34350,751,817,485,575
287,345,1189,1390,1204,1431,449,514,1095,1743,353,415,1310,1525,791,1344,364,424,291,351
310,371,736,1089,1099,1300,469,541,512,613,299,340,1615,1792,907,33695,287,344,210,311
288,355,387,465,410,503,394,469,471,557,464,509,534,623,459,645,259,323,241,296
382,462,345,400,274,332,383,448,311,383,322,391,313,371,273,33419,409,476,345,411
294,342,343,395,295,348,379,437,385,442,313,365,274,332,280,378,283,347,264,316
312,376,330,388,237,289,466,525,374,416,343,425,275,328,249,33536,333,402,319,385
276,413,353,422,347,410,492,562,357,426,331,397,350,409,389,508,333,395,276,334
318,389,302,361,321,374,556,641,240,345,330,396,297,358,321,33475,357,424,268,327
347,434,367,430,304,367,408,485,367,440,313,375,332,402,327,449,370,447,307,375
329,410,375,436,285,346,388,455,334,411,294,339,311,370,279,33428,357,418,300,464
469,542,465,534,221,336,480,543,325,385,338,397,318,377,278,390,380,446,320,392
1339,1562,387,465,234,367,1165,1702,1893,1963,1137,1307,315,442,299,33478,1949,2365,2152,2492
1628,2150,371,435,297,359,3202,3474,335,405,1165,1392,369,431,268,448,2055,2784,2506,2780
2193,2398,464,529,337,403,2092,2381,364,409,4191,4470,373,448,347,34916,1802,2050,2402,2651
1296,1506,1911,2456,1765,2024,1394,1997,1049,1267,1198,1504,1908,2300,1565,1987,1339,1570,1500,1764
888,1024,1254,1510,2048,2312,540,655,1102,1326,494,582,2338,2591,1795,37230,899,1465,605,709
351,518,4100,4347,5543,6791,528,639,3382,3609,448,504,1468,1667,4843,5059,376,456,509,564
379,438,1400,1851,945,1133,532,601,901,1134,295,351,914,1147,987,33707,378,452,278,342
303,350,744,1413,640,730,407,473,471,558,291,344,691,780,446,630,308,381,270,330
335,394,507,604,301,367,447,519,420,499,275,315,312,389,312,33401,351,415,352,413
522,593,532,597,294,357,775,861,236,348,286,332,298,415,260,359,519,586,331,392
951,1023,360,426,339,382,646,732,287,347,320,384,321,390,290,33484,812,904,477,547
444,519,453,521,255,360,578,643,477,533,398,459,259,377,327,444,540,620,342,408
1478,1742,721,801,383,463,1488,1665,333,381,1079,1289,439,508,311,33533,1261,1462,1594,2087
2321,2542,1099,1171,385,458,1433,2114,377,449,1743,1971,412,482,362,522,1779,2282,3055,3587
1436,2549,541,614,279,406,1586,1830,373,448,2853,3102,309,381,274,34721,2661,2900,2643,3084
1548,1876,1845,2062,1681,1898,1172,1785,1187,1440,1192,1386,1378,1752,1416,1807,1694,1912,2098,2362
1683,2424,3057,3343,2618,2887,1628,2517,1906,2192,5846,6109,2123,2366,2316,36036,2216,2421,2689,3040
674,778,2661,2894,2690,2987,694,816,2520,2863,540,644,1753,1985,2498,3383,767,833,472,554
850,912,1697,1921,1696,1930,630,846,1143,1350,409,481,1468,1775,1527,37295,853,919,453,532
614,685,2241,2449,3063,3280,592,671,5151,5979,235,275,2876,4049,3726,5029,582,651,304,353
1915,2208,709,825,521,632,3209,3687,422,506,2053,2275,507,616,338,33417,1906,2327,2717,3272
2428,2666,778,842,387,448,1786,2320,357,466,3253,3541,336,410,258,358,2533,3265,3300,3828
1950,2119,402,524,285,343,1450,1861,324,371,724,876,300,363,211,35814,1133,1304,1486,1649
2166,2408,1477,2345,2543,2805,2669,3127,2077,2364,2339,2544,2400,2669,2418,3014,1911,2305,3330,3465
1452,1609,2914,3102,3176,3392,616,830,3054,3382,1130,1294,3002,3196,2822,34541,1405,1595,1189,1289
771,871,1904,2093,1270,1455,968,1070,709,849,419,508,1314,1497,1212,1503,886,990,573,667
866,961,2087,2258,3370,3474,733,841,2433,2610,433,533,3406,3542,2818,34400,714,803,550,612
1089,1613,869,1437,943,1081,3867,4140,799,1072,3003,3233,1104,1221,1157,1370,3464,3814,4552,5024
4283,4828,601,824,468,572,2995,3793,450,512,2100,2327,468,568,393,33590,2803,3058,3942,4960
1047,1698,707,802,498,593,2205,2431,380,469,930,1168,491,588,384,540,1853,2093,1479,1721
1030,1158,2114,3530,3867,4109,858,967,3082,3304,415,504,4014,4559,3747,36378,543,908,851,954
591,691,2574,2805,2557,2829,622,725,2194,2412,336,403,2695,2898,2988,3475,703,799,466,519
1065,1158,1775,2019,1357,1680,1193,1337,777,1245,738,829,1842,2104,1493,33704,1127,1221,1215,1472
634,733,1018,1125,433,535,732,821,476,575,349,422,589,715,468,633,553,644,505,558
708,813,577,673,330,413,609,722,302,362,380,449,330,407,323,33758,731,920,601,687
1133,1260,1141,1319,409,492,969,1097,509,623,653,785,750,1110,483,785,1270,1477,1217,1321
726,843,604,707,404,516,930,1007,379,448,443,523,324,398,371,33528,739,865,789,884
904,1020,605,705,389,488,1093,1202,322,398,413,482,329,381,355,502,840,961,828,943
1010,1151,1518,1623,1278,1410,1132,1442,655,773,799,907,1144,1293,1135,33681,911,1018,906,1031
1127,1323,772,884,510,609,1159,1494,411,479,707,823,399,502,481,649,1233,1344,1218,1333
890,1018,1057,1166,485,576,668,844,424,533,511,592,418,523,432,33714,808,927,836,929
728,908,921,1028,542,659,754,857,551,674,376,487,548,661,478,656,929,1038,824,939
992,1117,1278,1378,555,646,592,902,536,664,475,587,608,720,477,33669,921,1039,795,911
1145,1263,723,844,478,616,3621,3796,508,606,636,738,605,722,468,644,830,1019,1007,1262
921,1056,762,894,593,816,825,965,465,576,499,590,531,648,544,33623,536,865,836,952
965,1072,1025,1131,440,540,859,1015,447,536,448,538,504,636,433,596,587,860,1117,1234
904,1030,1768,1873,1093,1217,1068,1179,627,726,482,591,1058,1187,1102,33722,648,955,1001,1118
1540,1903,821,950,462,578,2346,2533,527,633,4304,4613,511,643,532,727,3255,3458,3456,4050
2042,2625,861,996,554,649,1779,2543,456,537,2054,2261,637,756,531,33576,1658,2038,2795,3349
1367,1577,1001,1147,442,545,1672,1899,462,565,953,1165,563,693,397,517,1873,2098,1962,2325
1185,1343,1399,1898,4668,4945,1274,1629,3922,4465,748,864,3076,3948,4281,35955,1927,2153,1725,1832
929,1047,1573,1772,2643,2916,985,1101,2074,2332,1410,1574,1971,2644,2564,3034,1246,1367,2017,2122
1004,1118,1037,1494,1822,2036,1075,1309,1027,1217,1666,1818,1978,2223,1399,34301,1005,1110,1622,2316
1314,1432,1131,1276,1007,1121,1067,1228,676,801,572,678,1146,1271,1012,1217,1208,1315,1298,1412
880,1025,789,907,1286,1424,954,1053,1007,1484,475,560,734,1029,1451,34935,1101,1216,1151,1291
1187,1300,1353,1474,1861,1963,775,1170,1308,1457,513,617,1206,1639,1610,2240,1195,1307,1327,1640
1703,1813,1115,1490,848,966,1484,1592,552,649,1254,1547,1157,1269,658,33774,1443,1550,2001,2125
1028,1163,1084,1195,563,683,1204,1342,527,650,524,624,710,835,550,763,825,1105,1137,1249
634,908,1197,1313,743,858,992,1112,476,571,507,609,902,1057,689,34703,1088,1208,1000,1113
977,1101,1384,1501,2054,2292,1146,1250,1465,1765,405,617,1896,2000,1413,1842,1011,1147,741,987
1535,1712,1256,1369,752,856,2663,3558,521,621,1263,1380,927,1029,603,33736,1945,2145,1513,1643
1008,1143,577,717,531,626,1128,1252,555,668,522,624,684,799,526,701,1001,1136,939,1118
1163,1389,561,753,598,706,1047,1191,495,587,487,584,705,842,553,35549,1345,1465,841,1162
985,1112,1374,1492,1737,2469,1411,1657,1549,1670,595,693,1869,1995,2293,2556,1101,1271,724,850
3588,3715,692,1022,753,891,4251,4630,522,629,3018,3126,706,933,605,33920,3604,3890,3246,3352
6151,6247,1097,1241,881,991,872,961,418,489,665,741,946,1092,696,903,599,714,667,820
334,542,983,1119,647,781,291,413,453,610,671,713,811,969,659,36343,597,667,613,671
506,571,3571,4269,4438,4547,320,381,2996,3172,227,327,4232,4388,3089,4005,555,614,552,629
715,770,2734,2796,865,937,342,403,671,728,302,357,1145,1202,1834,33487,467,537,534,596
537,603,609,674,283,344,341,381,391,461,268,309,271,324,339,446,442,515,492,556
1900,2165,523,585,348,420,997,1237,239,344,1315,1526,357,411,355,33441,1811,2069,1085,1800
3369,3576,516,581,386,447,1696,1942,316,378,2190,2412,280,334,298,408,2187,2540,3161,3512
2336,2596,515,591,343,401,788,948,209,249,1002,1202,290,343,450,34539,1604,1839,1781,2024
4699,4923,1765,2027,1591,1861,3398,3843,1157,1381,4629,4883,1849,2069,1186,1594,5386,5590,3963,4191
1141,1282,1778,2496,3939,4119,543,639,2320,2536,646,751,4042,4253,992,34630,1045,1237,914,1079
3150,3303,1337,1924,1393,1626,772,941,1112,1310,1461,1604,1681,1910,1227,1708,2685,2862,2385,2687
1948,2131,3111,3561,4508,5641,598,698,3932,5439,736,872,5540,6158,2767,33843,1565,1744,1747,2061
851,1007,1036,1211,561,678,362,433,639,815,462,542,990,1135,560,799,804,940,1067,1166
829,897,2278,2443,2015,2188,322,375,1702,1898,374,437,3009,3173,816,34265,911,989,696,778
614,679,1412,1573,1075,1215,326,391,776,963,357,425,1637,1812,833,1237,530,622,680,751
550,600,806,937,392,473,242,343,373,457,321,384,869,959,553,33500,508,585,434,510
1257,1717,1011,1072,428,487,1021,1240,409,485,1108,1348,709,842,304,420,1650,1896,1528,1766
3590,3814,475,558,354,397,8400,8681,357,419,5366,5781,338,405,408,33490,2312,2549,2724,2952
1473,2057,658,717,290,352,987,1239,370,436,1239,1568,278,334,317,427,1110,2006,2198,2443
3154,3415,1885,2109,1186,1403,3115,3296,975,1192,3524,3740,1714,1920,890,38463,1569,2630,3390,3719
2083,2365,2899,3127,7025,7540,1140,1304,4592,5011,1203,1521,3244,3856,4696,5663,1814,2072,1881,2109
1523,1922,2034,2308,1523,1765,1044,1254,1185,1478,875,1079,1712,1918,896,35121,1429,1725,1798,2035
2032,3211,3242,3507,4271,4505,3316,3531,3583,3883,2925,3237,5017,5273,1465,2251,1789,2009,1407,1788
1596,1800,1751,1978,1309,1517,906,1041,1545,1770,1301,1513,2098,2361,1005,34478,1533,1763,1560,1791
2140,2529,1048,1626,1015,1184,1764,1976,1071,1319,1630,1858,1474,1666,979,1520,1121,2193,2491,3037
892,1057,1819,2093,3591,3805,599,891,3491,3925,845,1012,2876,3530,1524,34493,1104,1299,1546,1712
694,819,2089,2306,1423,1811,487,587,1498,1762,611,717,1447,1691,1124,1454,861,969,781,884
981,1069,2857,3107,2458,2709,541,636,2058,2293,467,554,3005,3501,1006,34161,1037,1259,877,980
613,722,1556,1739,731,899,393,470,820,976,377,449,1126,1290,815,1126,613,714,642,742
557,646,878,1001,505,615,338,525,518,618,377,429,857,964,411,33575,538,614,587,673
839,948,859,955,440,533,455,550,396,475,532,625,1035,1130,407,541,645,809,533,765
570,677,470,564,281,414,438,528,428,502,596,697,368,504,423,33645,610,733,661,775
728,859,622,700,392,470,446,548,328,396,440,531,397,504,477,605,563,794,824,948
1162,1272,824,933,491,593,492,559,482,576,513,611,683,780,558,33739,822,939,1113,1216
1996,2130,618,701,521,627,498,589,423,508,796,903,399,466,528,693,1689,1851,806,1388
705,804,856,979,515,612,496,586,484,613,470,538,610,719,549,33798,871,976,771,891
958,1088,912,1018,449,551,475,567,468,577,480,590,729,851,594,780,585,838,915,1015
793,1027,2356,2458,870,1216,446,539,726,849,495,585,1806,1919,530,33753,829,1064,960,1103
740,852,769,897,579,687,425,513,506,610,518,607,686,785,521,678,802,913,875,1003
1629,1737,836,957,499,608,501,605,500,612,522,635,817,936,645,33659,760,875,757,877
914,1024,748,986,502,597,515,605,472,576,436,511,673,791,456,627,828,965,1048,1155
707,831,880,1010,516,627,440,541,485,608,475,566,723,790,475,33828,831,937,661,772
