Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
591,948,875,809,731,880,944,1114,1058,1000,517,586,654,719,783,423,33959,34058,493,34011,329,829,757,692,622
643,959,899,846,781,1343,1408,1578,1522,1466,550,628,691,758,821,1163,1217,1347,1301,1259,392,769,719,655,604
2106,2916,3611,3375,3167,485,631,818,757,691,1591,2001,2189,2427,2792,371,33790,33924,410,33858,2997,3774,3570,3374,3188
5527,5801,6945,6464,6722,1082,1152,1341,1282,1218,4030,4265,4476,4681,4894,639,915,1087,1028,973,6336,6868,7011,6700,6523
1460,2109,1942,1792,1623,1117,1184,1374,1310,1242,1381,1536,1680,1840,2010,905,35751,36384,970,35976,1445,1951,1833,1721,1588
1206,1738,1615,1486,1352,1969,2197,3299,3031,2443,911,1062,1185,1327,1441,2378,3486,3794,3077,3656,902,1432,1301,1176,1047
913,1223,1071,1000,1150,7586,8016,8491,8321,8192,733,818,980,1076,1153,6889,34551,34800,7080,34673,708,820,922,1022,1118
597,869,807,739,667,1213,1390,1888,1724,1560,674,747,805,881,944,1256,1748,2112,1966,1857,324,746,678,617,562
738,933,1005,868,808,1930,2113,2466,2350,2231,717,816,905,984,1060,1428,33763,33943,1565,33823,465,724,656,594,533
1319,1846,2071,1957,2178,613,696,1165,841,775,626,1356,1438,1907,1983,573,899,1026,757,956,976,1248,1359,1500,1653
768,983,1055,915,844,614,709,959,877,793,791,879,970,1013,1061,379,33680,33851,423,33743,444,675,614,559,504
1244,1443,1693,1581,1798,511,751,998,921,846,1808,1982,2064,2205,2273,518,819,917,706,868,1055,1180,1293,1441,1610
732,1014,939,866,1092,1505,1581,1788,1724,1658,608,691,780,861,928,2440,33697,33895,2508,33767,439,1089,992,902,808
530,829,752,688,614,706,783,991,924,850,805,895,976,1065,1146,530,863,982,731,924,497,808,730,651,567
1601,2563,2315,2093,1876,656,1582,1818,1745,1674,3155,3372,4913,5139,6984,1674,33750,33931,1755,33811,2366,3288,3635,4016,4457
1810,3492,3181,2742,2190,575,669,902,829,747,4445,4681,4898,5134,5331,584,894,1002,771,948,3328,4020,3861,3677,3489
1340,2179,1993,1821,1613,699,779,1018,944,866,1718,1957,2114,2275,2466,430,36571,36949,479,36764,1570,2167,1909,1789,2043
2231,4141,7006,6789,6545,9151,9421,10421,10057,9669,5509,5668,5802,5936,6069,7032,7277,7838,7639,7461,6876,7364,8637,8470,8274
560,964,854,702,780,2925,3149,4926,4711,3326,736,852,905,953,1028,4469,35764,36257,4681,36011,425,643,581,531,482
563,852,789,724,655,2064,2296,2909,2724,2520,555,627,694,767,830,2323,3310,3861,3676,3506,538,618,877,740,682
696,982,897,832,767,8081,8246,10618,10469,10314,793,872,940,1019,1078,8775,33876,34058,9056,33938,396,728,647,565,463
961,1124,1288,1206,1365,911,984,1180,1128,1053,2028,2163,2336,2491,2644,641,958,1057,831,1008,1603,1759,2024,1958,1873
522,778,717,656,587,1055,1123,1334,1254,1186,593,656,713,767,840,503,33580,33739,561,33634,422,655,594,540,485
774,952,1169,1077,1269,519,1067,1241,1190,1135,1520,1586,1651,1717,1781,436,697,791,589,745,687,792,890,985,1080
443,670,621,564,510,1602,1657,1800,1753,1706,583,647,713,774,822,3096,33493,33653,3259,33547,385,596,536,487,438
449,662,611,558,508,514,562,742,686,624,493,556,618,671,724,342,616,710,507,663,269,657,609,559,508
648,1476,1417,1358,1294,529,981,1187,1125,1051,787,856,926,988,1045,986,33517,33662,1057,33565,480,716,654,599,544
632,756,906,695,832,601,663,844,789,732,529,698,771,840,910,375,624,709,525,667,396,631,518,469,570
748,906,1055,831,985,557,626,802,748,683,816,900,977,1066,1143,355,34482,34677,409,34769,490,793,713,640,568
1966,2219,3260,2997,2485,520,591,1164,1101,1033,2211,2667,2995,3232,3455,890,1376,1451,1085,1507,1651,2561,2319,2079,1871
2821,5270,5065,4849,4637,425,512,706,644,583,6222,6575,7037,7410,7688,448,33570,34012,518,33868,6325,6974,6855,6731,6586
2369,2651,3338,3110,2908,555,763,1004,926,850,1928,2165,2434,2686,2913,402,710,1061,849,997,1859,2764,2583,2412,2134
