Client_0,Client_1,Client_2,Client_3,Client_4
1206,1355,1656,1791,1981
1190,1313,1589,1709,1811
1004,1403,1543,1675,1863
1168,1464,1574,1674,1787
1257,1392,1691,1826,1938
1233,1367,1667,1798,1910
1232,1365,1668,1800,1912
1410,1541,1654,1763,1890
1221,1418,1769,1932,2085
1231,1424,1770,1934,2095
1083,1464,1572,1677,1798
1194,1318,1591,1710,1811
1745,1976,2217,2402,2505
1751,1993,2201,2397,2589
714,784,843,900,967
736,916,985,1050,1122
1234,1421,1722,1855,1965
1169,1581,1699,1807,1933
1158,1623,1766,1946,2124
1197,1711,1866,2080,2245
1192,1717,1937,2169,2404
1226,1360,1663,1796,1907
1300,1462,1797,1945,2105
1391,1522,1638,1782,1946
1407,1540,1656,1764,1891
1201,1326,1612,1732,1833
1394,1526,1640,1749,1875
1101,1488,1599,1703,1821
1231,1557,1679,1793,1918
1391,1522,1634,1743,1871
1385,1514,1628,1737,1864
1742,1943,2155,2332,2531
609,729,940,1027,1109
1133,1267,1390,1511,1647
1223,1394,1724,1868,1992
1356,1522,1858,2004,2212
1243,1366,1638,1757,1859
1414,1539,1646,1748,1863
632,888,977,1040,1105
1005,1119,1381,1521,1637
1111,1548,1701,1844,2055
1083,1529,1687,1830,2038
1103,1538,1688,1831,2039
1041,1477,1631,1773,1983
1141,1560,1680,1791,1920
1069,1447,1555,1657,1772
1173,1496,1652,1834,2021
1274,1399,1503,1602,1720
1234,1372,1682,1798,1924
1163,1485,1605,1727,1855
1773,2037,2241,2489,2736
1134,1548,1729,1886,2009
1264,1515,1914,2135,2303
1256,1459,1843,2020,2211
1248,1418,1709,1814,1930
1012,1788,1971,2136,2318
1707,1913,2104,2275,2451
1724,1903,2071,2260,2469
1818,2004,2172,2361,2575
1844,2072,2275,2464,2656
2478,2762,3026,3290,3561
1349,1484,1787,1919,2028
2117,2338,2533,2746,2972
402,456,506,587,645
960,1056,1132,1222,1349
1521,1706,1874,2038,2231
1146,1283,1588,1704,1831
1041,1169,1449,1555,1672
1132,1258,1533,1654,1758
1145,1269,1547,1667,1771
1107,1242,1551,1668,1800
1106,2024,2206,2397,2609
1116,2054,2239,2428,2641
1754,1924,2082,2254,2430
1068,1962,2132,2309,2505
1742,1911,2069,2242,2435
1684,1853,2009,2180,2373
1741,1917,2093,2264,2439
1028,1831,2014,2188,2382
1096,1950,2127,2282,2476
1672,1842,2002,2174,2369
1701,1892,2066,2247,2438
1145,1268,1546,1668,1771
1182,1308,1585,1704,1807
1036,1157,1430,1550,1650
1074,1200,1583,1720,1826
1183,1400,1752,1892,2075
1009,1913,2111,2309,2485
1024,1146,1422,1543,1643
1058,1189,1470,1577,1695
1215,1354,1691,1887,2114
1064,1362,1470,1573,1728
1334,1508,1635,1763,1873
1407,1544,1659,1769,1897
1176,1301,1573,1695,1795
1248,1371,1475,1591,1689
1309,1434,1550,1650,1772
1152,1277,1560,1681,1782
1373,1502,1617,1728,1856
1197,1320,1599,1722,1839
1420,1552,1674,1791,1917
1190,1327,1634,1768,1880
1323,1530,1919,2111,2290
1376,1610,2008,2164,2363
1185,1308,1584,1704,1805
1283,1503,1907,2063,2278
1070,1475,1593,1698,1817
1357,1523,1944,2104,2356
1281,1456,1616,1774,1983
1586,1806,2011,2210,2465
1694,1949,2118,2226,2342
1078,1626,1834,2248,2526
1354,1596,1811,2017,2183
798,1283,1374,1466,1552
1319,1543,1931,2108,2279
1398,1609,2056,2258,2490
