Client_0,Client_1,Client_0,Client_1
1384,1627,1063,1285
1089,1317,1385,1643
1007,1226,1203,1403
1096,1333,1252,1478
1029,1245,1265,1476
999,1131,668,809
524,619,498,590
431,528,528,620
498,568,655,719
438,525,556,639
417,501,479,561
520,590,559,621
509,585,464,540
544,606,469,528
436,527,479,609
514,587,503,567
461,545,555,644
460,511,385,447
437,509,482,559
388,466,360,517
509,577,561,642
550,643,534,630
514,574,533,585
480,549,491,552
443,536,632,717
440,517,488,542
643,735,484,681
530,610,533,596
547,622,467,524
448,537,480,559
457,508,480,531
445,523,492,637
464,532,363,438
471,549,488,574
482,563,487,541
527,598,445,533
648,736,856,948
578,673,523,607
583,666,588,641
655,732,858,963
505,586,465,550
429,498,353,404
472,546,406,491
457,530,444,521
635,718,994,1090
473,538,506,560
599,657,592,648
507,589,422,498
531,581,455,540
609,696,538,688
541,614,450,524
550,640,446,522
604,677,785,866
516,591,624,698
492,572,466,518
562,633,894,982
569,655,787,897
461,562,534,612
565,635,466,535
507,669,445,539
504,605,496,586
556,652,550,632
416,502,462,547
467,543,469,557
453,548,582,715
491,583,520,602
478,567,488,539
480,571,486,540
480,564,486,537
529,623,740,857
399,454,478,553
528,592,539,615
735,811,641,731
567,637,542,613
490,569,507,588
567,645,849,927
674,735,503,660
690,771,459,545
467,552,549,634
448,524,521,685
701,788,942,1018
452,532,499,580
421,493,434,524
705,770,691,833
459,546,679,756
575,654,491,563
537,611,450,502
466,545,432,505
534,626,494,574
537,620,576,655
521,605,493,576
511,671,568,644
1376,1619,1167,1400
1332,1566,1342,1592
1223,1617,1953,2189
1882,2105,2773,2964
1917,2114,2751,2942
1529,1746,1683,1917
964,1108,1154,1358
1092,1437,1578,1802
1045,1237,1166,1354
1038,1252,1246,1482
1128,1704,1703,2034
1590,2153,2201,2413
751,1413,1222,1434
708,1037,931,1073
623,734,535,757
533,634,537,615
785,878,2630,2758
499,572,587,677
427,498,388,462
1434,1805,1954,2032
366,427,432,504
422,511,468,534
444,518,407,477
356,420,586,655
251,301,298,353
310,373,466,534
454,533,445,508
323,362,469,537
322,399,365,428
462,537,489,555
393,455,454,515
430,513,462,530
291,331,401,441
307,364,430,468
489,572,369,442
272,342,336,398
314,379,451,517
257,314,339,395
322,368,439,499
297,335,434,500
261,378,352,393
475,548,400,464
313,359,391,431
317,373,463,507
273,332,322,363
636,702,626,678
506,582,382,452
434,481,492,541
1057,1288,993,1195
1171,1372,1003,1451
1917,2115,1710,1904
2628,2846,1949,2131
2565,2753,1688,2306
2376,2593,1446,2008
928,1102,869,1324
1037,1250,1071,1339
1030,1211,997,1208
998,1243,1204,1459
1543,1782,1387,1987
1779,2024,1688,1935
2208,2402,1634,1837
2010,2136,1620,1791
708,807,822,978
470,542,574,694
575,647,703,802
789,969,913,1014
782,882,867,967
619,723,609,703
514,603,702,813
628,745,624,726
844,964,668,773
565,682,579,693
553,672,638,759
537,656,643,736
938,1133,838,960
1202,1306,908,1500
617,696,650,759
506,603,540,659
1043,1173,904,1018
1010,1136,954,1069
606,679,714,837
546,617,641,763
600,729,564,662
932,1030,682,1247
956,1179,895,995
652,773,854,964
605,702,632,920
790,900,650,955
837,975,704,838
866,1000,614,1131
585,657,611,872
620,726,708,853
568,680,549,622
972,1077,722,864
1009,1146,912,1044
795,914,700,837
654,754,597,716
645,769,681,796
1033,1145,1247,1371
538,656,759,876
446,540,678,779
529,604,584,685
1640,1750,1461,1602
645,762,793,887
729,840,705,811
655,776,652,766
7206,7345,856,959
1199,1308,1163,1291
596,735,844,974
994,1135,899,1084
497,699,580,707
597,689,724,852
1294,1392,1051,1168
560,693,710,833
634,743,741,883
801,922,950,1053
1142,1246,898,993
1046,1141,1511,1624
742,862,752,879
730,851,708,784
685,787,591,710
625,1272,1085,1221
489,589,544,655
672,808,1010,1165
1021,1299,1243,1503
458,560,477,576
831,1088,991,1070
319,377,309,384
2364,2503,2338,2490
420,519,383,445
671,768,778,874
514,574,466,531
403,469,362,481
403,650,531,601
382,438,346,386
478,527,450,512
479,525,442,488
430,551,404,474
552,621,374,453
415,479,452,526
449,580,411,485
483,555,526,594
480,550,482,548
456,524,439,510
653,714,949,1030
524,584,602,648
362,426,488,546
392,460,373,435
674,745,544,696
553,603,533,620
578,646,570,629
381,463,419,490
422,485,489,543
471,696,663,784
499,568,484,552
1178,1401,1083,1311
881,1101,1177,1331
1127,1341,1092,1260
1593,1824,2029,2267
1550,1773,1817,2045
1802,2059,2812,3008
1099,1330,1250,1449
1114,1343,1139,1334
1083,1204,1001,1165
1297,1479,1038,1158
1380,1591,941,1149
2251,2418,2613,2796
2250,2419,2510,2682
936,1170,1049,1174
998,1182,1110,1299
932,1093,1118,1330
924,1103,1080,1267
1628,1814,1441,1624
2276,2473,2698,2887
2122,2293,2037,2239
1014,1201,822,954
980,1182,996,1194
952,1164,955,1158
1115,1301,1175,1408
1865,2014,1641,1816
2170,2334,1936,2131
2401,2593,2668,2853
982,1182,1001,1185
964,1150,1095,1252
887,1047,940,1113
668,773,635,723
1239,1388,1136,1298
1694,1846,1888,2043
593,716,566,687
575,688,584,698
803,901,1308,1407
843,938,1224,1311
503,578,609,706
588,674,479,576
706,875,675,744
556,624,497,572
668,739,614,693
433,485,412,474
515,628,502,619
430,492,436,501
413,470,338,405
375,445,455,525
561,635,576,648
395,450,403,455
565,638,596,653
402,454,320,365
379,448,440,507
1010,1210,1323,1532
1000,1169,1122,1255
1561,1764,1498,1731
1449,1628,1461,1652
1662,1881,1853,2026
1191,1403,1294,1488
1073,1281,967,1171
1033,1195,904,1070
1064,1184,952,1115
1596,1849,1537,1736
1199,1475,1145,1838
2337,2590,2687,2847
953,1167,1020,1213
1111,1325,992,1189
965,1151,892,1095
938,1115,1018,1191
1391,1589,1240,1429
2263,2515,2691,2882
2229,2484,2400,2622
2095,2380,2579,2783
1383,1603,1111,1321
1021,1361,1401,1576
1053,1269,952,1146
2480,2680,1708,1909
2313,2513,2540,2713
2338,2519,2556,2719
2261,2501,2254,2433
1104,1297,1078,1291
1705,2054,1289,1625
969,1160,939,1115
1143,1384,990,1451
1030,1679,1681,1989
1483,2306,2602,2865
2169,2773,1794,2466
1474,1800,1742,1912
1097,1306,1217,1421
936,1126,1065,1268
938,1083,788,954
1696,1939,1241,1497
1030,1314,928,1077
590,709,655,766
666,766,678,752
1432,1586,1308,1443
1154,1262,759,869
736,821,596,692
560,671,492,562
1410,1629,1856,2078
1417,1584,1711,1872
587,696,629,717
532,643,608,727
