Client_0,Client_1,Client_0,Client_1
529,623,919,1069
792,903,608,692
629,731,884,1012
756,855,520,592
528,627,843,984
773,875,595,712
567,674,891,1027
1609,1811,524,623
525,593,569,667
490,558,575,645
836,951,751,870
447,546,548,668
1157,1268,842,934
652,741,613,689
823,925,482,578
457,618,1596,1723
1085,1197,601,701
588,697,981,1084
1099,1199,626,753
491,559,766,896
805,932,617,718
499,581,900,1015
811,933,694,919
603,719,981,1085
1200,1326,633,744
532,598,907,1009
712,997,562,663
478,563,780,895
588,719,619,716
494,585,989,1090
1026,1207,658,767
901,1024,666,1282
611,701,551,652
352,418,671,775
287,412,614,730
657,730,858,943
718,796,722,800
294,351,563,620
631,723,386,442
414,466,379,535
602,657,525,662
487,538,560,720
354,394,429,492
310,368,463,577
405,452,455,521
883,1010,447,590
722,867,514,565
447,512,338,395
1173,1257,445,508
473,529,489,535
495,554,928,1018
434,494,561,637
948,1046,418,489
568,622,701,896
726,807,618,699
1377,1593,605,688
1544,1719,521,596
2199,2413,637,774
1068,1274,536,606
1592,1834,662,756
2297,2502,1283,1509
842,962,1277,1613
1739,1836,1566,1857
609,710,961,1156
669,820,1376,1621
709,849,2387,2680
492,603,636,794
1563,1675,1294,1493
796,878,654,726
1564,1681,708,821
909,1024,683,806
1321,1417,565,671
884,988,860,1122
1218,1337,563,668
691,773,847,1115
666,772,637,739
651,760,820,1119
685,799,654,824
1148,1258,1124,1253
797,910,688,811
842,965,762,854
708,818,648,763
1334,1433,674,793
653,726,1107,1228
1197,1325,734,850
717,831,877,988
940,1066,699,816
685,794,1141,1275
748,866,719,789
627,722,768,933
697,774,653,724
481,550,936,1103
487,592,613,729
688,749,918,1042
505,575,571,665
552,625,804,880
710,796,439,522
555,630,438,503
598,791,1014,1096
584,667,543,612
585,648,431,500
1244,1394,447,547
732,825,472,552
1214,1344,497,579
1157,1293,471,548
776,932,507,577
1076,1226,1913,2092
948,1071,787,906
11475,11618,1719,1843
1300,1417,1022,1127
1786,1953,814,917
398,481,8097,8216
458,528,832,968
551,607,936,1048
456,527,1885,2007
313,352,1223,1927
344,390,518,612
303,364,5055,5127
518,567,494,582
420,463,522,590
259,315,372,444
304,358,424,480
368,460,331,385
678,730,542,592
405,444,409,465
380,432,352,405
381,439,315,369
427,510,336,454
450,522,540,592
939,1008,509,573
400,476,368,429
514,591,476,541
770,830,421,505
415,477,483,556
574,634,1115,1182
732,800,503,559
510,673,511,592
419,493,613,914
763,850,393,471
444,529,506,584
576,655,813,896
523,608,500,575
749,841,396,453
547,627,970,1058
773,859,529,617
470,561,448,503
499,573,551,638
463,532,458,541
988,1069,523,611
489,561,477,734
661,778,537,611
585,681,452,524
523,616,460,518
504,569,1216,1301
911,1011,489,556
481,545,802,997
989,1154,595,697
559,659,607,699
469,560,572,645
562,673,831,951
739,828,522,624
895,1018,1495,1577
407,481,577,675
764,877,630,715
999,1148,615,706
638,720,1003,1090
553,640,1329,1411
529,622,528,607
1020,1171,1090,1193
492,575,1500,1599
563,652,548,635
509,593,739,938
517,580,498,599
890,985,1440,1538
839,942,579,652
579,675,609,678
949,1034,620,696
534,626,674,765
466,527,1140,1254
431,527,1347,1439
531,598,588,675
510,576,1385,1491
868,973,515,592
477,557,592,677
807,913,568,675
728,843,650,761
880,976,644,737
679,773,1314,1400
846,920,536,613
589,683,807,910
1000,1120,631,745
634,746,1310,1436
811,904,666,794
453,597,1237,1340
417,488,493,570
476,540,1471,1595
646,929,556,648
608,667,752,862
505,560,646,729
439,533,509,576
598,669,473,542
541,616,774,854
733,821,495,570
1273,1447,518,605
740,853,503,595
859,1021,550,651
1273,1402,522,574
802,901,639,742
1191,1358,1683,1857
710,825,879,1023
808,916,980,1127
703,819,1713,1897
669,757,883,1012
1315,1432,1484,1642
863,980,847,951
1525,1637,605,699
809,922,549,645
1002,1132,609,716
743,867,1490,1597
1234,1330,814,955
724,861,1494,1619
1048,1156,703,840
544,626,941,1070
368,450,725,872
434,512,1145,1267
1506,2001,673,823
2375,2558,1004,1137
1220,1360,431,511
1106,1312,340,472
1003,1141,293,379
784,914,7739,8011
473,549,2107,2321
2054,2147,1080,1270
485,564,923,1134
490,590,963,1170
522,580,784,876
589,677,402,452
497,571,545,633
547,604,359,423
1076,1229,585,662
1094,1281,397,462
1056,1246,479,567
1124,1351,346,399
1128,1335,416,483
1317,2591,1064,1215
1526,1752,1155,1357
1013,1198,1483,1662
984,1118,948,1133
1626,1793,913,1087
806,922,1515,1873
985,1111,2063,2379
539,612,962,1101
707,786,1006,1168
584,698,1918,2191
563,636,548,652
595,700,1046,1275
644,833,469,577
836,938,463,540
671,748,525,639
602,726,507,597
562,726,483,582
687,808,479,560
539,632,759,889
658,776,543,648
691,800,847,1076
999,1110,521,624
612,714,483,574
888,994,651,780
573,674,517,617
1963,2131,490,557
2015,2216,981,1150
1230,1449,531,635
939,1413,1112,1220
2493,2666,460,529
2256,2462,1963,2220
828,946,2852,3052
526,634,989,1442
446,504,875,1046
566,634,1722,1889
503,565,2217,2409
397,468,838,953
