Client_0,Client_1,Client_0,Client_1
1165,1366,977,1142
1027,1163,1386,1613
1528,1715,797,931
1050,1263,1067,1251
1188,1393,718,801
1092,1255,600,700
1142,1304,665,764
631,742,803,960
699,795,555,669
638,755,874,1050
704,826,581,670
618,751,651,752
863,984,597,706
648,726,605,745
620,721,593,723
583,659,595,772
697,775,528,652
881,1030,734,870
955,1087,2298,2401
624,739,470,566
808,999,350,430
632,711,283,345
575,663,346,397
539,608,437,488
314,378,438,503
454,509,442,529
480,558,559,633
531,599,563,660
546,618,1311,1556
561,623,1010,1152
621,694,1250,1468
1337,1517,1000,1260
998,1206,1210,1381
1362,1536,980,1210
1146,1374,1242,1420
979,1286,1102,1326
1088,1297,706,902
1313,1484,665,760
965,1104,764,958
814,964,698,847
777,873,862,1005
1023,1213,1101,1238
766,863,636,777
834,990,441,496
1059,1201,585,666
781,931,547,624
472,526,532,610
467,548,499,557
618,693,447,520
609,715,606,699
456,539,719,827
404,458,530,634
608,712,606,687
729,837,490,584
597,709,475,543
683,790,579,659
613,740,465,529
594,692,510,576
542,618,686,795
520,575,689,816
586,655,697,807
726,834,877,994
694,820,592,731
699,832,723,875
1020,1165,913,1047
782,930,628,719
686,770,509,587
883,994,460,528
580,655,514,672
526,611,679,765
555,626,644,729
594,658,582,692
663,763,592,698
609,723,610,696
685,793,507,603
585,814,700,876
603,702,563,643
781,934,538,616
516,602,700,958
669,748,792,902
593,670,587,726
455,649,458,607
853,983,593,669
645,762,613,690
675,779,786,901
657,741,872,994
581,705,644,728
813,923,518,593
725,865,556,632
591,670,811,930
547,623,780,888
636,715,579,692
812,943,527,625
739,878,489,594
650,745,643,764
573,661,778,923
577,686,572,683
683,811,533,633
633,723,669,781
634,745,837,1016
593,701,553,674
572,673,591,660
734,870,501,584
639,763,519,591
616,685,443,505
630,700,471,565
572,637,1133,1377
502,600,938,1134
620,690,1401,1885
1052,1371,1152,1339
1100,1266,954,1087
1296,1473,1452,1641
1037,1235,1128,1310
1273,1512,1101,1328
1376,1578,1623,1811
958,1101,960,1169
1112,1351,706,848
1336,1612,403,540
964,1088,404,458
819,1047,1018,1235
598,708,865,1062
470,566,998,1169
1234,1408,834,1011
892,1064,1929,2154
1026,1221,686,802
952,1145,446,532
1698,2024,394,474
872,999,537,605
508,584,536,599
532,618,554,619
527,591,943,1027
543,631,489,590
588,663,440,524
1031,1247,319,433
751,906,290,356
573,636,460,579
475,518,475,554
427,497,455,550
415,493,2098,2321
630,706,1949,2128
532,610,811,1002
1377,1844,2302,2648
1789,2178,1091,1268
938,1071,1817,2025
1420,1819,1092,1225
1189,1400,699,837
1579,1745,596,728
1398,1566,997,1147
630,720,883,997
728,849,496,605
1333,1503,539,639
995,1133,1015,1107
593,677,533,604
633,723,490,561
862,962,517,632
618,690,573,649
592,677,555,663
574,697,896,1003
522,636,715,842
558,632,943,1039
948,1048,593,664
640,1026,561,675
648,1195,475,576
639,748,569,675
602,786,556,669
569,677,1374,1493
525,623,869,1055
760,842,1546,1714
914,1271,2304,2452
907,1031,873,1085
1330,1547,970,1182
2162,2326,907,1062
914,1096,1720,1883
994,1168,864,962
1036,1172,753,861
1172,1319,1585,1759
934,1059,1183,1340
746,883,1011,1153
1244,1412,748,867
791,923,566,645
842,976,466,530
717,832,522,706
520,594,388,435
502,547,581,643
807,905,592,648
481,547,541,607
624,691,527,640
552,605,672,750
571,624,520,593
451,564,433,516
515,586,507,590
588,659,1749,2083
494,570,1001,1133
577,655,759,858
1552,1914,749,883
1038,1246,1184,1320
809,894,803,954
880,996,638,828
1611,1780,686,755
825,957,609,717
946,1046,1227,1320
679,782,1553,1725
676,750,819,961
877,1093,757,869
1227,1325,368,425
1196,1579,402,467
885,968,2148,2321
402,460,1376,1566
520,605,2078,2264
2173,2341,966,1197
1263,1478,1172,1347
1549,1730,704,1053
915,1051,1004,1161
1050,1277,956,1129
908,1070,1874,2028
1123,1344,919,1082
861,1401,1706,1903
1361,1511,988,1131
1374,1545,1780,1990
1256,1408,981,1159
1026,1228,2441,2693
1289,1465,1239,1450
965,1135,890,1024
2120,2302,1591,1712
1615,1809,446,674
741,883,815,895
1133,1250,1064,1157
617,744,1080,1179
680,756,586,739
732,815,531,625
776,862,1009,1198
590,723,1102,1280
552,646,1165,1391
1027,1223,1694,2242
945,1132,1246,1466
1184,1477,682,809
2589,3098,645,723
1468,1757,903,1028
726,842,865,731
671,798,676,819
991,1114,762,866
1055,1431,1227,1413
671,811,757,874
647,758,677,805
1652,1779,683,809
719,838,587,699
683,799,1508,1890
720,834,1321,1482
652,762,991,1180
1556,1654,833,962
1574,1709,756,834
1353,1478,759,833
765,916,692,798
684,819,1384,1750
677,807,1653,1816
743,861,1252,1402
1487,1585,689,815
1111,1217,678,754
1606,1706,600,677
786,897,981,1184
582,666,883,1226
642,747,893,1271
1261,1361,638,718
1462,1580,551,650
1413,1544,524,585
552,628,509,579
558,622,376,442
551,614,427,474
488,536,1231,1385
423,499,593,860
481,527,547,612
962,1102,727,842
1004,1150,920,1051
603,668,1264,1393
851,982,632,746
1065,1183,1065,1244
1206,1363,821,1079
630,734,689,817
1367,1508,709,832
1186,1304,746,890
652,768,1004,1152
645,761,929,1420
648,766,1218,1362
1322,1443,560,676
1529,1683,676,804
1444,1585,738,826
648,751,1808,1908
645,765,608,723
784,885,681,762
1371,1539,1370,1544
714,834,554,676
730,824,617,748
1704,1859,614,726
656,775,764,870
730,860,1188,1326
696,772,943,1061
706,829,861,975
1754,1884,598,700
1236,1377,558,662
708,999,560,743
760,870,1820,1957
638,713,1706,1853
767,868,718,861
1257,1366,680,802
1121,1241,674,804
722,843,680,788
720,834,1204,1446
713,826,1312,1462
805,924,1397,1527
1107,1232,752,861
1071,1174,579,688
894,1003,655,748
692,779,1020,1237
740,852,1012,1153
677,888,1134,1296
1215,1421,1022,1221
1201,1410,1124,1309
957,1167,774,1149
1224,1412,1964,2108
1245,1415,748,844
1145,1275,923,1045
1661,1802,1067,1226
893,1028,719,843
649,781,585,810
1630,2379,599,701
1055,1204,661,782
875,971,631,705
578,692,631,762
647,756,1550,1649
713,790,645,761
687,853,680,799
848,968,723,837
1115,1232,714,840
661,767,1345,1458
643,764,586,671
667,782,542,645
745,871,679,768
691,803,639,746
623,733,663,758
770,874,693,825
554,670,632,705
806,904,631,714
1007,1133,578,680
676,787,1168,1282
703,828,1092,1220
519,649,1072,1446
1515,1703,850,957
1167,1294,495,583
713,1368,966,1049
918,1107,595,699
757,838,1108,1199
626,1140,541,629
956,1056,562,655
1301,1381,467,536
642,737,601,675
441,502,511,579
546,636,517,596
519,619,1160,1241
591,671,571,663
574,634,610,708
1096,1203,587,668
695,761,633,706
601,692,617,716
560,639,592,671
581,643,805,904
587,690,606,672
614,696,721,836
