Client_0,Client_0
613,330
422,336
374,389
539,332
493,346
520,323
303,436
336,382
455,467
287,1056
327,1189
410,1095
413,948
324,1016
321,1078
332,996
294,1006
294,930
462,1059
1042,939
1013,976
1067,1067
989,917
982,1035
949,1072
853,991
828,1099
841,1876
1022,1406
978,992
1139,794
1031,547
1017,459
770,642
968,849
1044,611
1002,414
1655,475
3176,479
1063,532
832,524
566,337
505,415
659,446
1848,450
662,431
409,465
465,406
599,371
407,350
507,440
380,511
409,503
436,399
399,374
481,357
450,507
453,387
472,416
438,594
418,368
549,394
466,445
432,426
427,398
374,522
542,497
471,349
426,472
572,414
466,413
484,445
416,427
509,514
484,346
461,547
439,488
404,395
459,405
423,543
578,414
531,452
413,379
437,418
405,440
474,466
558,377
478,410
420,344
515,526
471,327
520,489
483,506
531,459
474,384
450,346
529,440
454,296
500,425
490,557
422,426
500,422
565,320
446,367
484,602
427,398
521,294
334,580
512,594
543,319
444,361
557,727
349,420
565,337
534,318
434,433
349,739
536,414
503,521
448,680
410,306
585,508
466,725
448,380
407,322
460,659
564,1034
536,432
511,477
534,330
436,1918
507,422
644,299
609,838
464,745
458,324
1087,350
488,424
459,360
387,417
379,808
409,355
421,324
858,456
762,445
413,531
434,458
1092,474
349,672
354,458
720,427
339,573
279,602
496,473
429,397
545,551
501,549
513,513
605,470
483,446
436,666
397,600
481,427
453,662
419,408
554,796
575,700
472,461
452,538
487,625
705,1018
467,1007
390,974
693,1878
528,2045
799,2491
655,1049
617,1086
539,1052
684,1664
1065,1654
1073,1204
1040,1011
2145,817
2237,603
2563,1046
1698,577
1420,490
876,403
1070,513
1840,412
1572,396
1004,720
733,459
872,657
1004,457
572,420
636,382
501,499
485,518
393,416
483,650
501,381
509,429
657,379
560,316
514,393
458,443
508,379
376,555
405,448
406,384
432,728
359,530
411,373
401,396
431,447
513,634
450,398
556,624
431,290
534,470
632,266
489,459
377,434
401,431
459,514
430,467
412,440
474,571
418,372
693,451
325,444
427,351
548,384
431,425
488,484
444,488
442,312
570,341
402,342
525,296
406,407
347,476
501,357
516,378
412,455
407,544
427,371
338,470
578,490
320,461
341,412
367,368
558,369
597,315
346,419
358,457
350,591
529,352
508,404
487,374
505,282
318,538
396,782
343,296
345,343
612,485
703,643
421,434
489,2004
326,360
330,480
558,941
697,879
299,967
402,1148
431,1272
518,1146
398,1134
570,1135
430,1071
485,1052
932,1064
993,952
983,1291
1608,1559
933,1220
981,809
978,780
1171,828
1207,1071
1164,918
1093,702
1246,793
1913,730
1961,815
1289,1487
887,873
892,795
868,757
1500,663
1561,642
800,941
1028,1004
737,716
872,599
1870,664
1300,639
763,947
865,615
736,637
670,404
1141,448
1331,452
802,523
727,445
763,701
862,621
1379,571
768,582
755,767
465,633
473,526
434,578
625,637
550,567
813,420
664,473
544,504
594,517
768,391
762,565
479,551
578,468
638,492
553,654
547,427
553,516
403,522
421,646
427,510
429,422
416,483
421,744
508,449
773,479
507,390
512,408
432,395
761,549
457,598
411,543
505,548
846,515
666,421
495,813
510,473
556,487
359,613
576,435
612,422
551,6448
557,522
548,552
519,2361
669,353
491,545
490,530
584,372
521,487
387,483
3879,474
497,427
446,368
929,348
416,514
460,546
382,349
379,441
423,370
319,378
370,404
298,363
333,383
314,373
409,382
491,597
308,464
403,319
373,1439
255,2593
318,1818
297,1007
346,923
299,1008
291,1089
463,976
422,1069
359,1403
1759,1330
2375,1275
1297,1137
1375,698
875,690
1007,916
1070,648
923,439
1066,571
1800,449
1740,394
1805,377
1061,401
753,356
667,409
754,484
788,468
448,405
362,552
565,432
343,458
351,387
401,359
430,458
312,350
555,656
362,337
312,356
571,368
409,382
415,643
408,509
248,403
366,438
313,482
662,556
381,348
305,334
424,377
401,507
720,586
511,416
382,434
366,314
422,391
641,591
481,576
382,384
427,381
412,420
672,405
351,400
325,409
338,577
289,283
488,450
575,340
396,415
314,476
408,359
411,415
500,353
392,351
560,775
355,705
311,304
295,346
409,486
652,298
401,693
360,454
311,439
286,506
826,545
767,340
360,363
392,654
377,355
344,415
796,382
435,507
403,454
604,438
677,440
431,495
369,550
625,453
455,370
438,632
528,422
458,386
424,399
368,336
434,291
353,356
476,406
557,442
575,474
517,421
322,380
