Client_0,Client_1,Client_0,Client_1
368,489,402,456
332,20566,501,557
398,561,486,547
409,20480,489,528
309,436,505,549
302,20607,398,456
438,589,398,465
476,20580,486,553
477,508,339,475
383,20483,450,517
454,508,547,678
314,20647,539,587
475,645,333,378
334,20582,485,545
401,552,441,544
405,20497,395,455
360,441,409,455
330,20487,472,562
436,470,520,571
374,20672,505,564
482,603,490,571
359,20509,435,538
335,471,532,639
407,20443,440,483
288,398,512,579
283,20557,531,622
576,638,462,534
401,20561,610,721
419,523,635,783
372,20644,624,1615
478,604,620,740
361,20836,478,527
662,806,1584,1650
788,21012,407,467
942,1032,482,542
526,20451,473,525
268,390,453,518
665,20482,415,477
325,445,345,406
358,20444,427,482
472,544,413,475
345,20509,542,596
340,456,420,463
317,20600,396,456
448,563,451,524
377,20473,1101,1328
494,543,2362,2617
430,20439,1176,1419
304,405,1098,1661
326,21223,1340,1675
915,1171,1996,2160
4660,21244,1765,1937
941,1187,785,901
1179,21545,1107,1198
1188,1548,729,854
1965,21276,368,434
1599,1734,505,554
924,21332,561,625
1367,1457,465,524
429,20455,526,588
299,420,711,771
526,20676,380,420
582,629,402,442
333,20547,331,371
395,561,553,605
507,20449,494,543
396,445,493,567
301,20452,401,467
316,410,324,387
585,20676,388,455
534,630,424,493
318,20488,536,601
317,434,456,528
266,20441,638,691
314,384,761,826
280,20582,398,452
438,555,363,410
321,20622,504,574
458,576,849,897
733,20441,498,556
379,414,627,689
322,20593,445,512
449,531,535,591
646,20664,407,481
481,599,887,946
585,20509,483,528
431,472,480,544
448,20559,611,685
445,513,480,525
662,20626,559,611
481,574,541,630
479,20769,924,1050
582,724,620,697
567,20693,465,546
499,616,815,892
525,20807,605,673
612,928,1351,1574
553,20729,2501,2696
499,676,1640,1876
1006,20730,1948,2117
494,589,2588,3986
1196,23162,848,999
1671,3268,1399,1562
1860,23235,685,790
2826,3291,480,559
4966,21502,606,654
1208,1453,488,615
1363,21030,534,609
956,1046,673,725
367,21014,874,931
853,975,532,612
544,21786,491,549
1628,1748,612,687
667,20633,886,941
984,1033,480,529
555,20490,388,516
517,581,515,577
372,20740,638,740
1051,1103,531,590
523,20604,398,437
428,524,384,443
511,20597,450,502
454,610,565,620
426,20660,491,569
456,547,555,610
332,20633,506,573
505,575,921,979
512,20729,444,517
557,704,450,521
519,20610,1038,1114
446,573,1218,1661
857,20672,2732,2956
460,597,2741,2951
462,20979,1134,1315
803,960,1166,1378
1213,22291,1876,2043
1879,2313,1450,1612
2506,21464,1136,1327
1049,1500,2169,2347
1387,22183,2477,2664
1755,2153,1513,1767
1516,21150,992,1179
1087,1191,1882,2104
1913,22701,594,687
2267,2703,1293,1416
1343,21336,689,793
977,1248,1541,1711
2261,20890,638,748
634,827,607,735
1373,21010,389,435
792,991,1047,1223
1214,20932,1560,1773
688,923,951,1178
757,20583,964,1141
375,497,1299,1490
1102,21723,1158,1361
1301,1790,691,807
970,21334,734,881
1031,1325,1258,1393
1408,21706,730,887
1985,2208,1700,2428
847,21055,647,774
768,992,753,857
1238,21275,1136,1348
930,1220,657,801
1181,21460,699,853
1169,1423,870,1140
755,21201,788,954
930,1325,1058,1180
797,21118,573,696
794,1083,437,499
1163,21196,549,642
846,1167,684,780
850,21260,530,588
995,1243,496,546
582,20807,499,576
583,780,370,434
531,20598,1229,1448
494,542,928,1145
338,20783,886,1005
578,795,932,1054
453,21303,1998,2242
950,1409,1690,1888
1375,21472,731,905
1091,1403,856,1017
882,21927,1168,1290
1492,2212,376,445
1657,21215,557,637
893,1112,425,492
1076,21420,370,440
1056,1468,539,609
541,20872,344,403
660,816,299,437
420,20543,531,687
449,492,477,541
465,20632,547,619
556,620,419,488
654,20768,430,519
578,718,539,615
467,20655,408,485
485,625,568,650
514,20570,474,550
404,528,314,364
529,20682,413,488
468,619,356,419
618,20726,559,628
407,537,1054,1253
401,20633,2603,2789
447,616,1046,1226
387,20876,962,1116
676,839,1529,1702
1059,22191,2275,2457
1847,2658,1013,1238
1467,21420,841,987
1005,1316,1263,1384
1098,21859,393,483
1491,2251,642,731
1033,21353,716,809
1007,1254,419,507
1190,20768,907,986
505,670,466,554
706,20773,639,730
538,739,437,571
527,21015,478,556
821,978,831,923
407,20980,489,574
767,936,1048,1170
471,20704,2200,2371
465,642,874,1001
955,20816,906,1033
565,760,2525,2718
895,21875,1543,1734
1489,2341,940,1069
1046,21424,1618,1796
1066,1348,1662,1819
1721,21828,594,696
1406,1820,1143,1262
1046,22163,601,715
1860,2153,649,746
1609,20930,355,414
633,836,913,970
1186,21129,1072,1136
1101,1186,388,449
616,20619,364,421
428,564,366,423
973,21183,512,573
1000,1130,474,544
514,20502,828,905
343,469,484,557
478,20794,754,845
521,670,576,658
767,21247,506,673
1288,1369,633,723
536,21013,1103,1181
807,1004,497,568
605,20746,496,588
514,672,652,751
631,21440,571,654
1267,1411,1162,1324
493,20697,2683,2847
523,680,1885,2016
656,20825,1124,1275
595,746,2908,3136
1077,22501,1679,1897
2161,2511,608,719
1674,21527,932,1097
1103,1521,528,621
1271,21500,675,780
1129,1464,406,500
473,23381,496,549
1581,3760,1077,1234
515,20763,1313,1513
597,720,1509,1748
417,20649,1107,1324
556,629,1019,1210
1058,22203,1405,1653
1764,2283,1040,1244
1448,21296,797,928
980,1231,555,669
1459,21570,595,658
1177,1649,440,490
1036,21074,629,717
732,1036,468,546
452,20678,460,537
716,814,440,526
570,20574,1343,1558
408,538,1390,1570
548,20529,1109,1261
434,478,1102,1283
1047,21398,1417,1619
1047,1452,1033,1180
1062,21244,1069,1253
884,1181,588,689
1344,21399,767,891
1513,1686,485,535
993,21438,545,601
1163,1405,587,661
560,20730,509,586
504,685,462,551
398,20648,455,504
512,601,633,719
505,20653,514,570
465,588,528,584
395,20624,427,504
472,563,509,593
450,20600,457,523
632,696,581,743
374,20582,573,658
403,539,525,624
576,20606,629,720
412,534,539,616
455,20786,1021,1214
848,938,1552,1756
521,20726,949,1085
524,695,1200,1386
471,21366,809,964
1081,1436,881,984
1549,21337,547,630
962,1327,526,615
1110,21600,752,857
1079,1342,551,610
625,20984,565,731
757,967,576,667
512,20950,746,834
761,953,601,693
553,20911,537,624
701,890,516,668
626,20803,401,447
594,764,437,487
688,20835,370,431
624,758,497,556
567,20507,360,419
537,604,519,586
425,20535,450,506
328,506,525,570
532,20464,1206,1466
386,436,1177,1379
344,20546,1369,1720
567,640,1099,1308
321,21031,1075,1215
1067,1227,1063,1284
1356,22009,1626,1899
1579,1981,592,718
1009,21498,800,994
1159,1540,584,658
1809,22663,695,824
1839,3096,690,794
564,20814,785,927
949,1049,577,771
618,20923,816,965
675,905,651,731
668,21113,702,811
874,1108,882,980
493,20791,658,745
905,1023,906,1059
627,20781,738,836
864,965,573,662
557,20760,503,565
534,678,446,511
804,20998,403,473
726,1004,573,644
596,20559,384,430
641,699,520,571
406,20491,1251,1436
329,462,1518,1737
472,20636,1119,1327
440,521,1141,1330
431,21510,1137,1334
1839,2027,1174,1412
1267,21374,673,748
1047,1407,756,900
947,21614,508,601
1225,1700,781,926
1431,20768,603,672
677,741,433,495
728,20682,498,580
484,592,614,737
522,20698,465,526
603,652,1036,1136
536,20732,499,586
517,625,1248,1354
602,20754,517,578
505,709,546,654
679,20707,1497,1600
501,683,551,639
860,20607,1117,1280
439,548,599,675
474,20846,592,670
626,831,841,955
517,20840,720,1466
431,755,572,661
416,20601,774,896
544,593,483,580
678,20800,591,701
581,776,631,745
544,20829,989,1100
562,848,455,560
389,20993,516,605
775,994,1219,1322
404,21132,611,684
904,1100,583,674
456,20746,2259,2524
552,732,1854,2025
