Client_0,Client_1,Client_0,Client_1
928,1092,533,680
1021,1226,445,10739
899,1076,579,713
1034,1148,955,11063
1131,1256,1025,1115
666,742,1002,11125
387,459,1277,1421
570,621,981,11161
809,908,840,1178
477,525,893,11307
523,602,861,1338
428,488,767,11306
459,533,831,1191
493,619,1004,11193
906,970,817,991
418,490,674,10587
568,636,404,541
478,550,473,10817
377,424,537,830
536,611,372,10652
509,578,439,588
447,524,408,10632
427,479,462,602
473,530,418,10797
673,759,574,838
425,494,347,10895
363,431,620,941
460,524,535,10538
451,509,354,468
703,790,464,10541
429,491,400,491
401,447,480,10628
975,1184,464,593
1372,1619,383,10904
2406,2626,687,949
2425,2643,494,10601
1156,1375,437,566
1167,1383,472,10624
1730,1860,414,497
1147,1333,560,10579
1382,1623,412,529
926,1135,370,11341
1184,1394,1022,1258
1165,1449,1220,11880
2569,2806,1232,2006
1337,1541,1448,11072
1368,1578,1119,1318
1062,1285,1028,11207
1072,1316,1169,1320
1250,1475,1044,11309
1730,1823,1540,1758
841,938,1030,11100
390,468,1103,1258
385,444,1796,11514
454,506,2263,2491
571,671,1851,11736
362,439,1367,1731
517,599,1203,11673
466,542,1165,1699
406,458,1040,11720
791,888,1464,1647
528,596,1051,10598
509,564,424,520
486,538,445,10617
479,562,405,562
991,1083,598,10621
682,779,436,574
536,626,401,10604
514,605,555,596
526,611,352,10661
479,565,462,646
513,583,482,10804
566,679,615,768
575,675,369,10622
509,594,398,543
813,893,1191,12795
451,538,710,892
483,571,451,10710
415,499,524,680
444,535,531,10580
377,436,395,497
450,526,452,10665
499,609,487,629
423,481,459,10708
339,397,519,699
420,488,501,10591
403,481,388,561
370,412,447,10506
398,479,352,444
406,474,374,10481
407,467,334,441
443,540,384,10551
413,494,394,513
432,496,340,10416
423,517,264,370
1676,1774,375,10576
665,731,400,508
8799,8878,311,10559
3850,3946,367,548
1058,1144,427,10679
383,449,488,592
356,418,433,10566
412,478,387,547
515,575,1281,10589
492,544,321,464
558,635,621,10615
383,438,429,600
396,465,6407,10744
533,600,449,633
407,464,633,13851
476,513,3921,4018
438,493,444,10444
444,500,294,446
479,555,432,10515
417,470,372,500
412,461,281,10475
410,471,411,457
477,523,327,10583
422,500,618,683
406,463,303,10419
471,514,374,412
383,431,318,10463
1150,1580,333,403
1674,1871,469,10432
1837,2482,307,378
1663,2309,415,10475
1678,2538,336,447
1186,1354,389,10498
2708,2868,552,624
2499,3109,446,10558
1624,1842,406,483
1330,1974,350,11522
809,943,1204,1612
1101,1305,2462,13309
870,1048,2785,3448
790,1144,2512,13345
693,916,2827,3474
620,742,1305,12839
358,427,2037,2939
386,460,2493,12646
394,472,2156,2792
514,573,1658,11064
478,553,794,1031
343,413,896,11052
618,677,787,956
508,588,834,11072
492,541,804,1070
451,509,819,10447
390,467,298,377
433,518,353,10696
449,510,516,659
466,569,455,10528
428,511,404,483
438,513,254,11030
431,503,872,998
466,550,404,10559
688,754,435,514
396,462,425,10539
460,531,374,511
721,805,579,10625
488,559,457,585
426,491,698,10671
1106,1518,731,805
1362,1621,452,10513
1812,2065,359,470
3006,3195,546,10880
3326,3539,714,909
1104,1271,438,10550
1424,1659,395,509
2187,2392,758,10528
2915,3090,522,588
1177,1418,440,11416
1447,1688,1122,1517
1376,1547,1127,11987
517,645,1622,2035
508,611,2442,12777
743,1805,2402,2829
302,356,1156,11566
461,519,1158,1588
307,375,2326,11756
357,423,1396,1753
383,448,1251,11668
