Client_0,Client_0
284,371
288,353
443,464
461,365
453,351
287,375
336,378
272,316
419,344
339,347
343,386
464,412
401,443
462,348
453,362
305,368
254,362
354,371
357,411
329,366
350,419
309,462
329,513
371,354
325,377
322,441
433,469
351,437
292,414
315,446
362,468
468,513
313,366
433,437
392,455
559,445
434,451
315,499
421,422
458,544
532,282
347,470
489,363
491,847
803,721
337,492
415,529
363,410
508,349
655,588
484,526
431,435
438,1286
456,1269
646,1253
527,1005
444,665
1192,1465
1816,471
1678,716
1238,853
691,645
1004,534
367,636
831,633
934,577
728,1013
593,563
314,449
694,511
639,368
470,438
571,483
413,457
476,353
344,385
541,427
635,444
615,440
420,435
373,474
412,1221
468,1338
612,995
511,1342
497,1137
1349,1017
1188,1183
1314,1231
1194,577
1568,498
932,281
1025,446
1598,518
456,441
493,501
327,732
581,527
485,460
326,415
585,558
661,477
628,633
519,505
423,424
522,474
532,459
578,498
594,415
428,519
450,443
416,511
675,502
464,520
515,415
380,505
677,316
666,454
518,394
340,437
363,423
286,542
663,531
249,431
475,347
363,386
385,362
499,321
474,1589
357,1480
454,1098
497,1111
434,1287
2005,1482
2039,1244
957,1241
1199,1376
2011,846
2322,792
1120,817
1239,541
1338,848
909,673
796,917
1135,756
593,767
836,720
711,716
1253,666
588,982
949,638
723,780
920,681
665,913
977,671
619,634
1228,621
720,637
2158,865
523,585
937,684
903,485
554,915
987,564
582,650
1130,538
626,549
1051,475
526,757
687,509
502,499
657,711
566,506
888,621
603,494
534,858
1151,605
538,735
941,573
522,601
925,536
539,589
634,646
493,630
595,523
815,641
522,750
500,654
507,559
584,717
631,511
568,772
878,417
509,587
1114,668
574,605
909,580
519,573
588,877
1117,523
640,677
538,564
545,596
733,634
608,517
1104,669
680,419
567,844
622,563
500,858
952,585
549,830
939,745
467,474
835,880
621,571
935,745
859,657
555,633
763,486
630,458
658,403
588,546
599,429
372,417
458,410
403,653
686,782
420,506
393,397
343,487
444,478
514,547
484,507
385,692
349,646
424,773
675,666
467,650
850,679
618,553
820,732
502,670
646,715
836,680
561,725
706,783
571,580
643,807
541,585
710,759
919,850
585,455
959,743
453,565
578,638
583,516
543,804
907,700
557,626
596,553
492,636
571,518
547,757
665,529
577,702
668,502
563,1041
548,552
477,1025
848,575
558,539
715,889
614,527
688,949
574,718
630,473
608,538
584,593
639,2544
840,461
378,4417
690,492
591,344
3154,358
420,311
4903,394
632,433
391,1393
431,290
365,383
412,324
420,374
502,342
1161,294
384,309
435,367
403,419
400,350
370,383
499,299
505,384
480,327
347,402
441,354
320,344
504,378
389,358
393,280
439,384
434,447
557,338
374,378
394,459
404,379
356,478
336,465
380,2458
399,246
456,391
469,269
433,461
455,378
280,436
366,451
366,355
278,474
427,353
519,436
476,409
597,411
491,368
381,318
407,406
531,515
462,431
434,406
466,373
503,359
512,609
531,416
504,480
422,429
536,454
539,469
395,534
363,463
457,526
457,462
429,682
491,501
611,569
544,534
635,483
610,499
691,530
680,593
662,726
589,631
574,562
581,640
578,657
659,653
674,711
778,598
691,586
641,610
693,600
665,516
696,556
687,686
697,556
653,667
615,630
597,622
692,653
595,681
652,612
684,674
619,502
615,566
661,566
594,611
648,653
528,759
640,473
579,580
633,497
654,522
592,498
654,577
617,487
523,555
588,388
565,361
617,379
596,297
655,359
413,390
362,289
365,631
368,477
615,363
430,1655
354,1722
772,771
941,748
394,1076
1806,952
1237,949
1092,619
962,834
1266,485
959,743
1498,504
569,446
960,486
549,426
647,434
496,422
564,742
541,449
446,675
485,393
428,598
565,790
464,406
588,499
521,647
576,844
742,465
499,1060
591,1768
545,988
693,858
568,1641
1026,1761
1526,988
856,911
963,951
1870,1309
2010,1004
916,773
998,424
1643,615
1319,602
984,566
1091,621
475,590
996,853
613,629
546,510
626,451
546,899
866,507
578,543
570,509
479,747
663,486
471,635
743,530
543,551
614,1021
677,2836
668,1233
847,830
541,1550
918,1743
1611,879
991,918
957,504
1752,594
1518,548
877,488
913,479
539,609
806,564
701,818
523,411
540,732
607,539
558,448
717,405
395,381
808,499
453,636
456,557
525,439
481,919
499,481
788,843
578,386
532,408
806,627
459,600
837,557
542,427
405,559
716,587
628,578
