Client_0,Client_1,Client_0,Client_1
1110,1277,1158,1382
1168,1309,1317,1538
1108,1245,1131,1356
1221,1358,1246,1438
1232,1490,799,962
893,1007,1245,1485
1356,1503,1375,1601
1170,1340,1328,1533
1116,1255,1322,1531
1108,1262,1081,1233
942,1072,1298,1521
1166,1353,1394,1670
1501,1696,1287,1537
1392,1575,1447,1590
1390,1608,1301,1455
1506,1720,1309,1458
1496,1709,1387,1546
1203,1450,1142,1289
1072,1208,1153,1281
1119,1247,1276,1411
1235,1376,1361,1509
1273,1426,1206,1462
1287,1440,1250,1395
1163,1321,1240,1390
1157,1299,1294,1444
1141,1321,1276,1426
1122,1300,1270,1425
1167,1325,1206,1362
1227,1378,1246,1397
1207,1358,1297,1512
1283,1421,1454,1704
1492,1693,1370,1666
1367,1627,1415,1605
1095,1245,1424,1615
1181,1320,1435,1627
1195,1340,1249,1486
1212,1350,1176,1416
1168,1322,1274,1481
1274,1443,1525,1734
1262,1414,1559,1762
1275,1432,1455,1703
1195,1359,1367,1602
1186,1423,1599,1878
1333,1547,1052,1218
1026,1228,1124,1258
1043,1181,1099,1255
1190,1336,1170,1377
1167,1315,1255,1471
1428,1709,1246,1543
1409,1565,1347,1499
1302,1460,1192,1410
1256,1389,1360,1528
1233,1477,1254,1410
1338,1483,1357,1519
1262,1465,1412,1638
1242,1400,1430,1579
1250,1495,1331,1485
1250,1403,1370,1632
1444,1688,1523,1725
1245,1398,1516,1723
1261,1413,1549,1762
1282,1501,1524,1767
1183,1335,1511,1802
1185,1427,895,1019
1064,1234,1313,1552
1337,1481,1503,1731
1365,1521,1278,1416
1069,1427,1218,1365
1360,1570,1393,1613
1034,1523,560,691
684,795,700,782
656,740,1001,1158
1298,1532,1193,1443
1236,1438,1458,1774
1541,1782,1483,1679
1237,1459,1529,1722
1248,1465,1204,1355
1403,1580,781,907
714,799,1509,1733
1278,1517,1548,1845
1301,1542,1644,1845
1341,1566,1238,1488
1134,1433,1078,1282
1289,1612,1647,1897
1136,1381,1401,1541
1304,1439,1338,1563
1385,1603,1150,1369
1176,1391,1231,1459
1310,1537,1203,1434
1214,1424,1188,1415
1311,1536,1248,1505
1303,1535,1051,1201
1027,1440,1054,1192
1111,1311,1459,1953
1485,1838,993,1226
1120,1278,1141,1287
1242,1399,1210,1460
1357,1611,650,757
738,850,780,881
679,776,1099,1291
1152,1358,1123,1319
1410,1570,1230,1472
1475,1761,1274,1528
1399,1548,1355,1532
1126,1358,1328,1490
1202,1386,1366,1549
1200,1359,1201,1418
1308,1459,1362,1584
1221,1383,1213,1383
1385,1583,1322,1528
1189,1324,1207,1357
1260,1445,1290,1511
1101,1241,1226,1371
1264,1405,1120,1267
1285,1502,1269,1425
1144,1324,1206,1347
1367,1591,1337,1485
1253,1459,1336,1501
1476,1668,1335,1591
1427,1837,976,1086
906,1083,1117,1273
1010,1123,1214,1369
1505,1683,1219,1356
1260,1395,1125,1260
1005,1168,1140,1311
1006,1163,1124,1264
1132,1283,1163,1297
1146,1285,1455,1711
1279,1531,1411,1665
1233,1472,1511,1699
1459,1732,1273,1418
1252,1484,1223,1472
1354,1578,1109,1248
1290,1469,1203,1347
1135,1305,1131,1267
1362,1570,1201,1337
1447,1680,1472,1652
1459,1717,1385,1562
1369,1610,1299,1450
1603,1803,1292,1443
1593,1798,1383,1524
1358,1600,1352,1499
1326,1567,1189,1328
1448,1635,1273,1487
1216,1478,1310,1513
1178,1420,683,821
888,1039,628,678
671,757,1437,1625
1450,1688,1459,1649
1388,1665,1425,1575
1390,1676,1112,1217
1083,1279,1304,1481
1319,1526,1541,1693
1472,1747,1441,1600
1424,1717,1394,1528
1307,1560,1406,1548
1373,1614,1389,1524
1354,1594,1336,1474
1334,1578,1326,1473
1298,1543,1136,1305
1413,1619,1348,1499
1226,1452,1579,1758
1309,1532,1287,1433
1205,1440,965,1099
1136,1346,1298,1468
1197,1386,1440,1627
1263,1449,1418,1679
1407,1648,1487,1671
1252,1446,1498,1698
1257,1399,1262,1504
1293,1492,1761,2030
2287,2542,530,590
483,573,1455,1690
1410,1679,1376,1600
1150,1379,1552,1782
1308,1617,1443,1715
1346,1575,932,1092
1073,1245,1514,1724
1573,1839,1310,1497
1632,1833,1236,1406
1349,1513,1586,1764
1428,1609,1382,1532
1346,1605,1149,1385
1272,1532,1092,1339
1301,1475,1121,1360
1217,1410,1303,1463
1235,1426,1238,1387
1203,1490,1587,1745
1205,1546,1229,1379
1191,1390,1401,1582
1108,1258,1198,1358
1225,1382,1154,1310
1197,1352,1183,1366
1177,1341,1209,1398
1275,1470,1239,1429
1149,1387,1126,1289
1255,1402,1114,1278
1398,1654,1099,1258
1276,1487,1082,1218
1036,1252,1062,1200
1211,1355,1301,1518
1282,1499,1201,1435
1294,1511,1156,1385
1323,1553,1073,1303
1240,1557,1138,1392
1335,1568,1259,1481
1415,1650,1136,1366
1302,1531,1137,1359
1315,1538,1016,1181
1013,1183,1237,1487
1406,1655,1254,1483
1289,1542,1253,1509
1163,1403,1264,1501
1121,1305,1239,1459
1112,1264,1164,1327
1223,1497,1190,1369
1099,1259,1185,1343
1091,1243,1053,1219
959,1103,1210,1422
1090,1233,1202,1369
1052,1206,1114,1345
1167,1345,1781,2065
1845,2156,556,648
533,633,1278,1513
1438,1655,1245,1431
1446,1653,1157,1336
1391,1602,1224,1438
1349,1510,1177,1413
1459,1678,1337,1568
1274,1537,931,1078
874,998,1220,1412
1301,1511,1340,1495
1315,1538,1300,1460
1168,1336,1186,1421
