Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
15376,15480,16564,16665,16752,19383,19318,19225,21401,14731,11861,16647,16590,16540,16483,18266,18220,18172,18123,18313,10622,11699,11623,11539,11441,15228,15120,13170,11826,11768,11749,27818,27912,11813,11879,11942,12002,12066,12189,12129,15433,28601,28515,28421,27749,31963,31510,31877,31798,31717,8306,12953,11675,11588,11504,11413,11296,9449,9368,9289,13195,13367,13285,13483,13618,12338,14877,14821,14765,14699,10435,16091,16313,16237,16165,16409,17171,17100,17234,17294,2576,2897,2854,2951,2994,13002,12944,12881,12823,12761,656,1154,1275,1214,1718,2054,1986,1660,1777,11256
11923,11985,12060,12116,12166,12324,12267,12215,12832,12412,16631,18044,17975,17907,17829,18286,18229,18175,18111,18342,6773,9030,8941,8834,8742,8526,8382,7122,6995,6896,2122,17299,17361,2191,13262,13318,13369,14560,14010,13447,5842,22147,22071,21995,21916,22721,22222,22512,22369,22297,3227,4805,4728,6564,6485,4970,4891,4638,4549,3286,7534,7730,7640,7816,7895,7985,10372,10302,10217,9143,7134,18610,19110,19046,18948,19174,19300,19236,19360,19420,2575,29992,30157,30302,30371,3218,3158,3103,3031,2973,805,28321,28743,28702,28916,28873,28831,28789,28963,1747
2366,2413,2457,2503,2549,2692,2643,2594,2835,2779,6387,7269,7213,7163,7115,9021,7458,7408,7330,9879,697,3385,3316,1926,1820,3234,2804,2733,1587,766,1764,6131,6187,1872,3000,3085,3169,5416,3442,3343,13777,22408,22356,22309,22259,23539,23003,23325,23190,23102,2887,3225,3134,6576,3044,6482,4142,3999,3486,3392,1348,2614,2526,2683,2825,2901,3346,2969,3280,3048,3476,5956,6121,6069,6014,6177,6294,6235,6348,6404,18564,20118,20528,20639,20702,21960,21886,21810,21743,21682,17971,18447,19213,19158,19400,19355,19306,19263,19450,21359
5889,6017,6121,7057,7130,12906,7276,7207,13293,7839,12557,12839,12751,12684,12623,13259,13177,13019,12929,13322,1612,5794,5367,5274,5189,5102,4975,2788,1766,1695,2155,12480,12567,2279,12640,12716,12797,12850,12944,12894,3869,12617,12538,12459,12377,14503,13985,14407,14295,14131,1866,2315,2250,2184,2117,2519,2451,2389,2047,1972,3434,3795,3677,3889,4081,4184,4425,4340,4500,4269,2773,11163,11306,11222,11440,11564,11697,11643,11757,11880,10868,21421,21371,21478,21524,12418,12361,12301,12249,12176,11179,19368,19474,19421,19533,19871,19814,19757,20725,11910
2107,2258,2536,2400,2679,3634,2944,3067,3740,3322,55953,56183,56136,56087,56036,56372,56324,56279,56233,56693,1446,1927,1870,1825,1778,3624,3513,1631,1575,1517,56174,56077,56295,56368,56440,57590,57689,57748,57866,57808,59950,3730,3431,3287,3203,4816,4427,4702,4617,4548,2516,3734,2926,4045,3952,3848,3489,3316,3228,3115,2200,2319,2261,2382,2480,3337,3533,3473,3411,3600,691,1253,1378,1898,1843,1946,2050,2001,2124,2183,3231,3556,3617,3669,3717,13116,13076,13035,12994,12949,1323,1633,1739,1687,2398,2929,2881,2831,2978,12023
666,750,829,914,998,59911,1140,1304,61048,1385,49095,49268,49329,49214,49160,49534,49484,49433,49384,49582,53955,54674,54609,54548,54335,54278,54220,54158,54098,54033,49019,49081,49145,49195,49257,49322,48637,48728,48841,48788,49845,52733,52613,50051,49970,53108,52814,53031,52961,52894,49682,53712,53637,53512,52562,52507,52447,52386,52325,52229,2021,2175,2106,2247,2316,2532,2453,2391,3140,2926,47240,47329,48701,47439,47384,48799,48954,48879,49031,49110,2792,12863,12799,12925,12994,3620,3576,3522,3466,3396,2391,11502,11663,11560,11725,11869,11823,11778,11914,2512
49162,49256,49323,49383,49443,52223,49560,49501,52298,50850,39670,40172,39851,39791,39729,40414,40363,40308,40249,40472,45280,54957,54872,54785,45730,45661,45593,45531,45466,45390,38178,38233,38287,39183,39288,39351,37945,38014,38118,38068,51140,43788,43728,43661,43591,44093,43850,44040,43988,43919,50832,51080,51026,50970,50913,51377,51320,51264,51203,51141,47653,47832,47751,48572,50074,50143,50607,50537,51104,50428,40000,40081,40353,39683,40141,40785,40942,40861,41020,41081,2613,3190,3272,3338,3400,60411,60295,11941,11880,11825,1305,1858,1947,1904,2079,2188,2033,1990,2125,10936
42282,42345,42397,42445,42508,52162,43558,43485,52239,51108,13301,13543,13490,13434,13375,13762,13712,13661,13604,13812,577,1336,1285,1177,1117,1536,1456,1391,1060,728,12596,12663,12717,12774,12827,12885,12925,12978,13109,13033,3302,3438,3366,2120,2057,3746,3511,3698,3642,3581,3182,3458,3404,3357,3309,3688,3632,3577,3518,3256,40558,40895,40823,50323,50374,50422,50523,50475,41122,50584,3248,3323,3503,3444,3386,3685,3798,3740,3564,3622,1655,51300,51244,52079,52143,51076,51019,50955,50890,50817,758,53723,53870,53797,54159,54101,54037,53967,54296,1168
1509,1586,1646,1702,1803,3485,1933,1866,3568,3200,3753,3929,3885,3840,3797,4106,4061,4018,3972,4148,842,11271,11225,11181,977,1324,1253,1102,1044,914,3085,3141,3198,3256,3303,3350,3398,3449,3550,3498,11661,2644,2543,1205,1135,4391,2774,4336,4280,4216,12403,12589,12536,12907,12482,12864,12813,12768,12715,12651,3087,3231,3171,3618,3679,3729,3829,3779,12627,3889,2342,2425,3181,3111,3022,3316,3418,3367,3474,3246,41054,42361,42311,42439,42489,45439,45383,44952,44899,44839,43224,44303,44454,44374,44777,44706,44637,44561,44898,44841
687,868,927,984,1050,11912,1109,1451,11969,12025,12765,13213,13090,12986,12877,13500,13443,13392,13345,13280,980,1253,1355,1312,1048,1879,1829,1780,1730,1671,13279,13423,13496,13567,13636,13705,37086,37714,37229,37163,2360,1825,1767,1704,1637,2486,2421,2707,2643,2558,2860,3071,3004,2957,2915,3366,3314,3261,3206,3133,2294,2453,2384,13214,13265,13318,13461,13406,2872,13361,2845,2939,3155,3084,3013,3389,3444,3213,3268,3324,34674,44655,44590,44717,44778,35513,35449,35239,35164,35062,35238,42152,42204,42257,42305,42586,42532,42480,42337,35502
