Client_0,Client_1,Client_0,Client_1
389,433,459,551
384,424,547,667
341,394,393,434
1296,1800,369,411
1076,1291,488,543
2993,3172,368,411
660,782,2595,2951
863,997,1212,1435
798,927,1272,1636
740,888,618,729
631,712,832,945
697,805,764,871
843,952,706,834
731,851,671,756
616,716,673,794
796,931,817,930
863,983,664,743
586,699,694,801
637,754,814,921
655,772,729,828
610,699,684,766
430,491,681,802
331,388,710,834
461,524,856,1035
324,369,516,615
345,395,466,578
480,526,448,537
351,393,455,516
473,518,433,491
1124,1376,526,571
769,959,410,482
1256,1489,522,574
1036,1195,1328,1506
1376,1605,1039,1252
1053,1241,963,1386
527,631,1143,1448
1029,1120,1401,1660
460,518,903,1053
345,405,517,579
373,418,592,685
337,379,1134,1211
352,391,579,651
499,570,678,742
539,602,503,560
749,846,469,534
491,563,556,650
488,581,563,647
479,577,789,889
461,523,590,657
889,981,525,602
489,551,485,574
430,517,550,612
992,1125,609,720
694,823,471,536
761,884,535,598
919,1044,954,1075
806,941,700,816
765,861,735,857
911,1089,793,1013
680,833,753,918
856,1019,732,825
846,1022,1054,1263
324,382,889,1051
490,548,778,960
422,478,646,770
415,481,613,737
375,450,583,687
405,471,568,671
487,538,394,464
405,474,401,459
688,774,463,532
751,849,514,559
719,810,462,539
504,567,603,685
653,721,598,690
1493,1692,582,647
964,1131,531,624
1251,1539,592,656
979,1176,1659,1895
1565,1784,1123,1334
996,1124,1221,1454
1445,1770,1098,1306
964,1091,1316,1494
1087,1310,1008,1144
906,1032,1111,1398
1254,1451,1063,1227
537,597,1057,1251
614,681,1093,1298
516,598,1112,1315
476,562,515,615
628,713,739,822
628,762,738,825
500,570,577,676
1541,1732,632,726
947,1100,558,651
1449,1733,566,634
932,1058,1569,1740
1085,1369,985,1166
1060,1222,1245,1424
1444,1662,1012,1230
558,725,1370,1624
669,750,1005,1165
523,597,1523,1758
565,639,766,884
615,729,591,696
652,989,708,790
800,945,640,749
664,753,854,982
570,689,714,846
585,684,605,730
616,719,672,754
825,961,568,641
615,834,650,779
585,678,903,1007
624,746,839,939
571,676,752,854
596,726,642,765
653,778,546,621
567,676,558,659
673,754,812,936
825,922,856,959
841,953,587,705
741,842,640,717
805,929,930,1054
736,833,778,871
577,662,847,947
577,653,787,882
811,927,862,968
738,861,567,668
723,814,508,584
561,640,863,968
491,601,836,941
549,624,668,743
827,951,607,716
687,780,661,762
463,575,928,1034
691,794,685,901
480,590,2882,2972
682,785,707,846
893,1020,684,805
1733,1933,526,625
867,992,513,617
1287,1481,1086,1274
736,831,1435,1760
645,739,972,1100
516,619,1059,1320
580,682,823,974
516,610,711,841
554,675,678,782
724,841,624,713
549,637,604,706
583,679,530,635
503,561,833,999
1915,2080,558,895
1173,1331,707,832
870,984,593,657
2021,2272,1568,1820
782,897,938,1129
1900,2199,954,1079
771,937,1728,2013
1255,1436,928,1082
954,1133,1606,1875
1289,1495,977,1118
798,913,1230,1517
1689,1962,1002,1148
864,1042,1247,1479
645,788,937,1075
1040,1218,1315,1580
624,779,900,1070
687,775,733,879
716,851,766,1014
658,769,701,809
643,754,748,840
813,987,919,1125
664,822,777,907
579,666,755,889
779,908,1090,1260
1037,1256,750,902
669,797,744,887
619,706,822,993
955,1234,1052,1276
853,1025,744,874
604,731,729,850
1467,1847,821,1017
1166,1346,841,1293
703,840,725,848
608,753,1013,1202
1478,1630,747,885
528,614,719,831
703,840,736,862
345,427,1763,1889
362,417,750,837
494,549,778,919
372,425,377,455
379,441,490,544
280,320,538,598
435,480,450,493
390,439,411,468
469,536,355,417
959,1178,478,524
925,1043,398,451
583,694,624,701
615,735,1240,1355
772,920,1206,1320
1209,1329,713,835
596,723,645,757
599,699,910,1023
643,722,1592,1726
641,754,704,782
1382,1488,605,724
1387,1509,615,688
827,931,593,708
623,725,1619,1717
609,707,1651,1773
1281,1386,723,835
1455,1560,695,790
1290,1385,671,744
739,853,1499,1604
673,786,1138,1240
669,795,1485,1573
1357,1461,702,823
836,949,664,784
714,785,721,836
1814,1964,1569,1665
1035,1211,704,803
911,1061,604,678
1138,1318,1766,2061
1569,1736,1332,1502
962,1125,1356,1589
2144,2284,868,1071
756,871,980,1165
514,597,769,897
766,831,1705,1841
1085,1147,841,947
505,602,518,595
558,625,467,740
461,604,932,1001
469,688,556,659
440,512,556,609
1050,1133,559,631
578,646,456,536
513,578,507,588
649,748,806,888
1067,1155,550,626
851,1035,612,671
719,796,690,789
692,798,955,1284
698,827,742,846
788,882,715,836
768,1055,655,771
680,755,585,706
602,712,673,767
668,761,783,891
688,781,733,840
1187,1331,680,833
1028,1104,590,691
611,704,596,703
663,711,903,1024
445,516,679,739
463,522,561,625
483,561,643,706
690,787,454,598
935,1085,447,514
657,761,431,506
728,873,636,738
1917,2077,875,966
1797,1911,621,738
713,860,848,938
752,899,1332,1456
1670,1792,1162,1297
773,911,783,925
681,818,629,774
1283,1586,1043,1176
796,915,927,1056
1094,1218,840,961
790,881,1248,1362
314,357,818,936
610,689,1259,1393
463,528,752,878
488,534,249,349
472,518,583,689
481,526,257,309
496,543,329,382
419,460,489,534
983,1650,447,491
1067,1273,289,337
1120,1485,349,389
2136,2389,1240,1568
1180,1424,955,1176
1149,1382,878,1060
1147,1350,2038,2253
1042,1211,913,1092
949,1029,955,1209
507,584,916,1373
689,769,989,1168
757,1027,939,1042
863,1017,424,600
510,569,648,715
700,787,758,833
554,664,1022,1094
561,647,436,487
1848,2037,677,773
1888,2102,654,768
1174,1313,675,794
1639,1846,2244,2419
2287,2494,1745,1969
916,1066,1081,1302
583,691,1530,1681
550,651,2750,2922
1296,1374,930,1066
1300,1412,505,608
944,1027,631,735
1075,1164,1122,1207
576,641,1564,1664
482,579,744,850
674,759,1257,1334
916,1020,707,776
590,660,570,634
764,888,608,704
1113,1239,951,1027
543,643,712,854
659,744,682,790
1066,1177,1019,1134
921,1017,651,721
615,730,622,731
847,976,1156,1278
1243,1338,1219,1355
725,839,623,748
697,817,920,992
715,838,1322,1410
1006,1141,584,699
1291,1390,581,695
886,1000,625,740
716,835,964,1077
1121,1241,1259,1389
451,522,832,1075
481,539,1158,1258
492,555,1054,1350
565,643,427,495
594,695,354,428
2820,2922,415,492
880,1003,437,508
634,769,597,655
706,787,782,935
628,738,1326,1439
680,777,574,685
956,1081,607,703
782,892,657,786
714,791,540,660
591,690,669,801
642,737,690,855
898,1018,729,835
803,909,555,650
706,789,500,600
660,737,591,698
605,733,825,980
683,892,583,657
905,1006,523,594
698,781,522,636
672,770,632,806
645,745,744,900
466,514,672,787
370,433,554,625
466,524,573,649
521,574,463,522
610,720,353,421
739,824,391,493
1158,1315,482,527
968,1159,519,670
1021,1204,765,895
890,1018,939,1180
822,996,1117,1330
1586,2033,761,1007
847,959,1186,1415
1039,1227,700,847
885,995,2737,3183
812,920,800,906
1321,1566,899,1126
911,1075,796,905
547,603,752,900
475,531,1320,1672
530,603,550,664
472,550,493,549
451,535,400,475
503,587,466,549
561,685,423,507
703,818,436,534
621,734,448,502
613,724,602,721
1169,1404,607,735
1156,1414,598,715
942,1108,647,773
1105,1290,954,1094
1007,1165,1305,1547
1540,1835,954,1104
1089,1315,1472,1747
863,1059,873,1081
566,647,1902,2113
634,716,962,1094
411,495,1129,1302
519,592,487,574
380,448,518,598
455,512,335,415
428,484,446,516
357,399,411,469
494,548,452,520
1050,1211,369,434
1327,1579,293,346
1143,1367,365,431
2122,2322,957,1081
1080,1283,1563,1818
2470,2644,1022,1179
1110,1610,1519,1687
723,831,1005,1207
455,525,1446,1615
433,514,1190,1366
451,516,712,846
418,477,357,441
1181,1533,432,485
1101,1285,308,348
1368,1835,331,378
998,1195,1960,2137
1018,1200,906,1097
1126,1536,2330,2510
1079,1496,941,1070
817,980,1096,1230
1209,1431,1682,1820
1430,1579,2048,2187
785,937,784,926
951,1103,1651,1776
1716,1915,1237,1352
838,941,685,939
1862,2044,757,912
1743,1939,1958,2094
712,827,719,810
624,725,1762,1871
624,720,2017,2152
1039,1254,615,714
688,766,543,660
653,766,482,554
639,764,1172,1385
1268,1443,538,620
1236,1412,633,721
963,1135,529,636
641,757,1498,1621
585,694,1406,1519
680,861,1544,1667
906,1057,567,686
1365,1523,508,586
1154,1284,781,886
470,530,1443,1571
604,695,1575,1679
529,624,1309,1396
581,679,382,443
537,630,586,669
512,610,529,622
739,842,511,612
1018,1137,487,587
538,615,472,566
600,690,695,1011
460,547,1305,1431
564,643,458,601
619,708,511,616
693,847,540,643
474,557,493,551
789,880,535,600
768,993,1207,1322
621,691,544,616
602,699,532,631
598,696,663,776
796,884,709,813
1203,1312,663,914
614,694,603,695
692,790,879,955
690,785,1478,1587
836,947,723,990
1039,1139,622,721
723,833,621,717
554,661,751,850
662,761,1008,1124
1308,1533,709,835
1394,1606,552,775
1030,1219,578,684
2053,2261,1097,1311
1983,2431,1551,1712
539,630,1071,1241
489,574,2150,2344
510,570,2088,2492
361,434,408,496
507,580,750,830
602,717,312,352
715,849,346,420
1222,1339,432,500
1432,1542,632,747
725,826,709,861
708,792,713,1817
1510,1644,893,1022
711,803,868,1022
680,773,679,835
988,1102,1946,2084
