Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
569,623,855,901,943,977,1011,1046,1086,1120,1006,1095,1190,1361,1450,1528,1616,1943,1719,1821
1103,1205,1314,1539,1645,1747,1848,1948,2049,2170,790,837,878,920,959,996,1045,1085,1122,1156
1931,2066,2243,2411,2597,2783,2972,3152,3359,3513,940,1040,1217,1284,1348,1417,1480,1616,1681,1543
3079,3316,3464,3591,3713,3831,3994,4104,4211,4345,1860,2050,2241,2419,2553,2727,2869,3026,3204,3354
2100,2251,2374,2728,2963,3208,3408,3602,3824,4031,1999,2173,2339,2493,2688,2926,3143,3384,3593,3809
2801,3023,3220,3421,3658,3861,4064,4245,4608,4816,2020,2203,2374,2533,2679,2923,3171,3396,3579,3750
2657,2877,3082,3272,3480,3661,3829,3980,4328,4516,2129,2283,2431,2600,2779,2983,3150,3353,3519,3697
2779,3017,3268,3496,3720,3935,4146,4357,4565,4816,1742,1907,2126,2321,2513,2664,2773,2893,3051,3165
827,901,965,1026,1092,1165,1242,1308,1375,1441,1893,2026,2141,2250,2390,2527,2689,2869,3064,3235
1110,1194,1263,1332,1414,1492,1567,1642,1716,1793,832,882,925,967,1011,1052,1094,1144,1186,1228
1925,2100,2260,2419,2615,2859,3111,3274,3482,3669,947,1014,1069,1120,1171,1227,1275,1322,1368,1416
2224,2366,2479,2650,2798,2909,3017,3123,3231,3338,2682,2928,3109,3288,3460,3629,3795,3990,4153,4311
2426,2604,2758,2909,3062,3214,3363,3508,3652,3832,1721,1852,1968,2100,2219,2374,2546,2707,2827,2973
2416,2600,2759,2910,3066,3218,3384,3534,3684,3870,1827,1958,2071,2181,2289,2462,2637,2790,2918,3032
1179,1251,1317,1377,1437,1495,1555,1614,1740,1814,1796,1924,2037,2186,2352,2566,2742,2907,3124,3346
2403,2629,2850,3059,3270,3476,3663,3868,4069,4323,850,900,943,987,1029,1076,1121,1158,1200,1236
2044,2186,2310,2636,2759,2879,2997,3161,3321,3495,3211,3451,3668,3865,4066,4272,4482,4642,4761,4903
1940,2141,2298,2411,2522,2628,2736,2874,3033,3216,1927,2069,2834,2968,3098,3220,3340,3456,3597,3716
2157,2320,2471,2651,2820,3010,3182,3387,3561,3736,2180,2335,2460,2571,2868,2993,3101,3339,3447,3212
1987,2148,2288,2417,2568,2709,2861,3038,3223,3395,1972,2103,2219,2332,2441,2547,2664,2795,2905,3020
1949,2078,2190,2324,2467,2603,2785,3004,3166,3336,2477,2613,2738,2850,2960,3072,3181,3310,3422,3528
2190,2323,2436,2551,2658,2771,2880,2999,3131,3241,2303,2489,2650,2820,2994,3178,3360,3526,3680,3866
2003,2143,2262,2380,2498,2638,2761,2883,3006,3123,1773,1903,2015,2125,2274,2398,2513,2671,2798,2928
1908,2036,2149,2257,2363,2490,2598,2710,2822,2938,3159,3381,3558,3733,3911,4106,4303,4991,4745,5183
2615,2759,2879,2998,3110,3225,3369,3487,3605,3723,2873,3085,3246,3402,3561,3739,3916,4488,4298,4641
2041,2180,2301,2419,2535,2678,2801,2919,3037,3157,2772,3036,3281,3503,3722,3933,4169,4950,4563,4745
1856,1952,2040,2126,2210,2323,2420,2506,2643,2795,3083,3299,3478,3660,3893,4069,4265,4829,4618,5001
1611,1740,1880,1998,2143,2264,2425,2571,2720,2871,1968,2156,2326,2491,2644,2792,2939,3537,3231,3375
2233,2432,2631,2807,3017,3219,3468,3687,3934,4171,2177,2325,2458,2596,2748,2899,3045,3494,3317,3617
2040,2177,2296,2410,2525,2640,2753,2872,3021,3274,3060,3363,3567,3763,3992,4193,4370,4904,4696,5103
2438,2710,2937,3192,3413,3645,3882,4092,4342,4549,1685,2995,3258,3481,3685,3889,4092,4280,4451,4696
1085,2162,2350,2574,2822,3043,3256,3473,3705,3916,2810,3066,3273,3499,3743,3961,4169,4395,4609,4774
2415,2681,2905,3130,3365,3569,3775,3979,4185,4427,2097,2240,2366,2566,2792,2998,3207,3398,3642,3835
1193,2776,3010,3230,3447,3659,3875,4096,4316,4553,2783,3011,3213,3420,3634,3837,4035,4250,4471,4636
2479,2709,2923,3127,3332,3538,3751,3970,4179,4430,2710,2936,3148,3358,3568,3780,3985,4629,4375,4768
2444,2652,2845,3039,3235,3426,3620,3816,4506,4751,2700,2926,3143,3366,3589,3805,4021,4629,4419,4755
2178,2375,2563,2741,2917,3132,3339,3610,3825,4039,2724,2928,3122,3307,3492,3969,4173,4344,4487,4613
2552,2777,2995,3196,3369,3537,3719,3950,4139,4344,2547,2689,2812,2931,3051,3175,3293,3411,3529,3682
2369,2574,2736,2925,3152,3328,3499,3671,3844,4016,2165,2365,2579,2803,3003,3186,3401,3592,3784,4212
2174,2339,2501,2671,2842,2997,3183,3340,3494,3649,1822,1968,2093,2215,2366,2490,2609,2725,2845,2963
1853,3229,3413,3552,3725,3901,4074,4246,4418,4628,1794,1925,2039,2153,2264,2375,2506,2625,2732,2839
1632,2453,2578,2691,2811,2922,3031,3160,3271,3378,1837,2013,2135,2249,2362,2469,2577,2682,2788,2895
2248,2375,2485,2593,2727,2838,2951,3060,3173,3305,2094,2224,2339,2449,2605,2752,2868,3042,3241,3402
2199,2337,2451,2558,2668,2776,2904,3011,3117,3223,1887,2017,2130,2258,2367,2501,2669,2867,3046,3251
2171,2301,2419,2526,2632,2740,2850,2957,3061,3195,1935,2094,2260,2450,2626,2812,3005,3220,3391,3529
2185,2315,2428,2536,2645,2753,2862,2969,3097,3205,1718,1874,2016,2155,2350,2541,2720,2914,3076,3261
2169,2297,2419,2531,2639,2749,2854,2991,3102,3215,1076,1844,1993,2146,2331,2494,2685,2851,3039,3188
2202,2372,2532,2742,2934,3171,3338,3451,3560,3736,1047,1898,2016,2128,2237,2364,2505,2657,2801,2992
