Client_0,Client_1
849,1005
769,891
544,636
528,626
391,459
504,622
409,496
1180,1330
1034,1601
1531,1812
1496,1760
1302,1540
1121,1313
1134,1328
1141,1345
1426,1645
1530,1773
1510,1787
1521,1759
1132,1408
910,1044
983,1198
1145,1360
1056,1231
755,884
606,696
451,520
454,668
436,505
471,527
492,577
504,573
490,585
474,551
449,505
423,510
492,570
456,533
447,517
483,539
473,553
533,590
501,577
583,667
557,628
595,665
513,588
476,606
477,556
531,583
565,629
423,476
517,575
513,586
545,617
394,484
554,642
698,787
433,503
390,471
420,473
567,633
582,657
504,584
480,562
666,755
519,582
438,500
537,624
469,539
532,599
421,473
466,523
654,775
492,588
526,616
1741,1816
1663,1752
428,478
502,587
612,686
396,482
489,570
639,713
532,611
585,656
422,500
448,524
478,572
517,598
517,586
554,645
464,528
475,527
514,583
624,694
504,577
521,587
468,547
509,581
620,703
465,519
558,640
487,636
482,562
446,540
626,714
641,727
551,609
414,466
501,553
460,605
420,501
372,426
975,1127
1366,1554
1393,1644
1665,1888
1654,1821
1138,1360
1186,1432
1124,1272
966,1163
833,933
795,915
474,576
489,561
462,542
734,824
489,574
604,666
645,734
409,487
394,455
562,629
427,490
504,561
463,525
400,448
578,650
544,616
521,585
547,616
473,543
440,494
554,614
551,616
440,490
409,496
560,637
2541,2616
2970,3102
559,665
486,533
2639,2743
642,788
368,427
517,583
472,516
450,494
429,474
357,404
501,560
441,490
528,589
441,494
402,464
564,621
439,489
442,515
358,429
418,477
551,638
561,643
640,775
513,575
423,488
498,567
529,597
406,465
344,401
486,550
561,620
535,586
393,452
497,552
369,428
1077,1304
1108,1258
1482,1653
1367,1551
1376,1579
1368,1578
1015,1240
1041,1249
1016,1231
1054,1254
1248,1434
1469,1656
1502,1691
843,1116
628,720
591,704
592,703
807,933
612,718
481,554
674,771
688,776
519,617
707,810
623,713
555,625
632,729
548,647
527,618
505,597
656,781
718,799
543,634
464,546
710,805
654,733
566,662
571,659
1317,1488
1240,1504
1473,1678
1527,1721
1140,1350
1345,1598
1167,1370
1037,1275
1037,1170
1085,1225
979,1172
1533,1719
1461,1642
691,836
798,937
781,909
814,984
1069,1219
1003,1098
906,1055
618,718
617,735
828,947
561,661
431,519
395,469
381,425
532,575
374,433
500,567
447,498
505,566
468,522
389,443
421,483
403,457
419,473
468,524
450,491
306,360
432,486
435,497
474,533
384,434
484,539
440,490
435,496
393,472
388,449
357,420
372,425
448,507
335,395
436,490
392,448
407,478
470,536
414,456
374,442
532,579
464,529
381,461
489,551
375,416
470,514
437,475
427,473
378,493
515,559
403,472
343,396
335,384
496,557
444,503
359,401
373,438
403,458
497,548
492,542
1147,1391
1228,1431
1251,1754
1430,1618
1060,1275
1132,1328
1027,1192
1040,1178
1002,1136
1055,1250
1500,1691
1406,1595
1715,1908
1042,1229
1143,1338
1163,1357
858,1006
586,777
634,735
480,562
468,551
394,468
440,500
484,556
896,1053
1171,1317
1705,1896
1528,1736
1249,1491
987,1122
976,1145
984,1178
1075,1385
1077,1274
1029,1403
1400,1921
1448,1630
1487,1680
1080,1217
996,1175
1040,1206
955,1084
1257,1532
1471,1644
1496,1687
1088,1235
778,879
697,797
912,1013
753,859
750,833
696,820
819,924
858,1028
802,901
690,774
593,668
437,502
366,428
470,522
335,383
394,448
536,576
502,580
473,554
347,414
502,594
400,462
400,567
915,1038
1018,1229
1105,1337
1501,1795
1372,1603
1461,1796
1055,1190
1049,1239
1064,1269
1131,1340
851,1057
584,682
530,643
925,1038
1297,1433
845,950
525,623
588,696
648,758
420,464
367,419
993,1235
1051,1240
1563,1837
1470,1752
1651,1994
823,918
658,820
799,956
602,854
469,569
471,550
561,641
442,645
553,662
377,521
505,591
504,595
469,538
452,503
607,722
529,641
466,537
447,537
595,696
428,496
476,530
560,616
439,517
527,622
491,559
1193,1398
1184,1430
1466,1677
1308,1649
1470,1689
1148,1410
1267,1501
981,1155
1029,1221
1404,1592
1313,1489
1293,1473
918,1044
989,1176
988,1120
1015,1209
1486,1672
1388,1627
1342,1539
1117,1318
1136,1347
957,1143
819,957
1037,1158
813,921
580,659
512,604
568,676
504,593
441,509
570,678
683,785
497,572
546,621
463,550
692,798
720,837
577,681
810,983
620,717
422,483
644,741
754,880
537,603
586,672
606,670
653,732
706,794
466,564
503,598
651,744
534,627
476,538
604,681
603,706
484,575
556,646
676,757
502,561
462,541
523,622
657,761
488,588
467,525
550,630
581,681
515,595
569,653
571,673
554,635
618,691
635,698
579,639
520,614
541,629
573,671
