Client_0,Client_1,Client_0,Client_1
1392,1522,923,1094
10684,10757,790,10671
693,743,474,621
10638,10804,566,10589
608,743,521,591
10831,10973,726,11060
808,931,861,1016
10669,10823,462,10925
659,805,685,839
10590,10804,696,10696
647,866,481,636
10548,10679,528,10476
513,620,420,468
10573,10719,651,10974
513,654,1024,1097
10874,11025,455,10684
846,981,635,712
11032,11124,796,10693
1071,1140,508,667
10701,10776,502,10830
721,785,553,784
10506,10595,501,10619
570,634,618,700
10632,10700,535,10726
643,698,507,644
10597,10770,448,10760
582,753,721,815
10488,10714,558,10785
531,685,587,757
10487,10672,601,10786
492,639,713,779
10651,10747,506,11230
744,811,1356,1429
10493,10648,522,10608
469,560,582,669
10550,10617,568,10643
576,624,579,649
10640,10723,603,10614
693,756,433,545
10693,10863,509,10800
633,787,599,780
10943,11021,492,10671
1508,1568,507,649
10648,10733,467,10583
714,770,641,565
10710,10794,698,10586
727,766,550,626
10647,10730,539,10818
690,752,617,801
10936,11027,593,10625
1020,1085,396,587
10559,10633,533,10559
564,618,538,615
10585,10749,849,11194
752,815,990,1148
10616,10743,460,10550
584,720,543,631
10656,10741,1253,12022
708,773,1621,2025
10664,10761,1816,12540
701,757,2153,2537
10650,10742,2050,11774
712,769,1413,1826
11019,11193,1103,11262
1008,1149,1228,1390
10605,10672,871,11887
608,672,1536,1924
11973,12447,1187,11562
2105,2506,1160,1627
12866,13046,1755,11270
3093,3245,1273,1506
11388,11601,1256,11206
1607,1758,1278,1503
11115,11482,704,10904
1174,1383,868,992
11962,12187,1287,11894
2175,2444,1586,1902
12082,12314,670,11154
2361,2499,899,1140
11228,11458,799,11069
1459,1614,821,1045
11349,11761,901,10734
1438,1814,508,653
10870,11256,455,10617
957,1355,479,586
12033,12191,351,11224
2201,2319,1071,1190
10899,11165,418,10734
937,1183,521,641
11176,11260,454,10537
1209,1293,461,499
10587,10666,760,10598
513,596,429,561
10484,10535,464,10667
489,543,500,640
10917,10990,432,10478
954,1003,436,473
10519,10560,607,10614
465,494,448,572
10588,10661,559,10467
596,643,430,486
10500,10638,669,10508
489,595,526,470
10638,10762,382,10991
607,744,826,977
10543,10608,436,10633
537,582,537,607
10667,10744,709,10748
830,892,580,704
10504,10613,469,10506
459,568,394,432
10567,10712,430,10875
547,678,658,923
10665,10737,509,10569
711,760,540,583
10595,10742,440,10562
536,663,545,624
10649,10782,697,10729
624,744,528,712
10532,10593,404,10817
516,560,600,772
10726,10791,751,10821
890,946,628,743
10558,10724,881,10519
603,691,468,544
10523,10668,783,10873
527,645,1075,964
10542,10715,624,10618
543,680,594,663
10647,10803,496,11198
624,751,1021,1283
10805,10962,1087,11046
763,892,865,1107
10645,10737,877,11085
670,742,837,1114
11311,11435,857,11568
1448,1566,1315,1849
10584,10759,890,10663
576,724,480,636
10914,11024,476,10661
1070,1181,489,619
11007,11151,389,10658
1212,1321,663,745
11178,11246,412,10551
1220,1285,386,526
11165,11294,429,11311
1588,1716,1120,1266
10684,10768,396,10568
741,803,414,528
10446,10500,335,10875
499,567,688,915
10453,10559,343,10541
425,531,431,466
10443,10587,484,10913
418,522,741,1050
10927,11020,691,10662
1009,1090,475,592
10593,10649,479,10899
566,608,747,939
10971,11026,531,11011
989,1045,827,1159
10519,10678,468,10613
524,620,457,529
10693,10768,563,10483
891,972,454,508
10515,10586,611,10452
433,492,386,439
10689,10768,402,10559
786,865,365,481
10791,10876,318,10806
1023,1102,630,830
10555,10598,395,10566
514,554,435,519
10529,10625,471,10556
482,585,411,503
10491,10549,581,10638
459,503,480,612
10493,10550,458,10897
450,494,718,877
10645,10756,539,10541
620,720,517,586
10457,10505,384,10597
466,512,521,581
10585,10642,409,10575
596,644,591,661
10558,10632,438,11236
598,657,1037,1280
10556,10648,376,10527
643,700,481,540
10578,10648,1107,11313
622,664,1365,1572
10533,10708,1391,11969
500,620,1404,2270
10618,10764,2577,13854
640,761,3444,4505
10428,10602,2287,11218
471,570,1209,1390
10533,10725,1034,11425
583,698,1102,1440
11464,11894,1269,12011
1545,1875,2346,2570
12162,12372,997,11051
2413,2569,787,1014
12205,12355,661,10762
2589,2737,544,707
11341,11725,856,10592
1391,1737,513,567
10968,11559,457,10603
1216,1601,409,582
11498,11950,500,11122
1617,2009,948,1501
10793,11017,465,10574
790,986,548,610
10520,10744,1007,10695
567,709,501,652
10568,10633,513,11280
588,649,1091,1526
10628,10740,504,10719
707,761,509,659
10971,11255,538,10873
1303,1418,683,1002
10624,10693,522,10525
650,701,492,558
10556,10630,535,11005
585,641,814,983
11104,11399,938,10757
1444,1636,514,685
10609,10691,396,10502
673,734,477,551
10870,11000,740,11034
1053,1172,831,1009
10561,10710,524,10826
554,689,583,747
10874,10959,574,10811
955,1020,608,798
10691,10731,949,10638
640,673,612,692
10536,10606,819,11404
546,603,1202,1644
11448,11598,550,10777
1615,1741,573,757
10690,10776,443,11533
714,778,1344,1498
10764,10950,703,10737
782,951,526,670
10611,10844,460,10614
619,760,543,589
11208,11503,672,10934
1557,1757,720,909
10719,10810,426,10595
649,745,563,651
11010,11082,1010,10783
1131,1237,687,767
10515,10685,626,10787
482,579,566,697
10730,10809,585,11693
663,724,1496,1874
10821,10997,613,10762
827,973,561,732
10561,10783,815,10772
618,766,575,746
10700,10918,540,10714
706,846,509,690
10610,10706,582,11603
486,574,1415,1577
11194,11329,506,10702
1411,1708,477,624
10671,10760,545,10695
708,771,633,706
10856,10918,797,10677
850,886,461,654
10518,10682,611,10635
523,679,631,720
10852,11074,568,11374
1101,1208,1169,1342
10659,10742,548,10656
721,782,604,684
10576,10723,1076,10580
520,670,535,603
10621,10706,614,10516
654,711,493,572
10632,10794,403,11316
614,765,1114,1307
11048,11126,595,10612
1300,1359,576,657
10643,10800,471,10576
602,735,508,580
10706,10793,919,10650
766,827,461,625
10607,10764,512,10821
606,743,648,936
11032,11123,929,10598
1113,1189,550,630
10677,10737,520,10732
674,726,605,665
10648,10727,949,11176
697,757,1153,1220
10535,10644,559,10770
490,606,711,793
10854,10921,557,11369
874,940,1185,1364
10606,10831,597,10785
612,740,578,748
10595,10694,571,10932
493,583,726,899
11117,11187,521,10680
1134,1200,651,726
10678,10857,486,10959
670,802,652,1102
11567,11656,666,10560
1633,1701,482,529
10625,10798,534,10721
618,758,747,668
11039,11150,733,10986
1120,1189,752,1071
10709,10777,476,10693
767,816,681,749
11424,11517,882,10737
1504,1576,572,678
10636,10697,527,10719
614,654,704,773
10767,10955,704,10977
731,887,777,964
11277,11345,543,11004
1405,1466,706,929
10761,10845,574,10742
825,880,837,920
10705,10759,676,10765
664,702,753,828
10572,10716,435,11106
548,693,904,1101
10839,10913,745,10668
892,964,574,622
11047,11245,552,11520
1061,1234,1158,1557
10882,10954,1346,12854
925,984,2484,3474
10663,10816,2269,13378
595,758,3609,3805
11023,11125,1192,11635
1106,1174,1239,1659
10645,10731,1271,11188
677,743,913,1171
11446,11705,988,10995
1776,1881,787,971
12635,12835,489,10520
2851,3022,400,494
12321,12509,417,10780
2520,2661,604,770
11262,11470,403,10625
1515,1691,460,609
10746,11086,389,10634
806,1049,470,559
10810,10985,579,10641
774,932,454,635
10556,10603,398,10871
524,565,621,841
10765,10841,464,10547
825,883,396,487
10464,10617,294,10517
462,564,373,463
10597,10683,551,10509
666,731,344,472
10505,10659,537,10569
462,588,423,513
10756,10823,370,10922
996,1062,745,906
10568,10627,439,10564
542,604,396,553
10635,10690,374,10652
582,639,461,647
10521,10570,762,11607
506,538,1367,1594
10528,10575,444,10726
520,552,506,654
10815,10891,1018,10957
859,916,751,921
10598,10645,480,10724
516,549,526,748
10495,10679,838,10705
528,675,501,690
11012,11107,580,11487
1339,1425,1256,1446
10712,10790,1108,10708
726,806,513,662
10966,11079,536,10665
1059,1133,477,645
10633,10706,822,10978
650,730,709,1010
10666,10908,685,10763
687,868,587,715
11058,11185,500,11370
1192,1304,1057,1338
45392,45154,1050,47896
