Client_0,Client_0
455,455
441,544
503,546
548,651
426,483
757,545
462,445
506,496
519,491
507,463
393,506
449,518
1224,1373
418,369
450,433
492,503
387,383
435,461
373,395
404,433
395,323
382,387
571,549
452,457
508,489
466,395
388,382
451,468
431,520
403,350
343,413
428,418
444,371
489,490
402,440
501,425
501,496
352,372
282,328
439,409
372,433
540,410
469,490
454,481
497,523
472,441
497,480
467,424
419,478
507,452
549,491
384,460
420,442
826,613
360,408
465,486
460,451
435,491
420,414
477,508
1075,604
408,3016
631,705
367,404
567,687
389,404
448,503
417,557
410,438
258,385
269,319
366,407
313,368
473,434
263,406
341,369
434,543
375,501
522,557
531,561
486,523
588,727
526,616
425,447
349,480
342,441
905,894
1419,1173
1564,1223
1419,1224
1294,1104
1021,1056
912,902
841,843
1048,1086
1017,1465
1732,1080
1740,1210
1238,853
873,818
684,660
809,799
717,1050
806,554
385,414
426,614
446,611
556,602
660,746
414,388
346,325
470,464
525,437
330,292
330,348
357,351
388,406
426,360
434,384
323,373
372,486
375,556
402,522
553,351
323,364
683,576
287,304
522,498
413,494
402,467
520,503
567,662
373,387
487,347
519,472
382,558
392,565
523,428
338,363
504,519
372,473
317,335
338,379
434,368
449,551
551,343
442,539
362,337
481,642
268,306
369,493
310,369
416,379
341,349
386,382
274,322
1017,1006
1856,1468
2157,1867
2544,2310
1722,1023
976,1150
1115,962
1014,987
1216,1350
3949,1165
972,962
938,1077
1021,989
743,812
690,461
601,460
487,418
384,399
505,459
375,344
419,419
1043,1077
1022,1155
1133,1042
1331,1299
1117,2025
1204,1032
1134,1303
1000,1145
1116,768
824,574
548,517
445,500
327,324
371,333
457,514
352,344
495,370
382,254
357,351
409,421
503,459
469,396
400,466
1106,1364
1063,1144
1076,955
1356,1242
1178,1096
1076,935
942,989
1085,1015
857,1023
953,1243
1144,1162
1211,1234
833,786
725,663
639,629
680,597
675,753
780,596
579,491
384,543
511,411
539,392
348,419
403,283
307,603
448,385
353,388
416,490
360,312
400,383
446,334
533,351
480,346
494,442
403,294
401,328
489,448
352,294
396,415
435,327
314,412
442,330
390,331
519,332
509,380
476,293
462,408
380,406
366,445
303,444
505,479
479,412
385,466
477,395
357,283
489,465
1302,1151
1290,1154
1309,1161
1140,1031
900,865
949,803
965,884
1103,946
5037,1050
951,1170
1291,1025
739,728
575,516
660,540
596,514
592,550
604,606
603,494
622,508
581,648
647,660
704,620
622,569
682,517
524,630
615,477
518,627
657,546
644,603
538,598
628,497
700,517
589,501
539,475
645,544
682,595
680,523
614,522
568,581
571,631
518,503
513,528
600,496
606,521
500,667
602,588
617,556
1079,1030
1068,895
1053,1093
912,1045
1004,912
907,850
960,840
1072,999
962,946
1145,1140
827,668
547,543
658,568
644,576
669,547
573,701
574,521
579,686
680,703
537,529
481,359
461,456
353,321
428,407
501,472
471,463
517,343
439,387
446,364
364,313
948,819
994,872
1220,1192
1088,1044
924,914
1019,784
941,954
1160,841
1235,1063
1167,1162
660,627
552,483
512,495
533,486
532,474
566,550
474,364
411,549
511,434
319,243
477,301
382,295
456,364
433,346
541,333
463,340
371,302
346,341
350,345
469,425
601,396
384,351
364,306
461,369
380,295
619,480
411,355
442,329
525,556
460,346
509,416
687,413
422,476
462,449
1236,972
1367,1218
1183,1572
1199,1641
1299,1611
1019,936
897,780
926,794
1163,1679
1918,2109
1539,1652
1762,1893
799,753
601,714
806,875
1492,1217
1277,1049
772,751
533,453
809,1083
943,1001
927,949
434,518
590,554
858,854
894,883
587,565
916,817
486,493
304,506
473,537
390,515
397,468
657,695
330,516
503,415
461,468
401,575
458,553
736,711
741,674
457,554
455,561
518,551
454,469
437,497
348,394
707,599
685,844
434,443
592,587
756,942
429,461
399,426
979,1011
992,845
1224,1126
1661,2099
1721,1595
987,1137
1407,1557
1407,1315
1192,1568
539,500
512,497
591,639
942,1089
714,1026
629,735
481,611
810,807
4575,4850
810,1052
557,512
641,6287
757,690
569,531
405,286
504,793
439,378
467,386
375,343
284,318
669,695
472,440
522,509
548,535
403,403
333,423
350,353
405,475
350,356
349,328
507,594
460,528
355,408
592,587
450,498
425,465
343,448
368,342
397,505
530,510
629,458
570,500
603,668
709,638
488,513
490,510
497,451
323,388
506,510
578,638
659,733
643,719
349,406
324,329
384,516
297,369
355,401
314,448
1123,1019
939,1018
