Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
1041,1114,1187,1245,1305,1363,1421,1489,1564,1612,2242,2596,2406,2754,2940,3161,3341,3492,3671,3850
1188,1301,1408,1523,1632,1746,1857,1984,2091,2199,1451,1659,1563,1743,1812,1880,1947,2013,2080,2147
1988,2151,2308,2488,2672,2839,2997,3164,3368,3528,1287,1457,1360,1537,1642,1747,1850,1959,2053,2154
862,923,971,1031,1086,1143,1208,1276,1342,1398,2326,2630,2468,2795,2960,3122,3293,3461,3652,3800
1349,1453,1550,1631,1729,1824,1922,2032,2131,2223,850,997,929,1056,1106,1160,1333,1401,1530,1462
837,885,933,967,1011,1084,1139,1188,1237,1290,1282,1502,1401,1591,1689,1785,1881,2278,2071,2165
797,835,868,917,966,1023,1079,1132,1183,1230,901,1044,976,1102,1153,1204,1264,1511,1387,1446
682,1140,1200,1261,1318,1376,1438,1494,1536,1596,813,952,885,1009,1060,1116,1284,1340,1457,1394
2186,2386,2601,2741,2914,3080,3230,3376,3521,3638,879,984,934,1033,1082,1130,1181,1232,1293,1340
1026,1104,1165,1221,1313,1426,1521,1615,1705,1798,1958,2289,2124,2501,2638,2814,2998,3136,3289,3435
1650,1766,1865,1989,2082,2235,2378,2516,2675,2840,1269,1444,1357,1530,1640,1731,1820,1901,1980,2068
2066,2193,2425,2299,2532,2667,2840,3013,3185,3353,2104,2417,2272,2559,2711,2883,3043,3203,3322,3440
2059,2250,2426,2592,2772,2952,3121,3301,3657,3881,1736,1968,1863,2069,2169,2296,2400,2501,2604,2729
2269,2477,2672,2858,3032,3198,3366,3545,3713,3951,2545,2934,2746,3116,3297,3474,3655,4192,4605,4377
2661,2842,3015,3182,3363,3535,3709,3897,4103,4257,2377,2741,2566,2908,3077,3248,3417,3919,4288,4111
2167,2365,2551,2737,2917,3114,3303,3494,3684,3897,2301,2664,2491,2839,3011,3185,3365,3538,3712,3927
1313,2624,2851,3065,3264,3473,3778,3996,4204,4471,2636,3024,2825,3214,3404,3596,3851,4293,4161,4398
2193,2394,2588,2793,3004,3187,3403,3594,3768,3986,2951,3380,3177,3601,3825,4020,4210,4404,4653,4815
2222,2427,2608,2786,2959,3126,3303,3485,3661,3881,2626,3007,2827,3194,3415,3589,3771,3954,4152,4380
2227,2425,2622,2806,2981,3196,3383,3568,3742,4115,2367,2752,2565,2939,3126,3295,3478,4221,3845,4076
2349,2564,2777,2977,3204,3444,3683,3897,4084,4333,2518,2910,2722,3193,3391,3565,3748,3981,4164,4357
1147,2463,2687,2906,3103,3296,3514,3709,3906,4145,2766,3197,2975,3396,3629,3835,4042,4236,4442,4615
2028,2228,2418,2608,2792,2976,3147,3357,3526,3741,2296,2707,2507,2904,3101,3837,4044,4248,4414,4559
2049,2247,2439,2618,2804,3016,3196,3369,3547,3757,2613,2987,2813,3163,3368,3544,3721,3918,4039,4171
2033,2239,2420,2599,2803,3000,3174,3344,3526,3738,2626,3018,2806,3204,3377,3549,3727,3916,4055,4184
2139,2342,2578,2789,2988,3172,3348,3518,3693,3898,2584,2997,2819,3171,3349,3524,3708,3900,4020,4149
2273,2497,2683,2857,3031,3203,3375,3548,3716,3924,2590,2983,2802,3177,3346,3521,3691,4189,4019,4297
2301,2492,2667,2836,3001,3181,3344,3509,3704,4022,2656,3028,2853,3206,3378,3544,3718,3893,4092,4238
