Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
1409,1836,2049,2237,2429,838,935,1140,1210,1286
1313,1981,2176,2376,2665,1361,1745,1884,2018,2136
1668,1893,2093,2275,2522,1467,1645,1777,1918,2106
1659,1874,2058,2268,2466,1670,1864,2043,2249,2481
728,809,1051,981,1109,1650,1821,1983,2131,2314
1008,1096,1182,1255,1329,887,1075,1140,1200,1268
540,668,735,796,868,945,1043,1127,1211,1287
1358,1462,1614,1763,1865,576,625,668,706,752
2078,2317,2536,2736,2955,1143,1258,1528,1658,1755
1065,1216,1335,1448,1575,1617,1825,2013,2204,2420
584,635,685,776,829,858,959,1063,1153,1269
1092,1160,1225,1290,1352,580,641,697,756,824
1752,1890,2011,2154,2271,814,936,1154,1256,1368
1480,1625,1750,1866,2000,1672,1888,2099,2323,2520
1625,1759,1874,1997,2101,1442,1601,2065,2252,2445
1259,1476,1898,2085,2298,1222,1525,1644,1789,1930
1390,2031,2222,2409,2583,1341,1817,1941,2125,2257
1352,1578,2117,2322,2525,1208,1510,1626,1742,1863
1289,1485,1920,2105,2296,1446,1779,1903,2020,2198
1566,1770,1961,2147,2358,1482,1639,1935,2075,2266
1299,1435,1736,1878,2029,1560,1728,1887,2034,2170
1271,1409,1703,1813,1934,1494,1684,2139,2300,2494
1544,1710,1908,2078,2318,1460,1649,2099,2241,2392
1531,1676,1874,2116,2345,1517,1719,2125,2376,2599
1613,1882,2687,2876,3091,1611,2164,2300,2424,2593
1797,2385,2568,2770,3008,1539,1679,1800,1971,2460
1904,2168,2405,2630,2759,1684,1847,2010,2167,2337
1599,1800,1978,2185,2360,1694,1833,1964,2138,2291
1382,1793,1962,2111,2232,1713,1853,1972,2105,2233
1306,1430,1536,1658,1761,1423,1981,2117,2257,2372
1180,1483,1716,1595,1826,1528,1657,1786,1894,2002
1469,1624,2032,1911,2168,1530,1706,1878,2072,2227
1258,1385,1687,1798,1918,1270,1488,1921,2081,2288
1267,1396,1808,1959,2167,1521,1722,2168,2322,2514
1828,2052,2242,2438,2621,1404,1546,1835,1957,2160
1673,1893,2061,2273,2480,1623,1774,1961,2147,2363
1486,1611,1718,1874,1997,1670,1842,2000,2174,2351
1374,1559,1881,2075,2278,1189,1317,1599,1730,1855
1302,1678,1789,1924,2033,1475,1668,1908,2131,2289
1309,1694,1807,1913,2032,1230,1455,1885,2071,2256
1312,1610,1742,1908,2147,1219,1445,1868,2066,2281
1478,1614,2145,1945,2362,1349,1529,1704,1916,2106
1400,1526,1874,1986,2108,1299,1503,2091,2226,2366
1549,1735,2311,2108,2455,1219,1421,1854,2002,2224
1587,1740,1876,2013,2166,1302,1577,2049,2255,2504
2083,2290,2464,2645,2845,1211,1344,1496,1630,1778
2149,2404,2607,2794,2936,1541,1724,1886,2096,2288
1634,2196,2400,2596,2765,1470,1702,1873,2079,2318
1411,1802,2176,1977,2352,1120,1540,1665,1802,1919
1600,1803,1995,2191,2309,1264,1403,1774,1981,2222
1742,1880,1990,2095,2213,1446,1595,1770,1953,2136
1346,1998,2188,2365,2539,1252,1490,1675,1832,1966
1543,1752,1917,2030,2153,1422,1628,1821,2002,2154
1305,1905,2101,2276,2452,1294,1767,1905,2021,2143
1390,2077,2230,2340,2460,1465,1666,1874,1998,2127
1997,2191,2349,2509,2718,1531,1741,1944,2107,2239
1329,1917,2101,2274,2489,1514,1640,1750,1856,1974
1488,1791,1906,2022,2142,1505,1633,1744,1850,1973
2217,2396,2575,2748,2929,1092,1506,1665,1802,2021
1851,2092,2272,2471,2686,1291,1439,1550,1671,1778
1872,2011,2154,2301,2497,1683,1836,1953,2078,2198
1759,1961,2149,2330,2538,1370,1632,1828,2036,2226
1812,2031,2233,2414,2632,1585,1790,1992,2173,2375
1370,1573,2079,2266,2452,1588,1811,2018,2213,2418
1802,1990,2172,2354,2561,1829,2031,2219,2406,2601
978,1607,1798,1974,2176,1580,1786,1975,2156,2352
1854,2050,2238,2411,2614,1772,1990,2169,2359,2497
1346,2230,2433,2637,2865,1598,1826,2022,2217,2428
1953,2167,2358,2558,2783,1430,1654,2228,2437,2657
1706,1939,2140,2339,2557,1706,1934,2153,2362,2577
1585,1723,1845,1980,2100,1727,1955,2178,2384,2613
1328,1519,2020,2192,2376,1399,1763,1895,2072,2274
1604,1763,1967,2159,2344,1253,1616,1758,1895,2098
1352,1542,2009,2209,2397,1304,1688,1826,1986,2112
1371,1582,1989,2178,2362,1277,1643,1805,1948,2141
1340,1537,2006,2196,2411,1327,1484,1826,1979,2169
1315,1696,1809,1932,2041,1324,1704,1845,1979,2183
1399,2091,2288,2478,2673,1265,1427,1579,1768,1946
1415,2077,2281,2474,2657,1284,1488,1659,1837,1994
1500,1757,1938,2148,2339,1363,1535,1711,1949,2102
1502,1802,2041,1919,2145,1588,1798,1998,2209,2353
1767,1966,2137,2318,2526,1244,1656,1800,2004,2162
