Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
907,973,1041,1107,1159,419,476,636,580,528,405,456,546,501,598,886,980,1052,1112,1163,347,581,526,468,407,547,652,603,769,711,266,538,602,676,736,437,494,546,699,625,448,511,661,606,560,418,470,519,568,623
643,690,737,780,829,253,470,613,563,518,282,323,420,372,473,623,696,746,793,844,361,566,516,462,413,434,536,487,629,580,298,333,379,423,454,355,404,450,567,518,242,441,584,531,482,352,389,422,453,488
964,1040,1161,1243,1309,397,435,532,498,467,505,562,662,613,718,900,977,1073,1167,1276,441,633,603,560,503,445,548,497,663,601,422,479,532,588,649,407,463,513,618,562,300,336,431,397,367,1503,1632,1771,1887,1990
1363,1603,1902,2146,2347,818,934,1274,1149,1040,1557,1680,1930,1796,2077,1932,2101,2240,2384,2554,1160,1801,1638,1499,1322,1240,1740,1594,2052,1901,1050,1199,1339,1490,1628,1042,1136,1221,1395,1303,682,764,998,1068,933,13252,13503,13720,13929,14244
688,759,821,894,949,5054,5367,6233,5955,5669,13240,13607,14372,13962,14583,640,686,755,793,832,8045,17088,16826,16530,12647,10082,15221,14904,15792,15495,6341,6647,9547,9867,10180,8624,15082,15376,15904,15641,8089,8525,9505,9170,8870,549,619,675,731,793
778,832,881,930,984,395,443,581,532,489,523,577,684,632,744,532,683,733,781,836,484,743,679,617,552,415,521,473,625,570,295,338,388,437,492,435,491,543,652,594,461,517,673,618,569,500,559,607,673,733
704,783,1023,1107,1200,435,497,663,603,551,523,587,847,651,780,571,651,791,864,941,531,863,784,695,612,543,659,604,774,713,502,663,720,785,851,549,616,678,807,739,421,465,583,540,505,412,781,864,941,1022
888,968,1055,1163,1246,452,756,1014,934,838,811,912,1083,1003,1171,1035,1139,1221,1312,1392,799,1199,1110,1005,905,594,889,812,1035,958,602,673,803,887,982,481,538,667,770,716,712,804,1033,949,878,672,747,837,942,1036
742,845,1102,1194,1296,674,776,1136,1065,999,951,1054,1236,1149,1336,1006,1110,1211,1306,1424,800,1173,1094,1007,896,774,944,862,1113,1025,658,737,811,914,1001,596,672,834,1004,905,540,631,887,808,718,1002,1092,1168,1243,1327
784,1217,1339,1453,1574,714,810,1042,968,900,726,837,994,926,1054,732,852,953,1084,1191,794,1225,1125,1025,924,843,1001,938,1117,1057,637,730,819,929,1024,682,770,858,1033,943,678,766,1012,925,847,1102,1220,1332,1444,1557
1322,1436,1557,1675,1816,853,928,1191,1110,1025,876,1001,1225,1116,1358,879,1008,1125,1247,1644,999,1446,1350,1244,1143,903,1149,1025,1361,1257,674,758,824,897,960,804,906,1002,1200,1096,991,1109,1466,1337,1223,990,1112,1227,1343,1470
772,875,970,1062,1167,893,1016,1386,1251,1133,773,897,1142,1023,1257,871,964,1058,1146,1242,957,1360,1253,1160,1066,864,1071,960,1295,1177,827,944,1053,1163,1300,734,925,994,1232,1113,795,869,1069,997,934,794,870,962,1063,1148
588,935,1045,1153,1257,714,809,1043,972,889,681,780,990,894,1085,1000,1120,1226,1343,1471,655,952,895,831,756,784,950,874,1107,1024,666,727,824,877,1058,539,601,741,852,794,571,630,820,876,767,1113,1259,1388,1526,1645
659,703,782,823,869,983,1106,1339,1268,1186,1169,1325,1577,1448,1704,574,631,697,816,887,1099,1463,1388,1312,1222,1085,1357,1206,1587,1452,918,1048,1188,1340,1473,1026,1161,1286,1531,1401,979,1116,1526,1356,1224,492,548,670,747,824
1017,1123,1535,1392,1674,399,446,639,578,487,770,866,1007,939,1072,1164,1304,1597,1775,1962,550,791,726,673,623,381,771,710,947,872,610,692,774,858,947,632,704,771,909,836,472,541,863,726,799,1762,1998,2291,2486,2707
2167,2810,3627,3217,3860,1359,1475,1872,1698,1584,1441,1622,1907,1758,2137,4222,4456,4635,4815,4970,1577,2016,1912,1817,1703,1875,2225,2055,2585,2397,1084,1265,1425,1571,1687,761,1114,1229,1436,1328,1215,1341,1855,1671,1488,6534,6979,7411,7674,7983
1601,1801,1979,2179,2359,5699,6150,8064,7602,6554,5664,6176,6598,6409,6768,1470,1642,1844,2045,2234,6307,6557,6967,7185,6756,8989,9376,9213,9662,9522,10332,12711,13006,13239,13481,6246,6489,8054,9006,8784,8122,8409,8881,8654,9139,1513,2247,2438,2616,2753
2068,2906,3560,3244,3953,1502,1689,2225,2060,1869,1414,1540,1851,1654,2070,7059,7333,7567,7865,8112,1197,1914,1732,1560,1393,2214,2580,2411,2954,2773,1563,1704,1810,1912,2027,901,1283,1397,1668,1509,1935,2215,2875,2669,2436,9164,9611,10631,10975,11326
1602,1799,1991,2172,2404,10186,14300,15950,14770,14532,8701,9142,9863,9497,10219,1887,2087,2302,2490,2676,9604,11936,11608,11282,10932,12984,13693,13224,14166,13913,9397,9641,11898,16586,16828,9062,9511,9776,10008,10375,9897,10557,11758,11443,11009,1862,2065,2245,2459,2647
1732,1965,2291,2666,3079,1855,2061,2711,2514,2275,1011,1670,2039,1864,2246,3781,4258,4478,4711,4917,2232,3391,3622,3035,2786,3120,3481,3306,3830,3652,1632,1849,2065,2473,2867,1487,1675,1847,2222,2023,2082,2313,3104,2854,2529,1319,1503,1683,1862,2054
1122,1267,1425,1645,1829,2229,3307,4009,3768,3551,1646,1840,2201,2018,2337,1233,1400,1550,1758,1915,1672,2643,3112,2828,2439,2077,2270,2395,2785,2572,2476,2630,2764,2934,3120,1936,2102,2256,2581,2406,2567,3174,3493,3940,3735,5447,5665,5834,6003,6161
857,949,1051,1166,1248,1293,1440,1853,1670,1555,4732,5128,5573,5355,5802,1015,1121,1216,1300,1398,941,1427,7550,7369,7169,4975,5369,5229,5880,5481,5260,5400,5528,5646,5773,7978,8164,8345,8668,8516,1257,1427,1904,1760,1608,692,787,874,957,1054
1100,1220,1337,1452,1570,619,989,1286,1197,1094,476,902,1118,1013,1227,752,819,885,943,1009,514,794,737,858,674,959,1190,1079,1422,1310,781,896,998,1120,1224,1024,1134,1230,1446,1329,427,835,1068,1011,934,532,602,691,761,821
814,901,1005,1110,1202,920,1009,1291,1182,1094,827,910,1098,1006,1204,806,873,939,995,1058,558,803,748,684,626,782,1009,892,1233,1131,900,1019,1141,1258,1406,705,1088,1150,1268,1214,766,851,1050,987,930,871,975,1072,1167,1275
889,963,1083,1020,1189,861,953,1310,1206,1116,904,1016,1203,1113,1312,830,918,1020,1126,1233,779,1024,961,905,847,863,1121,993,1373,1252,680,1009,1131,1260,1361,962,1087,1199,1421,1295,558,804,1117,1019,905,2070,2283,2451,2568,2685
2025,2255,2918,3180,3383,1036,1143,1450,1346,1251,2113,2331,2754,2554,2960,1057,1679,2042,2260,3005,809,1073,1010,953,893,858,2118,1880,2611,2390,1298,2008,2239,2436,2649,1910,2126,2348,2615,2483,768,872,1182,1071,977,2762,3042,3320,3549,3798
924,1083,1149,1207,1269,2749,2978,3689,3443,3216,3140,3375,3958,3619,4261,714,1318,1405,1504,1697,2479,3350,3172,2975,2715,1774,2494,2052,3019,2748,1614,1829,2071,2321,2804,2597,2827,3282,3779,4453,2440,2674,3286,3073,2881,1245,1355,1440,1513,1586
607,685,756,848,929,544,612,1340,1209,1116,999,1071,1572,1141,1750,552,666,710,851,930,457,805,731,635,526,599,1116,766,1583,1503,621,754,1656,1783,1922,881,1026,1206,1349,1281,733,872,1274,1210,1125,271,437,497,556,619
845,1087,1285,1171,1390,528,680,847,790,738,476,538,657,597,740,951,1066,1180,1303,1428,310,450,419,384,346,431,553,494,674,607,441,496,553,608,673,473,530,583,691,634,492,556,758,684,619,820,896,960,1023,1092
4248,5137,5333,5499,5660,1007,1076,1272,1222,1161,479,920,1101,1013,1201,3235,3418,3606,6570,6960,640,996,900,817,737,973,1202,1086,1435,1316,678,787,1191,1064,1321,613,850,984,1223,1118,640,731,976,894,798,12498,12942,13183,13359,13536
730,809,890,985,1065,4476,4827,5785,5454,5181,9364,9682,11000,10501,10118,634,724,805,887,963,9148,11265,10964,11600,10639,9098,9435,9997,10592,10304,13944,14187,14382,14592,14784,13940,14185,14365,14587,14786,7290,7686,8088,8451,8811,353,703,791,871,948
829,916,1092,1170,1307,777,872,1096,1007,933,614,697,845,771,928,693,772,991,1078,1169,548,870,782,709,631,675,853,767,1021,935,730,823,913,1005,1090,701,780,861,1024,938,570,645,863,790,722,682,755,821,894,979
719,821,905,991,1077,749,806,1021,972,926,573,664,820,741,898,887,947,1001,1054,1106,501,763,621,719,675,541,675,604,823,745,629,705,774,902,984,694,777,855,1025,936,280,572,776,703,639,623,696,771,845,938
9902,10265,10961,10613,11341,656,747,984,907,834,601,686,833,761,913,3553,5238,5551,5931,6240,549,775,680,730,601,695,983,777,1179,1089,532,745,816,894,991,615,709,788,948,866,400,452,624,531,581,11910,12191,12401,12607,12789
1635,1817,2059,2263,2461,11192,11549,12365,12176,11930,11822,12213,12633,12469,12848,1608,1901,2120,2342,2588,11454,11921,12156,12600,12396,14530,15075,14821,15518,15306,14774,15012,15184,15332,15493,12140,12507,12782,13223,13020,11312,11592,12234,12040,11833,1349,1512,1659,1816,1989
3792,3951,4305,4143,4456,1917,2150,2824,2568,2344,1680,1928,2351,2145,2555,1142,2356,2515,2665,2812,2354,3115,2936,2780,2568,1117,1375,1266,1682,1486,1413,1579,1734,1895,2037,1832,2012,2175,2523,2340,2127,2335,2841,2659,2488,4387,4655,4781,4868,4964
996,1250,1395,1507,1615,2914,3118,3563,3417,3272,5304,5444,5670,5567,5766,874,977,1095,1187,1288,5332,5498,5691,5985,5840,3288,3606,3818,4129,4007,3985,4151,4438,4322,5033,5073,5266,5466,5671,5853,5118,5377,5692,5906,5816,827,951,1059,1152,1280
1249,1384,1521,1644,1776,940,1027,1399,1308,1187,931,1036,1262,1168,1337,1682,1853,2045,2212,2376,700,1031,954,882,795,731,1024,928,1244,1140,830,916,994,1097,1200,1132,1263,1385,1646,1527,675,765,949,897,835,1144,1298,1430,1571,1733
1523,1720,1887,2072,2230,1331,1482,1884,1740,1607,692,1299,1579,1442,1735,1526,1680,1847,2008,2139,1071,1601,1460,1324,1206,1061,1175,1287,1589,1437,1199,1349,1485,1645,1828,1113,1643,1785,2105,1927,983,1444,1895,1740,1597,1636,1843,2033,2206,2373
2747,2980,3157,3346,3526,1281,1397,1686,1596,1500,1638,1813,2159,1975,2349,2554,2752,2960,3137,3315,1048,1582,1429,1306,1173,1252,1610,1426,2001,1820,1384,1633,1901,2065,2264,1562,2176,2364,2785,2587,1150,1239,1492,1403,1321,8624,9178,9475,9692,9908
1197,1336,1501,1645,1808,2236,2497,3112,2917,2707,7120,7483,8665,8311,7855,1237,1462,1606,1755,1892,2743,4647,4448,4255,3960,2568,4681,3611,5436,5068,3275,5625,6349,6006,6660,3421,4044,4401,4826,5227,3894,4117,4812,4472,4303,1028,1137,1228,1354,1504
1088,1448,1733,1582,1855,1147,1330,1828,1650,1495,684,1193,1482,1313,1608,1472,1601,1729,1863,1963,826,1290,1148,1054,931,1006,1257,1125,1778,1383,1179,1371,1523,1698,1831,1369,1531,1659,1940,1781,1130,1267,1689,1522,1391,1266,1401,1522,1643,1781
1100,1189,1281,1332,1376,934,1182,1479,1380,1288,1133,1291,1547,1411,1681,945,1057,1116,1188,1268,763,1277,1160,1057,911,883,1106,993,1399,1230,1136,1316,1479,1660,1844,1248,1372,1533,1768,1637,1280,1429,1833,1703,1574,390,443,498,553,615
