Client_0,Client_0,Client_0,Client_0,Client_0
379,261,525,277,275
307,275,369,302,345
331,443,491,318,286
329,304,364,459,341
442,328,372,297,281
454,384,414,348,332
668,609,451,280,412
436,298,502,297,290
526,310,487,400,393
486,369,530,285,331
459,312,441,347,316
1365,1161,1449,489,314
1032,1065,1128,344,322
1460,1359,1452,393,378
1846,1384,1772,452,375
1477,1092,1530,394,292
1217,914,1216,1053,1057
1630,1252,1626,1150,1040
785,815,687,932,889
353,329,412,1136,1505
382,279,339,1091,1073
483,451,350,958,927
469,385,447,1451,1056
329,310,282,751,611
411,477,415,375,444
321,274,366,307,283
424,340,441,458,335
428,310,503,311,334
326,300,341,257,325
387,288,410,281,366
355,313,404,356,371
412,347,406,351,318
390,398,422,305,433
451,434,432,315,303
455,388,419,300,359
446,488,486,244,271
506,470,498,374,388
404,384,405,311,314
416,414,483,417,328
412,363,432,291,288
368,449,487,369,406
413,480,445,416,350
477,559,550,342,360
378,454,416,426,1174
437,609,478,326,373
375,455,484,298,440
331,384,420,337,449
360,464,494,379,405
377,426,412,331,421
723,753,660,419,436
521,580,569,407,402
355,446,528,305,288
316,352,413,402,403
588,673,501,406,293
415,470,487,372,396
375,446,370,290,343
446,485,313,326,405
425,451,451,351,469
474,534,432,338,403
432,473,439,387,405
387,389,398,486,434
456,444,457,329,342
407,428,469,323,361
1423,1349,1454,276,424
1749,1814,1397,315,415
1284,1149,1208,323,428
743,784,813,415,391
552,607,567,322,277
411,385,432,1408,854
423,404,392,1690,1046
389,448,414,888,900
366,389,405,627,686
300,470,324,611,517
1183,1533,1023,404,417
1155,1123,1074,420,306
2303,1821,2056,306,240
995,1134,1075,469,322
972,1193,1034,271,363
2108,1935,1674,1163,1075
3879,1575,1804,1245,930
1015,949,984,1476,1701
1018,1183,1003,863,1004
1604,1510,2847,1002,1131
1650,1832,2601,1829,1474
1127,1245,996,2993,3245
955,1071,883,754,892
610,802,523,808,793
370,568,452,2335,2343
383,434,549,2026,1754
582,560,620,985,873
492,389,447,888,798
311,417,369,2152,1051
386,593,483,358,374
320,389,453,392,386
434,507,470,254,442
289,518,507,274,355
1137,1206,1372,303,318
1207,1271,1353,313,302
1091,1182,1359,269,351
1646,1149,1342,334,304
1083,1122,1238,255,300
1376,1261,1331,1020,1107
2308,1447,2196,986,1121
1196,1426,1170,1416,1367
1106,1128,1038,1113,1023
1671,1337,1577,1000,969
1511,1227,1137,960,986
697,752,741,1417,1773
1024,1085,926,848,815
1497,910,2062,865,940
489,419,548,1135,1216
298,247,375,891,878
562,537,470,624,557
498,404,526,797,726
648,487,678,939,1108
447,389,423,303,305
409,524,449,294,297
478,376,485,279,330
494,355,353,305,299
376,533,429,344,405
544,648,548,312,249
486,383,470,353,419
424,378,370,370,336
410,663,565,341,251
442,466,444,302,233
555,426,631,298,380
436,487,470,289,427
1809,839,609,289,346
469,454,431,351,320
1147,1251,1261,240,307
4549,3137,2016,405,341
4177,2116,1912,357,260
1056,1321,1229,408,1095
1158,1281,1263,273,391
1260,1436,1264,949,1358
2580,4072,3315,1993,3421
704,661,811,2283,3035
634,529,711,1038,1220
387,366,342,1008,1238
452,410,438,1175,1831
485,401,471,4079,3801
422,338,366,557,590
488,481,507,300,406
652,748,802,387,372
410,497,490,290,305
522,538,511,341,425
635,592,490,340,459
513,470,581,405,274
1014,1160,1154,507,595
1125,878,1025,418,430
687,958,798,398,457
962,1573,926,404,481
857,996,1090,445,484
894,1376,1870,837,990
932,1510,1815,817,962
968,882,800,846,919
990,952,1092,1037,1698
978,857,1037,952,1041
964,845,957,1069,1146
909,1011,1450,876,745
923,924,891,837,748
529,431,500,944,992
532,505,529,965,899
848,680,840,805,912
523,460,421,990,1245
571,358,475,703,736
553,495,588,315,430
444,613,719,340,470
533,576,616,628,658
571,574,664,544,480
1091,1138,1116,345,511
516,656,700,375,502
1496,1035,1264,481,628
987,1177,1158,496,552
1238,1276,1435,563,655
1482,1366,1474,1065,1165
981,873,965,658,673
988,1745,1168,1248,836
1117,1095,1440,1183,821
814,1057,1071,1346,863
1842,1848,2366,854,1474
716,818,648,986,889
1456,731,2229,1576,1866
553,819,781,925,1360
924,1038,1111,1150,1102
2025,2237,1846,1891,2532
1038,1278,1120,747,820
1583,1488,1494,1640,1334
777,768,724,818,726
576,585,577,1113,1247
435,482,485,1987,1923
432,465,447,926,1330
572,484,522,605,1702
478,545,668,701,715
613,587,590,577,556
571,571,625,447,508
392,551,595,379,419
526,594,763,497,532
593,575,698,600,698
671,478,652,632,500
1370,1544,923,595,545
1853,2162,2130,531,545
2362,2355,2559,722,605
2277,2417,2419,614,492
