Client_0,Client_0
385,503
411,331
456,341
408,335
370,355
451,357
306,499
292,308
294,333
411,487
304,465
422,402
367,499
292,408
373,450
291,452
341,670
385,509
345,497
500,326
406,319
334,414
486,1101
307,1017
298,1405
379,1271
371,1331
957,1350
1125,1160
1985,1007
1880,893
1090,538
936,525
1015,409
825,359
695,487
631,468
329,384
409,471
305,343
512,364
413,339
336,508
398,443
275,379
359,375
344,343
395,464
464,320
323,447
416,610
449,634
493,428
375,336
456,305
532,384
564,370
380,705
377,419
272,413
380,358
390,751
607,464
361,399
354,516
368,496
663,405
462,492
399,485
485,343
527,463
422,479
427,441
498,397
425,1315
366,2112
468,1717
516,1105
476,1014
1238,1261
1219,1697
1828,1409
959,967
1193,2534
1543,754
1975,617
1200,921
1097,637
1293,849
709,575
662,663
1021,630
866,599
1043,978
485,680
853,918
592,611
679,706
1097,624
644,602
1071,457
608,796
905,582
665,590
752,587
584,579
896,637
592,492
738,511
555,648
755,862
582,662
636,693
460,601
649,651
976,453
587,468
513,580
719,859
754,691
694,763
557,568
617,509
656,598
679,586
948,514
552,525
427,589
966,604
551,562
488,616
513,564
968,556
628,586
654,417
620,343
3082,408
445,386
571,372
355,392
392,429
369,418
344,479
348,511
333,526
372,473
493,400
443,364
325,1177
399,1244
384,1125
404,1055
506,1095
1085,1244
1112,858
1194,626
858,1061
918,474
1221,1029
814,1168
593,610
731,712
356,579
991,628
797,608
619,706
516,613
404,482
621,599
557,407
516,4150
461,563
520,558
488,578
363,625
529,455
431,573
565,565
544,628
461,466
596,434
561,417
572,460
570,326
487,393
415,494
374,469
312,413
355,447
346,444
404,608
355,508
333,1393
433,1309
336,936
451,1186
362,1334
1284,1247
1261,1124
935,1079
1007,1236
1146,698
1297,836
1023,839
928,600
1287,795
810,980
805,752
849,779
755,813
841,601
732,635
600,629
690,402
781,446
546,460
688,501
406,471
390,423
713,423
383,421
304,350
260,353
215,436
368,602
235,534
309,360
443,359
441,483
498,444
540,462
253,381
293,516
357,503
378,535
373,534
401,552
440,724
345,498
602,437
491,399
414,569
665,846
534,527
442,751
341,367
473,435
685,941
374,2093
460,1276
334,927
329,1642
1141,1783
2384,1171
1234,1469
1025,547
1916,898
2082,656
1178,519
924,540
608,503
1042,1059
587,782
417,431
693,939
464,2660
915,1833
745,1119
363,1096
1135,1995
3733,1550
2744,1217
1163,1019
1205,1893
1115,740
1374,881
1039,463
1125,505
1760,413
905,369
878,392
511,444
586,537
435,433
354,391
401,758
631,426
522,502
380,438
401,565
502,372
280,393
444,506
287,399
411,397
329,496
376,506
457,452
324,323
348,1095
387,1658
433,905
350,1635
289,1653
1116,1348
1564,644
1038,377
1114,596
1210,427
1219,422
668,309
410,522
684,350
385,537
333,467
333,468
772,700
388,475
630,399
550,634
498,417
630,637
510,452
370,513
485,420
463,504
446,540
551,741
522,711
410,529
747,543
508,473
514,1910
589,2340
519,902
833,1066
357,1883
2164,731
2085,618
1124,436
1098,946
1216,408
621,793
740,511
441,479
905,551
542,535
745,511
416,528
416,674
570,496
613,667
560,586
460,583
777,547
549,501
511,441
521,493
589,641
479,617
668,686
488,586
548,636
710,575
592,583
812,930
631,433
795,849
585,582
501,789
1090,594
508,807
993,589
580,490
945,930
540,533
604,1077
439,592
483,792
1027,530
528,778
895,491
582,829
938,1095
554,612
561,863
546,579
800,968
942,574
628,314
774,398
608,657
642,399
708,397
284,456
492,484
625,419
516,539
498,373
442,498
341,378
606,394
491,400
524,440
546,346
385,474
483,472
450,488
433,494
354,364
385,377
593,593
601,475
477,397
310,421
497,464
378,560
584,521
458,457
345,376
465,503
518,518
430,472
414,493
342,391
455,527
456,885
479,1242
480,1263
342,1083
377,991
844,915
1557,530
1562,992
936,558
1480,538
975,779
589,501
1113,558
609,541
528,628
876,582
555,688
432,530
399,485
663,705
546,617
810,735
530,560
535,577
869,800
616,651
534,736
413,479
475,722
945,718
586,567
701,569
459,495
575,549
445,729
479,554
550,663
540,606
832,1480
467,496
528,1098
600,466
823,883
2029,739
580,394
1109,684
462,544
764,485
846,637
560,722
780,624
568,657
528,648
585,538
670,797
575,521
741,731
616,530
508,514
899,1073
539,1481
1059,1032
587,911
470,1165
912,1408
1684,1046
874,1797
1080,1325
875,595
1630,733
1043,719
1260,755
1557,748
698,694
