Client_0,Client_0
478,501
719,635
588,611
471,521
583,668
672,558
500,545
474,495
509,578
666,872
622,573
696,640
432,468
395,764
401,577
391,478
308,354
395,497
370,494
385,418
571,565
416,387
431,435
427,379
401,396
584,585
474,444
448,376
451,531
542,598
374,435
375,416
466,467
423,472
430,385
511,424
513,454
482,491
544,473
597,533
432,396
3019,406
487,720
352,382
365,3225
3719,4250
1735,2545
390,555
957,2384
454,811
278,423
271,257
360,314
275,319
427,400
368,386
341,399
1011,1051
1032,957
1406,1214
1503,1660
1518,2229
1664,1664
1408,1112
1375,1066
1514,2173
2459,1242
1175,1482
600,663
654,634
670,685
620,643
600,861
477,483
423,461
536,414
418,460
521,542
517,392
745,567
538,490
396,431
501,397
743,481
429,451
411,392
418,639
537,681
366,413
447,596
441,711
390,412
416,466
448,563
463,604
546,677
547,679
434,552
521,651
605,736
454,367
456,714
352,641
356,430
381,430
338,566
322,408
359,477
389,452
403,347
323,439
336,403
303,343
356,377
421,392
242,320
323,393
346,423
439,439
330,348
299,472
294,412
377,418
389,350
335,367
314,504
338,327
458,394
438,456
448,347
323,320
383,414
282,581
352,385
326,410
339,333
332,455
359,402
457,406
347,464
331,336
485,460
490,416
338,467
341,399
395,390
370,413
316,404
427,474
440,407
314,433
330,438
273,361
295,460
349,385
305,452
302,326
345,435
433,484
340,420
388,495
272,370
348,388
333,391
295,418
417,441
671,589
550,692
559,542
461,466
496,762
864,774
353,367
332,365
422,323
697,547
553,716
461,384
482,451
422,567
480,488
586,546
467,443
435,465
537,511
439,548
708,429
402,426
432,534
853,732
472,475
453,490
743,502
402,446
566,606
582,543
416,463
571,697
610,474
478,495
454,711
447,426
485,445
736,614
568,712
474,516
518,468
527,413
675,551
524,644
451,404
497,465
529,539
542,445
477,469
693,831
538,495
458,505
454,450
340,444
697,541
762,482
474,542
600,756
729,868
472,413
530,471
623,610
482,498
598,558
550,551
606,458
626,779
533,543
480,545
814,506
776,729
432,472
518,667
461,552
529,564
484,580
480,568
697,554
387,395
541,494
815,522
826,522
402,374
556,507
859,680
443,441
463,478
462,436
512,473
661,554
463,552
539,540
576,832
634,604
369,342
821,624
961,732
565,516
533,552
534,556
828,642
953,709
429,458
523,649
548,561
477,576
468,559
469,655
524,474
486,555
483,491
464,547
871,496
445,468
410,401
478,742
632,632
412,464
551,859
560,603
544,565
517,448
1126,1131
1223,1134
1397,1533
2016,1363
1492,2385
951,957
973,1173
937,1094
915,1055
1050,1264
1237,1620
1410,1859
1124,1198
692,573
556,515
810,993
742,925
488,468
570,574
567,880
614,501
555,512
535,549
576,475
846,981
641,822
493,518
663,610
650,752
632,542
584,560
448,579
467,622
574,511
612,515
540,503
994,800
824,963
451,531
565,574
749,564
633,554
504,579
893,787
630,614
538,445
559,560
847,821
1008,904
568,452
563,452
623,730
597,540
454,371
699,706
770,585
580,481
482,548
484,503
763,805
451,491
588,582
589,644
771,599
468,408
594,566
659,1012
599,689
506,531
566,613
581,998
550,894
540,570
582,571
486,607
695,518
493,580
619,522
553,635
669,653
446,478
622,532
643,1048
468,414
527,449
872,768
497,651
486,599
559,551
774,594
714,522
669,641
571,478
474,562
625,547
559,506
601,658
884,769
711,655
589,545
872,763
990,848
460,512
446,531
949,1138
2881,5090
1650,1573
1436,1905
2178,1481
1552,1892
948,948
1012,1298
11294,11118
1136,1908
1428,3335
653,720
542,514
487,659
584,509
389,441
533,445
418,495
536,613
404,647
538,532
564,494
525,576
451,614
979,984
930,831
920,1014
1026,1117
1015,1148
839,985
776,754
942,846
969,887
977,922
921,945
649,773
514,521
418,599
394,479
255,372
425,377
415,509
468,506
449,388
515,529
939,1115
1076,1179
1180,1096
888,1240
879,996
766,1034
1103,994
1061,1097
1099,980
1103,1177
986,1225
833,849
774,911
724,852
885,886
1380,1157
1290,1065
674,741
610,601
691,580
568,659
746,857
538,898
526,562
636,682
566,600
1315,841
702,897
568,635
562,692
609,742
645,818
712,810
576,695
659,615
785,692
772,822
491,680
430,432
414,402
434,504
258,409
897,1042
805,844
1450,1460
1055,1169
910,1001
607,833
632,694
731,828
842,841
720,959
471,675
437,512
499,553
675,585
559,635
455,581
675,760
585,711
454,739
505,606
499,637
