Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
1045,1109,1168,1228,1286,1347,1409,1469,1528,1588
625,679,729,778,826,1117,1185,1265,1313,1361
715,783,830,878,927,1049,1096,1276,1348,1144
609,688,750,813,874,936,997,1143,1275,1206
701,747,798,849,899,949,999,1131,1240,1183
1163,1308,1995,2104,2210,2313,2421,2553,2757,2891
2902,3101,3298,4038,4343,4610,4861,5116,5381,5641
1855,2060,2257,2525,2772,3012,3997,4260,4511,4751
1941,2072,2182,2287,2391,2492,2620,3136,3575,3338
1115,1936,2079,2212,2382,2553,2721,2852,2982,3187
1935,2178,2375,2567,2745,2944,3688,3891,4083,4526
1962,2153,2330,2497,2742,3392,3614,3880,4119,4311
2241,2452,2631,2820,3028,3202,3371,3533,3692,3897
2482,2699,2934,3136,3333,3523,3706,3883,4040,4227
2094,2305,2491,2686,2870,3052,3238,4258,4458,3707
1937,2058,2164,2268,2395,2506,2609,2711,2816,2938
1462,1583,1695,1803,1911,2020,2129,2409,2313,2486
1541,1654,1761,1861,1982,2093,2197,2295,2395,2492
972,1061,1142,1218,1299,1385,1457,1539,1620,1723
1529,1616,1692,1767,1850,1921,1992,2064,2136,2210
653,710,761,1042,1094,1142,1220,1297,1388,1465
1011,1113,1206,1280,1359,1572,1665,1995,2091,1748
617,675,989,1040,1090,1136,1183,1230,1277,1351
1399,1510,1609,1705,1799,1895,1990,2083,2172,2267
971,1056,1150,1222,1296,1369,1444,1746,1594,1666
610,669,1041,1112,1180,1244,1312,1383,1453,1539
762,867,943,1023,1402,1490,1577,1662,1745,1828
1708,1801,1875,1947,2017,2088,2156,2246,2343,2431
905,964,1014,1061,1109,1157,1204,1403,1299,1347
811,888,963,1037,1106,1170,1235,1444,1491,1384
811,875,925,973,1020,1068,1244,1318,1401,1499
1159,1270,1364,1453,1539,1631,1970,2408,2572,2207
972,1072,1164,1246,1355,1666,1763,1850,1925,2003
1860,2066,2257,2443,2632,3646,3866,4064,4249,4440
2738,2958,3163,3349,3526,3742,3933,4100,4266,4471
3070,3287,3457,3674,3902,4127,4316,4478,4597,4752
1678,1803,1913,2019,2122,2226,2329,2433,2537,2666
1814,1944,2085,2218,2389,2601,2816,3847,4046,3366
1169,1278,1389,1485,1602,1718,1824,2175,2469,2317
1027,1113,1201,1287,1373,1457,1548,5350,5459,1763
952,1039,1118,1195,1272,1349,1425,1630,1796,1711
916,1004,1085,1167,1257,1335,1406,1725,1551,1626
1558,1652,1738,1834,1915,1996,2084,2168,2249,2330
619,682,994,1043,1090,1137,1183,1231,1277,1335
618,688,996,1049,1099,1181,1260,1336,1428,1524
1475,1558,1628,1694,1759,1827,1892,1958,2025,2107
868,955,1027,1098,1167,1242,1291,1422,1527,1471
940,1053,1165,1439,1533,1622,1712,1982,2078,2167
611,695,1137,1221,1301,1355,1402,1450,1512,1587
2260,2394,2512,2638,2764,2889,3009,3129,3252,3376
691,781,866,949,1387,1462,1538,1613,1686,1786
868,960,1429,1550,1666,1781,1897,2010,2126,2239
777,849,930,1005,1073,1149,1229,1454,1643,1546
860,946,1024,1109,1189,1268,1551,1639,1727,1835
1570,1662,1746,1838,1935,2029,2119,2210,2300,2390
683,755,1074,1138,1216,1293,1370,1448,1525,1617
1029,1111,1178,1260,1353,1451,1545,1640,1731,1841
809,891,962,1030,1098,1163,1397,1471,1537,1618
1376,1456,1523,1587,1650,1712,1775,1838,1901,1963
660,749,1126,1204,1287,1360,1442,1525,1610,1713
590,673,1037,1114,1192,1267,1341,1421,1521,1604
896,986,1077,1168,1269,1359,1654,1875,1971,2055
963,1035,1098,1159,1218,1277,1337,1571,1442,1502
475,512,544,574,732,764,795,832,863,892
730,792,846,899,950,996,1043,1196,1127,1259
466,503,538,569,723,755,785,816,846,883
465,502,536,567,719,751,781,818,848,878
584,646,695,756,803,847,1009,1167,1220,1272
521,559,714,763,796,827,858,888,924,955
481,522,554,585,758,789,819,849,880,919
620,671,716,761,805,850,895,1030,976,1076
450,502,551,602,894,947,998,1049,1100,1161
583,632,676,720,766,812,860,996,942,1041
990,1049,1096,1138,1186,1230,1273,1316,1366,1423
464,516,557,745,798,848,898,948,997,1064
469,510,542,722,763,813,863,912,961,1021
1092,1148,1182,1214,1264,1314,1365,1422,1470,1516
422,459,490,665,696,728,767,806,844,903
516,561,602,652,894,945,995,1045,1105,1169
522,563,595,625,782,813,843,873,903,940
1148,1352,2248,2429,2608,2782,2968,3148,3328,3523
