Client_0,Client_1,Client_0,Client_1
533,595,369,435
582,33742,284,336
529,677,368,427
387,33506,444,501
491,555,401,438
432,33642,355,406
455,568,352,417
384,33580,385,452
412,478,411,475
420,33618,396,448
446,552,509,584
449,33510,478,556
351,476,590,656
425,33737,477,570
511,658,440,518
449,33666,506,624
518,630,605,783
534,33619,741,817
602,678,564,635
566,33725,532,627
515,664,537,629
624,34207,832,951
969,1156,1106,1214
883,33818,501,564
627,769,470,532
913,33732,436,495
534,639,454,514
575,33676,466,521
466,585,627,709
452,33622,387,457
417,563,496,570
447,33582,538,636
405,562,815,898
515,33776,613,708
751,835,867,962
589,37491,988,1054
4498,4561,706,776
733,33672,775,844
857,923,886,952
675,33704,762,841
911,965,910,970
787,33722,969,1050
804,865,916,977
632,33693,439,518
809,880,709,767
660,33708,795,857
661,728,640,716
436,33655,1030,1095
486,616,1094,1165
466,33694,2612,2764
727,789,1457,1656
811,34732,2523,2669
1931,2073,1037,1234
1119,34724,1138,1343
2234,2379,1170,1368
1098,34521,1180,1265
1146,1497,492,543
1063,34195,376,443
1441,1532,475,532
404,33583,720,817
408,516,858,956
519,33930,1051,1131
753,908,807,881
1112,34069,532,615
1263,1353,419,509
1012,33780,595,682
560,661,547,615
450,33798,529,617
581,750,571,650
525,33708,963,1052
515,671,830,914
556,33954,633,976
1217,1292,470,538
1054,36309,628,731
3393,3484,555,627
452,33643,562,630
462,661,834,1228
542,33660,1439,1616
565,609,1002,1212
482,34501,1415,1600
1172,1587,984,1188
982,34513,1252,1428
1102,1548,856,993
1072,34866,1061,1195
1437,1957,964,1150
1418,34623,958,1177
1200,1574,1149,1425
1380,34450,567,767
1051,1395,576,730
1334,33976,433,522
651,955,591,716
532,33603,548,643
426,551,519,616
677,33932,530,607
652,947,552,705
562,33740,463,545
506,695,485,542
534,34039,509,568
762,1065,527,587
546,33723,478,578
656,730,577,639
512,33665,524,603
477,577,575,663
481,33624,491,582
548,594,539,636
566,33725,506,577
508,728,416,484
580,33760,574,648
546,701,417,547
508,33640,465,520
565,610,1404,1590
586,33556,870,1097
464,498,1073,1260
1084,34429,812,977
1040,1356,992,1143
1275,34457,664,749
1074,1462,609,719
990,34011,516,588
759,924,421,577
681,33792,478,539
601,726,604,669
462,33713,423,508
516,649,506,612
519,33670,672,760
480,584,655,744
712,33843,457,551
607,832,639,718
613,33797,616,695
600,759,650,745
681,34001,397,473
741,1013,423,480
708,33561,388,445
485,531,487,577
469,33702,439,544
652,728,410,489
601,33721,433,516
553,689,527,615
446,33661,587,654
610,680,510,586
560,33601,509,586
576,650,420,501
612,33621,411,494
533,578,550,645
607,33674,649,737
595,641,520,610
643,33798,490,568
593,780,564,649
616,33673,638,740
820,892,564,628
491,33764,462,547
524,828,420,503
590,33694,409,488
660,718,499,582
480,33681,452,548
500,604,435,513
510,33701,426,541
524,673,556,664
484,33729,442,521
540,643,579,688
684,33686,442,584
633,702,597,707
633,33693,352,410
597,671,1525,1806
510,33650,928,1055
493,600,1161,1326
1607,34171,745,865
1106,1203,842,988
1269,34189,366,457
1074,1172,464,547
987,33740,462,528
508,632,527,613
439,33682,558,630
627,704,549,689
558,33782,491,584
489,719,564,748
540,33691,367,421
454,674,511,567
616,35885,406,469
336,438,1723,1914
510,33646,961,1165
442,553,1889,2070
1777,34337,933,1071
1042,1265,1570,1699
1249,34297,1601,1710
1013,1302,472,579
1429,34071,577,651
1390,1495,612,663
551,33766,483,531
538,716,571,647
495,33775,738,814
542,663,815,901
483,34193,996,1065
1062,1209,789,865
817,33777,753,816
1086,1144,1145,1309
530,33653,1445,2837
477,607,1070,1245
1263,35095,2189,2572
2455,2968,1130,1252
1153,34855,1303,1508
2111,2265,969,1168
1019,35105,1174,1397
1734,2099,1041,1194
980,34864,1351,1463
1490,1920,1162,1251
1144,34673,1028,1115
1415,1635,1171,1253
1344,34393,573,660
1203,1353,489,575
1191,33747,535,595
552,724,537,633
452,33681,600,657
527,661,568,625
507,33703,523,611
526,635,486,545
524,33545,1124,1205
527,599,778,1097
423,34477,1102,1235
1296,1445,1030,1149
1192,34679,1366,1527
1362,1647,594,704
1261,34347,597,689
1090,1556,557,633
527,33792,606,705
610,767,512,564
515,33801,513,586
585,742,509,566
387,33692,1184,1472
493,644,1181,1261
471,34002,1353,1428
1186,1336,654,754
1083,33971,556,664
1201,1277,557,631
690,33782,575,658
594,759,503,589
604,33701,558,640
679,758,634,724
605,33808,549,652
619,770,1043,1154
813,33807,1362,1456
577,739,1146,1221
879,34532,612,712
1322,1491,518,625
1085,33865,571,668
651,847,528,645
592,33696,557,691
620,687,513,689
641,33789,454,553
556,727,583,670
582,33814,483,566
807,890,553,636
553,33750,482,577
541,666,470,553
452,33700,617,701
535,678,484,606
554,33770,563,657
538,723,610,699
553,33758,439,520
545,702,490,586
516,33733,520,594
491,629,1459,1558
506,33793,1755,1885
569,713,1341,1473
990,34409,692,804
1153,1400,706,803
977,33730,583,700
639,715,1098,1212
703,33856,808,1236
627,839,629,701
765,34174,556,628
1297,1401,660,766
653,33808,1718,1838
592,722,1308,1429
699,34160,504,615
1250,1339,580,652
1127,33712,536,615
580,641,655,760
544,33739,1174,1299
548,726,1183,1273
652,34057,674,793
835,1200,539,654
1055,33857,818,915
823,910,813,1172
608,33992,648,753
775,972,599,772
1174,34082,611,727
1159,1251,575,664
916,34016,592,700
811,987,1004,1116
513,33803,945,1050
542,677,905,1010
813,34803,665,796
1548,1799,712,806
1423,33742,579,690
734,832,579,688
665,33918,646,738
691,868,428,492
631,33801,455,521
815,908,461,533
360,33641,685,760
440,570,512,596
463,34203,872,950
1029,1191,728,808
825,34454,816,897
1246,1438,849,925
967,34433,527,607
1222,1422,611,681
1053,33727,539,626
547,699,449,538
482,33724,556,643
546,694,555,645
532,33711,387,449
512,686,751,850
541,33699,987,1067
498,635,604,714
1166,34016,647,764
589,972,563,648
563,34063,543,640
881,1042,539,640
485,33701,626,720
491,666,910,999
579,33738,620,724
540,656,627,729
1094,33729,660,766
516,672,711,805
568,33806,629,731
600,746,658,740
538,33905,534,608
670,854,452,539
561,33829,632,731
630,789,582,662
578,33827,462,531
578,748,957,1046
499,33784,1001,1093
589,750,1023,1121
1187,34167,731,845
927,1131,674,777
836,34141,996,1109
1205,1286,1066,1186
627,34311,1480,1908
1099,1266,1268,1509
1010,36003,1690,2322
2675,3009,1061,1276
1264,35258,2002,2753
1921,2720,1143,1263
1142,36537,1421,1610
2158,3110,892,1002
879,34389,668,811
1023,1407,578,634
701,33793,522,571
585,775,500,548
513,33647,452,535
492,623,493,560
473,33561,472,535
484,528,505,579
475,33647,443,510
564,620,490,553
530,33595,482,546
492,535,519,595
469,33603,486,555
436,519,455,531
416,33616,421,499
505,548,551,623
437,33706,1677,1885
495,630,1075,1238
455,34202,1719,1891
1282,1474,892,1063
935,35028,1032,1594
1678,2062,952,1152
1171,34463,1969,2198
1131,1478,1747,2096
1075,34802,1706,1897
2113,2266,1212,1394
1743,35545,1794,1986
2800,2990,715,801
1337,35261,453,541
1886,2317,482,542
683,33634,876,976
419,578,441,497
506,33847,441,500
643,871,381,432
411,33604,387,430
416,534,368,432
478,33594,503,564
425,504,713,878
417,33624,714,795
441,563,752,831
502,33666,1042,1115
496,746,869,943
668,33950,964,1037
