Client_0,Client_0,Client_0,Client_0,Client_0,Client_0,Client_0,Client_0,Client_0,Client_0
887,713,362,394,695,685,332,392,346,619
940,723,250,536,633,676,252,354,280,593
487,499,301,328,587,579,247,344,249,534
718,932,599,353,592,1084,320,337,299,648
509,551,319,334,443,413,290,322,318,427
630,427,784,401,361,389,458,538,2090,353
413,478,281,632,314,362,230,318,268,398
311,347,475,355,347,356,336,468,414,323
350,329,274,391,326,304,344,337,397,286
426,333,391,417,306,315,311,257,349,300
251,380,284,489,1350,469,283,260,339,551
321,319,278,472,254,217,303,275,286,208
331,324,324,405,322,277,789,315,475,290
384,460,278,455,264,277,398,264,463,349
320,417,267,364,283,284,427,352,383,282
460,473,955,1040,250,222,1260,1004,1140,236
302,394,1049,1132,270,297,1221,941,1128,299
321,385,990,1106,408,456,1169,1057,1088,454
267,286,1103,1090,407,314,1272,1128,1285,308
334,349,671,1028,301,263,805,751,817,274
1012,1047,352,676,1238,1128,548,404,520,1014
1011,1024,407,584,815,866,1176,406,1198,1021
892,884,341,441,997,1007,402,359,470,857
1018,1042,387,402,1220,1130,398,405,470,1021
1012,1046,314,449,741,677,600,347,457,677
650,641,406,485,494,515,509,355,468,567
517,393,356,442,357,372,426,419,530,376
360,350,562,453,424,345,570,451,570,339
358,351,370,456,414,324,466,431,402,344
566,434,326,508,476,348,431,311,516,347
384,366,358,427,388,329,491,362,390,352
522,490,410,453,467,500,574,402,600,382
523,488,378,532,705,439,474,270,417,402
425,388,321,330,436,418,376,387,440,417
388,384,286,427,414,581,448,291,377,339
343,395,318,435,395,362,523,337,450,360
378,448,588,637,627,361,577,342,559,376
327,363,303,432,402,333,420,317,454,398
294,328,471,493,467,349,430,501,480,360
444,344,474,459,376,283,544,406,493,376
777,785,318,544,467,390,414,360,363,414
721,622,264,456,602,3297,436,314,402,1162
543,412,674,4008,443,346,944,829,426,351
550,633,3789,606,450,388,2180,377,4911,299
505,485,347,434,398,378,341,394,421,347
500,578,546,375,362,341,364,347,333,348
392,406,399,483,399,344,380,371,522,319
439,1105,411,513,904,1408,356,342,350,446
584,571,350,522,4745,2161,557,352,417,5780
460,433,300,463,418,326,337,376,455,461
438,388,409,424,454,436,359,360,501,434
506,534,421,527,478,387,394,401,595,445
521,338,708,426,363,338,412,404,445,305
488,490,390,519,336,405,367,335,435,341
431,524,419,500,457,381,425,351,431,352
377,523,403,520,431,310,418,269,448,284
651,634,359,562,500,644,404,402,412,438
489,429,459,536,402,343,415,403,508,334
448,532,328,450,450,436,400,401,468,394
456,649,377,427,447,543,381,540,776,364
522,477,315,418,410,407,431,285,478,309
537,481,1657,827,496,388,2904,3189,3344,390
663,520,323,548,522,482,418,314,342,307
371,441,408,459,458,326,378,404,428,350
599,793,371,423,650,423,408,406,393,362
509,443,406,491,423,433,450,397,432,355
520,1048,360,394,2627,2878,440,256,299,3891
472,394,465,458,330,425,512,404,629,326
475,532,321,583,396,364,305,549,593,395
485,340,397,617,460,338,366,410,409,295
445,427,420,561,447,394,418,410,331,387
395,343,350,592,352,432,315,311,467,297
482,395,289,610,414,385,337,351,381,447
625,303,328,360,411,370,402,291,325,337
556,397,371,490,461,414,383,469,486,384
442,340,426,515,429,259,408,366,519,313
550,349,362,518,439,431,599,475,415,341
583,291,311,521,432,432,328,349,354,354
384,306,318,554,346,383,365,386,455,335
724,389,454,426,533,359,384,473,646,386
546,397,265,494,414,363,332,334,267,343
475,413,265,494,541,549,263,287,357,399
523,361,251,433,464,463,238,330,415,420
427,331,288,353,442,401,251,285,431,395
507,420,912,969,519,340,824,1529,1509,365
476,283,1737,1056,316,252,1989,975,1046,254
526,266,855,1017,402,434,865,940,1002,237
420,250,935,1238,366,266,870,993,1037,304
341,405,1121,973,331,297,1753,1390,1684,315
1205,1030,1023,1013,1461,805,1669,976,1175,834
