Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
641,721,798,868,931,1169,1089,1242,1302,1374,775,11004,10945,11076,876,829,922,978,1022,11333
727,814,880,943,1004,1135,1065,1196,1256,1376,799,1362,1313,1413,1080,1028,1130,1181,1463,1518
1129,1223,1314,1387,1489,1679,1593,1835,1921,1985,840,10747,10684,10810,1072,982,1155,1327,1451,11489
485,538,588,637,685,772,981,1047,1106,1180,532,1127,1073,1178,834,778,1226,1280,1335,1462
958,1028,1096,1161,1227,1480,1290,1631,1697,1759,556,10785,10749,10819,1330,1261,1400,1458,1515,11020
538,593,645,707,758,972,808,1021,1071,1131,599,986,951,1036,779,745,812,846,880,1087
394,434,624,659,693,760,727,793,826,867,463,12053,11934,12199,685,650,718,750,789,12843
2338,2571,2811,3041,3607,3998,3793,4188,4381,4628,1626,2996,2874,3108,3217,2208,3348,3475,3742,3603
2929,3180,3414,3593,3728,4016,3855,4227,4439,4695,1948,12156,12665,13084,2874,2616,3120,3368,3580,13311
2411,2619,3246,3477,3703,4198,3927,4431,4659,4925,1773,2656,3337,3522,3875,3684,4092,4293,4503,4702
2359,2598,2812,3027,3242,3651,3445,6141,6377,6610,2258,13487,13241,13850,2698,2490,2903,3109,3354,15561
3020,3245,3466,3794,5915,7260,8540,9035,9440,9816,2812,7642,6312,7859,8104,4006,8355,8588,8941,9179
3850,4973,6091,6351,6589,7053,6821,7918,8357,8809,4754,13592,13296,13907,5736,5236,6448,7105,7687,17194
3582,3796,3988,4170,4357,4720,4535,4901,5092,5317,2157,4879,4673,5076,5485,5268,5715,5926,6147,6637
1800,2015,2206,2672,2849,3178,3028,3361,3648,3942,2306,12990,12725,13206,3516,2536,3770,4000,4230,14165
1910,2139,2358,2563,2785,3469,3258,3686,3904,4139,2323,4276,4172,4447,3470,3258,4618,4839,5057,5255
1862,2265,3510,3701,3917,4289,4094,4469,4676,4891,3362,13080,12828,13352,3872,3608,4118,4331,4594,15934
1943,2202,2433,3235,3499,3982,3741,4254,4577,4804,2372,4677,4478,4875,3689,3420,5074,5299,5521,6004
4549,4839,5087,5342,5937,6451,6204,6704,6935,7209,4812,12760,12567,12934,5494,5194,6417,6669,6900,14247
3082,3262,4147,4342,4503,4826,4660,4970,5115,5282,1483,4353,4214,4497,3059,2876,3246,3548,3823,4647
4590,4732,4855,4977,5097,5339,5221,5491,5664,5788,2629,12042,11950,12137,2904,2770,3033,3177,3296,12228
1351,1465,1555,1659,1746,2557,1838,2897,3258,3576,2519,2819,2681,2954,3197,3070,3323,3531,3684,3803
817,916,1001,1083,1166,1596,1514,1678,1758,1839,639,10816,10770,10859,821,734,1076,1317,1427,11494
606,674,734,795,855,1119,913,1188,1245,1323,584,1099,1047,1144,860,807,1196,1256,1320,1465
648,722,791,855,916,1185,977,1253,1318,1393,611,10680,10621,10735,761,691,970,1039,1103,11532
652,728,798,866,933,1219,1001,1277,1364,1431,454,946,901,987,1063,687,1145,1229,1330,1552
944,1003,1052,1101,1148,1242,1195,1290,1337,1387,893,11129,11068,11189,1016,953,1066,1114,1163,11543
964,1024,1075,1125,1175,1272,1224,1320,1367,1414,888,1569,1518,1617,1207,1148,1270,1329,1385,1666
997,1066,1125,1185,1247,1364,1305,1426,1485,1544,466,10821,10750,10885,756,528,813,867,921,11176
1004,1069,1120,1170,1219,1319,1268,1396,1454,1524,585,1196,1146,1246,899,845,950,1302,1359,1422
503,560,616,650,684,833,717,867,900,941,709,11047,10996,11098,950,835,1031,1221,1314,11404
728,951,1013,1072,1131,1244,1187,1311,1369,1432,829,1395,1351,1439,1093,1042,1143,1193,1244,1484
952,1019,1068,1119,1176,1292,1231,1354,1419,1481,861,12217,12154,12272,1000,935,1062,1125,1188,12563
1034,1099,1155,1219,1282,1409,1347,1469,1536,1600,1975,2551,2507,2593,2274,2226,2320,2366,2411,2638
711,773,830,885,940,1202,994,1258,1311,1377,656,10685,10627,10743,794,728,861,1043,971,11352
754,829,895,952,1012,1133,1074,1191,1300,1368,477,1065,1015,1116,775,716,835,1166,1218,1324
481,554,615,675,955,1064,1011,1120,1185,1263,513,11155,11088,11220,718,614,785,960,1014,11576
478,548,621,688,752,1105,1034,1175,1244,1325,924,1601,1548,1655,1245,1190,1300,1359,1419,1711
