Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
1505,1651,1783,1906,2030,2184,2299,2636,2746,2886,1120,1364,1243,1770,1880,1988,2105,2233,2330,2451
970,1899,2035,2139,2236,2329,2434,2548,2671,2809,1239,1480,1365,1602,1911,2050,2168,2280,2534,2397
1488,1610,1720,1842,1937,2036,2131,2229,2420,2537,1169,1387,1281,1489,1602,1710,1940,2053,2178,2304
1076,1160,1239,1316,1388,1664,1736,1810,1885,1977,1108,1317,1221,1409,1498,1592,1869,1971,2185,2073
1073,1147,1216,1288,1355,1427,1507,1749,1830,1923,948,1141,1048,1220,1295,1372,1446,1693,1877,1781
800,870,931,991,1046,1104,1158,1221,1300,1357,843,964,907,1018,1073,1127,1276,1329,1440,1380
658,716,750,784,823,857,894,938,992,1030,998,1127,1067,1187,1245,1305,1394,1454,1512,1568
893,962,1025,1085,1146,1205,1263,1428,1488,1553,684,820,758,881,1042,1094,1148,1204,1331,1265
946,1012,1072,1148,1211,1271,1328,1501,1547,1582,832,961,902,1020,1091,1150,1205,1262,1320,1392
977,1044,1103,1155,1203,1251,1310,1358,1407,1461,949,1097,1033,1161,1215,1272,1327,1578,1452,1513
1177,1246,1309,1373,1439,1503,1561,1617,1675,1762,723,800,1001,1066,1126,1192,1244,1294,1341,1406
874,941,1010,1075,1138,1202,1267,1417,1473,1540,722,850,789,915,978,1145,1212,1274,1405,1335
567,645,806,857,901,941,981,1387,1459,1532,1101,1212,1161,1287,1361,1444,1509,1565,1616,1668
633,680,721,774,827,883,939,1008,1062,1112,890,993,942,1041,1095,1153,1209,1263,1317,1382
766,828,880,928,981,1029,1081,1133,1194,1246,564,637,604,702,734,766,802,951,843,888
884,947,1014,1071,1131,1188,1246,1308,1415,1483,612,745,685,802,966,1023,1082,1140,1265,1198
1405,1474,1536,1604,1668,1728,1790,1850,1912,1972,876,1240,942,1315,1380,1445,1507,1579,1639,1700
899,961,1021,1083,1145,1206,1268,1330,1451,1527,816,957,889,1019,1081,1142,1204,1392,1318,1455
474,530,786,849,906,957,1012,1068,1124,1196,1043,1170,1109,1235,1295,1356,1411,1577,1695,1632
879,942,1003,1058,1118,1178,1237,1398,1461,1528,775,910,849,963,1024,1083,1140,1317,1448,1382
704,772,833,884,940,998,1056,1233,1299,1376,830,957,897,1018,1080,1142,1203,1380,1512,1443
1522,1667,1723,1772,1944,1993,2039,2381,2671,2967,1440,1553,1501,1614,1663,1712,1759,1808,2326,2430
1386,1470,1528,1583,1638,1690,1754,1811,1863,1916,3657,3798,3740,3850,3904,3960,4022,4077,4130,4184
