Client_0,Client_1
406,547
424,477
472,518
401,462
372,479
472,536
471,515
419,463
354,410
481,537
519,585
539,589
1037,1175
1120,1352
1481,1670
1346,1552
987,1121
1092,1223
1173,1536
1013,1183
1119,1254
1044,1232
812,906
810,963
1129,1267
787,960
925,1058
1171,1307
562,636
791,930
715,818
1007,1129
999,1163
622,725
543,622
441,495
531,598
368,500
612,698
378,463
471,524
521,600
455,519
506,578
535,614
603,653
406,462
446,510
446,508
333,392
398,475
454,515
446,508
399,488
440,500
383,429
417,548
463,526
555,633
509,553
336,377
455,519
548,626
593,684
523,568
346,406
478,542
533,612
422,546
521,564
417,458
462,533
508,585
501,580
496,540
361,418
486,551
535,582
413,450
436,480
471,523
549,628
547,631
564,637
515,573
460,524
474,541
520,592
319,372
341,407
488,549
487,554
418,489
531,602
437,497
450,513
409,489
474,541
507,550
475,546
395,481
382,456
515,569
468,521
405,465
472,534
514,587
543,632
538,622
413,481
427,493
577,645
443,487
426,483
367,410
458,506
489,533
487,559
430,490
394,454
591,664
565,637
495,543
1596,1837
1566,1807
1120,1299
1185,1381
846,975
456,536
689,778
568,626
605,704
578,635
463,516
441,614
429,484
616,723
519,577
488,576
1111,1255
1599,1875
1198,1422
1094,1298
1729,2075
1367,1620
1085,1307
1069,1204
814,914
855,953
768,865
795,911
559,672
433,505
351,426
578,660
499,556
366,432
423,493
553,650
531,612
535,585
481,568
509,572
505,562
510,560
564,634
366,430
474,536
558,631
472,539
559,640
513,586
498,576
646,735
422,494
696,789
379,520
474,557
510,563
456,532
638,725
508,584
550,622
408,455
531,607
445,495
641,725
549,629
535,591
494,634
592,671
486,558
488,546
422,480
540,623
534,604
499,587
629,726
587,650
742,829
529,596
495,591
615,700
561,637
678,769
500,563
449,527
521,584
707,798
582,663
495,591
625,715
407,488
690,776
586,647
492,547
544,615
691,771
595,658
1174,1326
1607,1815
1459,1662
1064,1204
1059,1216
1207,1460
985,1200
1175,1392
1300,1507
965,1099
612,708
726,836
659,761
514,597
686,792
614,698
775,863
506,584
744,849
590,656
579,669
605,692
619,677
1135,1225
485,571
721,814
549,607
588,666
505,569
446,518
525,575
556,628
491,534
453,525
424,510
429,494
597,664
479,525
413,459
414,460
1349,1558
1526,1712
1096,1265
1028,1165
1066,1208
1577,1791
1138,1349
1032,1164
1220,1416
1669,1892
1571,1824
622,724
4320,4427
689,817
1234,1318
546,607
486,536
482,554
440,496
422,505
503,570
465,528
421,483
428,486
504,562
450,511
413,466
453,503
395,452
509,564
490,544
487,548
374,435
453,504
521,565
392,455
491,546
510,575
470,523
514,582
1020,1216
1574,1754
923,1072
987,1134
1304,1477
1405,1585
1014,1143
1338,1508
1299,1458
1036,1162
1058,1262
1287,1444
1386,1562
1072,1245
709,831
1104,1228
573,656
546,609
408,466
536,604
498,558
498,551
543,590
492,539
470,531
571,649
478,550
553,632
438,492
397,532
381,461
547,632
449,527
1143,1275
1444,1624
1270,1484
1003,1205
1141,1307
1428,1610
1022,1184
959,1081
1193,1408
1555,1749
1730,1943
955,1114
1056,1238
1270,1458
702,782
630,698
489,575
469,531
399,509
450,513
361,423
473,525
542,612
512,580
520,577
447,506
451,529
361,429
355,414
465,546
421,465
385,440
452,521
463,506
344,383
449,504
511,598
430,529
508,602
448,486
416,475
411,464
525,610
492,575
411,467
426,489
423,513
512,600
530,585
458,497
452,528
512,596
514,601
418,462
340,436
319,429
374,426
483,561
505,550
382,468
438,533
872,958
477,518
542,638
392,452
464,538
480,531
445,497
437,503
502,575
519,581
431,495
457,530
512,587
1139,1291
1127,1394
995,1162
992,1153
1045,1259
1140,1494
907,1021
1020,1228
1317,1473
776,854
504,566
480,534
501,556
519,563
419,461
441,552
426,482
524,584
415,476
457,524
468,524
358,396
532,597
445,485
398,459
498,553
419,485
506,549
464,513
416,470
458,502
370,429
600,675
420,465
458,520
475,539
489,563
530,581
404,465
464,511
542,620
563,625
429,477
445,491
561,634
551,614
422,467
1438,1684
1375,1560
1213,1373
1060,1197
1458,1675
1440,1660
1088,1264
1492,1673
1175,1418
1290,1502
889,1021
1435,1690
1303,1585
808,954
852,1024
1254,1419
738,834
716,830
427,479
731,840
544,599
414,484
690,797
487,548
1073,1315
1654,1890
1149,1619
1402,1618
1517,1758
1174,1412
1561,1843
1249,1478
649,734
530,595
467,535
454,506
526,590
523,585
437,503
466,539
475,536
502,559
572,640
445,494
405,467
571,639
559,619
