Client_0,Client_1,Client_0,Client_1
397,461,355,470
379,437,487,20675
390,448,711,772
498,542,350,20612
467,508,460,571
455,495,408,20676
450,492,532,634
518,618,498,20567
547,599,500,535
1807,2069,1684,22434
2252,2442,1992,2445
1192,1329,1072,21670
1349,1550,1235,1655
2621,2827,3031,22334
1963,2198,1900,2295
1073,1259,1055,21413
1183,1318,1150,1390
464,527,424,20843
700,754,680,808
396,456,386,20702
551,614,564,660
545,600,770,20631
420,469,536,570
468,511,391,21544
1182,1380,1116,1600
2397,2653,1961,21600
1450,1623,1184,1537
961,1155,1061,22335
1897,2095,2001,2348
1728,1955,1824,21575
1077,1259,1187,1590
1125,1310,1009,24165
2104,2278,3078,6169
736,1122,728,20866
565,644,621,784
444,510,401,20561
436,498,402,480
771,835,746,20785
463,540,744,815
582,640,741,20421
439,507,385,439
673,744,450,20657
531,599,457,542
554,645,616,20846
951,1058,626,834
828,921,913,20841
547,644,594,758
900,999,657,20750
484,546,516,665
1147,1246,1019,20762
632,727,547,729
1295,1391,1160,20882
541,630,645,798
1126,1228,996,20995
764,841,1058,1136
670,776,592,20838
622,683,584,759
1294,1384,1170,20827
604,698,602,721
587,710,615,21590
1092,1172,1392,1558
668,753,632,20790
626,725,608,799
662,756,721,21186
872,955,995,1151
573,653,588,21503
1390,1487,1296,1490
479,555,590,21663
1214,1317,1092,1655
578,673,517,21452
1600,1700,1176,1535
617,700,553,21403
1445,1541,1027,1384
604,714,678,20859
490,577,793,893
632,724,572,21206
928,1022,980,1185
643,727,599,20984
764,1031,776,952
928,1025,571,20893
641,708,628,817
555,629,553,21015
963,1080,685,1039
587,674,598,20862
660,761,613,800
609,716,917,20837
513,601,579,775
649,752,490,20740
626,720,571,691
1042,1125,671,20763
491,557,544,694
722,841,760,21124
949,1018,846,1064
650,754,661,20816
645,739,621,795
1251,1445,1668,20992
603,728,783,980
982,1182,981,22002
2042,2103,2340,2404
925,982,471,20720
836,888,815,862
638,700,797,20560
474,537,409,520
479,567,479,20601
409,474,574,621
466,533,458,20628
520,590,468,602
694,751,813,20888
966,1036,1110,1176
849,906,967,20740
591,643,462,552
456,512,418,20616
449,503,394,504
381,430,484,20603
564,621,463,575
390,464,555,20797
498,551,649,747
847,904,979,21061
1085,1155,892,1017
412,453,433,20688
522,565,468,586
709,771,562,20905
978,1040,736,857
751,817,884,20645
491,613,612,657
570,615,530,20682
462,583,553,596
614,700,650,20733
472,521,515,603
585,676,676,20767
640,701,566,717
543,621,568,20957
702,800,678,930
501,586,608,20831
490,543,601,735
442,504,544,20918
733,808,709,869
471,555,519,20893
567,674,613,864
519,600,494,20764
595,683,522,702
528,600,474,21408
658,750,1181,1419
513,595,452,21348
741,834,1154,1328
572,661,492,20616
592,690,596,672
607,714,602,21226
789,876,1015,1230
669,781,615,21012
779,889,825,936
931,1012,1293,20865
606,711,646,818
946,1051,1387,20838
603,688,639,790
853,944,1415,20821
533,629,602,719
470,563,516,20909
583,646,641,828
910,1012,1035,21279
770,858,1308,1388
648,726,636,20922
741,853,692,878
527,594,619,21395
896,998,1176,1380
599,695,466,21225
939,1034,996,1268
613,692,537,21491
1113,1212,1289,1462
672,797,625,20791
491,557,555,735
525,588,524,21347
972,1063,1154,1320
590,688,591,20790
508,617,562,777
927,1027,746,20850
511,598,606,784
843,980,895,20842
606,689,622,741
592,692,654,20748
624,686,537,707
723,823,712,20802
641,743,596,777
933,1053,1330,21002
550,721,697,869
746,876,2025,20735
504,579,552,693
724,901,911,20991
608,712,782,936
747,862,510,21023
1564,1685,1100,1192
616,713,597,20866
620,726,621,795
1399,1502,991,20854
1268,1368,886,960
605,696,524,20821
1361,1470,607,939
674,766,616,20877
611,714,660,848
1380,1503,836,20822
555,658,574,745
602,701,659,21023
601,700,1084,1169
539,632,608,20965
815,918,755,925
552,639,627,20953
1464,1553,1035,1126
1382,1477,995,20745
598,690,529,719
1163,1259,1039,20885
589,686,660,831
609,796,799,20772
615,715,556,748
819,918,2629,20652
429,477,456,580
366,422,396,20596
473,532,378,521
468,534,460,20621
431,506,405,611
426,504,565,20559
467,529,387,465
384,438,384,20526
405,450,378,459
1060,1186,1010,21675
1010,1137,1284,1783
1307,1514,996,21378
980,1144,1053,1315
1036,1236,1491,21965
1460,1634,1422,2147
1093,1293,1003,21436
1125,1350,1052,1457
1502,1701,1379,20791
607,728,526,655
607,724,569,20606
516,610,418,549
393,448,434,20535
376,439,548,596
459,510,436,20539
566,631,376,509
388,430,332,20474
368,449,330,449
423,496,346,20548
503,555,367,476
515,571,455,20544
538,599,572,631
507,553,424,20521
428,485,528,575
490,571,439,20554
576,628,358,432
478,532,274,20534
429,484,504,546
473,529,469,20539
531,595,545,597
413,477,384,20518
520,565,447,480
460,505,410,20659
489,543,504,628
505,580,354,20518
504,577,347,501
415,476,391,20621
482,529,535,570
539,590,486,20742
624,702,574,717
488,559,519,20595
609,685,638,696
452,531,532,20544
403,478,383,502
457,534,375,20599
543,599,487,525
510,591,402,20624
844,945,433,597
717,847,608,20756
513,604,542,733
789,938,743,20816
629,699,574,747
553,641,640,20742
584,701,549,703
530,675,517,20724
537,635,505,671
713,831,660,20728
555,648,549,663
777,925,501,20725
588,700,500,702
624,734,734,20601
547,634,408,558
668,818,593,20741
523,674,531,716
611,736,515,20515
451,522,338,467
582,688,418,20611
480,587,420,603
529,620,320,20660
519,605,505,624
449,563,513,20558
411,474,417,489
465,518,342,20558
461,511,579,634
531,588,472,20651
508,554,458,576
543,604,355,20506
467,519,339,524
545,608,466,20555
410,453,447,490
416,481,459,20523
375,437,527,575
440,495,424,20599
358,415,408,481
1187,1384,997,21508
1475,1650,1105,1560
1368,1547,904,21391
979,1143,1006,1280
1283,1444,1354,21713
1349,1516,1254,1817
1069,1285,938,21328
1113,1296,988,1265
1194,1409,1379,21382
961,1088,1011,1345
911,1079,946,20989
951,1076,688,1006
456,534,371,20484
456,529,480,519
456,528,331,20564
510,574,477,525
474,537,503,20466
323,393,331,402
387,456,333,20492
439,482,360,453
319,375,448,20607
419,482,430,588
472,548,440,20737
520,616,540,734
384,425,373,20533
363,429,383,484
504,549,408,20461
459,511,439,490
417,554,338,20474
419,460,311,381
364,406,336,20470
460,506,338,409
376,416,279,20543
476,568,600,668
497,553,471,20587
608,694,427,564
511,572,428,20438
448,512,294,381
555,621,464,20782
755,844,573,786
547,635,465,20736
530,633,521,680
673,761,516,20633
491,555,469,582
796,892,743,20523
666,736,345,487
728,819,548,20634
678,758,432,593
586,676,498,20864
559,663,663,819
586,654,616,20642
511,599,451,625
488,552,512,20773
785,908,557,760
596,664,502,20702
651,758,505,686
525,628,537,20750
514,606,565,721
547,635,434,20909
676,768,716,886
612,677,673,20733
572,662,532,702
733,819,775,20602
578,669,571,642
635,703,539,20632
586,691,459,575
567,669,473,20642
632,734,476,585
792,890,695,20578
598,693,502,553
794,907,717,20747
623,709,499,672
792,890,703,20615
507,591,419,595
752,850,772,20892
607,684,648,908
525,588,440,20695
571,663,630,691
718,831,682,20663
616,690,460,573
479,569,537,20907
676,780,643,943
484,589,410,21001
796,897,744,1061
547,610,515,20617
543,658,430,611
571,657,400,43470
