Client_0,Client_1,Client_2,Client_3,Client_4
581,1046,983,916,1213
725,926,862,797,998
495,822,635,761,888
572,811,687,630,887
762,1020,936,854,1116
516,759,604,692,832
558,785,666,614,857
461,721,548,669,794
399,825,744,675,909
661,903,824,752,984
475,784,601,719,857
590,823,720,653,887
507,722,654,566,798
548,743,704,663,789
665,998,822,750,1070
500,696,579,656,740
560,722,649,608,768
394,781,722,660,847
686,862,805,751,913
654,878,811,738,952
482,683,562,640,728
573,824,709,640,891
450,643,527,603,688
558,749,648,606,828
795,998,937,872,1057
352,841,754,677,921
433,847,777,711,930
681,939,858,774,1028
581,748,671,630,793
521,682,607,568,727
606,831,761,689,910
548,760,697,631,817
652,938,809,734,1059
564,754,684,635,825
501,665,589,549,710
621,839,768,698,919
558,793,685,626,854
630,850,783,711,915
564,819,707,645,884
498,747,620,560,818
646,890,814,733,985
617,849,771,697,930
547,730,636,595,778
532,781,661,603,849
555,845,697,802,907
574,803,683,629,876
385,855,782,705,926
645,890,800,726,969
575,803,684,632,877
612,772,723,670,846
529,775,620,707,851
517,744,600,691,801
753,1106,1035,958,1175
512,714,594,672,760
842,1078,1009,936,1155
766,1024,925,846,1110
800,991,933,873,1051
847,1079,1004,928,1155
571,799,680,628,872
568,767,648,725,812
608,818,749,686,880
912,1108,1049,987,1167
834,1063,990,920,1143
683,903,831,759,982
639,861,789,718,940
593,810,742,673,889
781,960,903,847,1015
847,1090,1017,942,1173
620,818,753,686,892
672,872,806,739,945
1765,2366,2174,1961,2594
1141,2055,1874,1686,2255
2106,2663,2493,2313,2831
2394,3146,2933,2708,3360
1732,2742,2497,1969,2965
2092,2851,2605,2357,3075
1858,2620,2383,2113,2869
1647,2318,2120,1907,2540
952,2178,1976,1761,2404
929,2072,1908,1733,2484
1047,2394,2173,1956,2637
3411,4144,3913,3676,4376
1751,2126,2035,1897,2214
1254,1547,1465,1364,1630
823,1005,950,893,1060
848,1020,968,914,1074
290,623,570,516,680
847,1568,1251,965,1875
451,627,540,596,661
1383,1553,1492,1436,1608
470,628,579,532,678
645,830,773,713,886
456,612,563,512,673
680,854,799,745,906
730,893,846,794,939
445,647,553,502,703
737,902,851,799,953
455,782,732,680,843
709,945,887,795,997
486,779,590,703,841
532,702,654,595,736
501,728,649,565,810
434,615,528,485,664
443,542,514,479,571
435,531,501,471,565
408,506,476,446,539
525,701,645,589,760
536,697,642,593,748
490,667,635,551,722
504,688,599,553,729
629,854,788,712,926
583,750,698,645,808
514,732,634,571,788
827,1054,989,918,1131
579,738,700,628,780
484,634,565,528,677
508,713,647,580,787
721,942,874,801,1010
742,947,881,814,1003
544,744,679,613,817
550,757,694,624,829
496,649,578,541,692
592,803,736,668,877
789,995,931,865,1060
553,856,683,791,939
539,703,657,752,794
834,1082,1006,926,1156
629,839,762,699,909
597,903,713,836,984
916,1039,1150,1259,1395
649,940,806,731,1022
489,729,685,641,777
504,702,633,564,778
625,792,739,685,873
684,941,852,772,1022
599,790,736,673,839
509,876,647,796,948
583,786,711,642,853
620,918,737,856,987
1030,1164,1289,1423,1549
594,825,734,968,1054
602,949,744,886,1034
544,785,708,629,871
584,885,804,720,973
997,1281,1190,1101,1370
1030,1228,1123,1322,1403
663,854,766,719,907
697,945,860,782,1006
555,847,661,768,934
1033,1260,1191,1120,1349
530,683,636,587,736
695,851,910,776,959
502,834,610,755,919
641,969,779,889,1056
815,1100,1011,917,1196
567,904,664,810,1009
644,875,790,729,952
1012,1246,1174,1098,1318
1016,1269,1192,1111,1347
710,976,915,781,1063
678,1013,841,757,1122
764,1157,946,859,1248
761,1029,959,856,1108
992,1247,1166,1086,1325
415,873,794,721,959
687,990,821,759,1059
748,993,918,836,1077
469,858,787,705,937
1084,1331,1250,1169,1418
985,1240,1159,1077,1318
484,952,880,805,1032
837,1032,974,915,1102
369,657,614,569,706
527,685,636,584,743
489,644,586,541,693
534,693,649,595,743
426,703,528,646,768
599,756,705,655,812
498,741,608,557,797
355,656,611,565,707
507,603,574,542,636
529,683,650,578,717
485,584,555,523,619
530,697,644,587,756
347,640,596,550,689
471,574,540,509,603
309,597,555,508,650
601,820,764,687,881
698,915,847,775,982
483,648,596,541,710
740,932,872,811,992
652,832,775,716,890
414,550,509,462,586
433,652,520,602,704
512,631,600,566,667
644,875,805,730,947
551,757,657,601,817
497,634,592,538,682
450,596,543,491,658
530,628,599,568,663
771,992,922,850,1064
472,571,541,509,605
400,497,466,436,531
529,706,651,593,766
553,758,716,673,805
740,1030,938,844,1133
535,830,681,780,884
570,802,755,704,855
581,777,685,637,832
486,940,872,800,1018
977,1275,1187,1094,1368
1038,1309,1231,1144,1395
635,1064,809,978,1166
584,1069,979,905,1163
846,1160,1064,959,1260
1149,1455,1358,1252,1551
1186,1454,1373,1289,1534
1170,1521,1410,1304,1634
1133,1496,1391,1280,1599
1029,1337,1238,1136,1444
639,1132,1038,949,1237
1109,1354,1279,1202,1429
543,1038,952,872,1113
652,915,863,807,977
414,830,779,688,881
474,695,563,649,746
680,936,862,776,1023
966,1215,1134,1058,1289
554,776,643,730,826
546,723,675,774,820
526,792,736,655,844
747,1158,1072,981,1236
