Client_0,Client_1
506,575
484,569
486,705
414,498
522,589
530,636
427,492
467,522
475,546
515,600
531,617
426,490
578,655
474,543
557,642
505,562
376,521
409,483
305,362
451,506
493,558
404,451
499,548
423,495
444,496
594,671
421,487
451,508
366,430
438,488
494,577
478,528
458,505
456,503
484,556
454,538
430,496
420,488
474,554
553,615
485,552
537,602
494,565
472,521
478,528
495,560
466,549
563,637
347,416
579,660
417,485
413,477
413,478
472,550
472,520
524,608
545,613
481,543
518,582
1373,1665
1372,1547
1491,1697
1503,1711
1047,1253
1060,1337
1013,1197
1124,1306
1179,1411
1142,1294
864,984
514,615
547,644
607,680
443,498
500,573
557,635
462,516
510,564
433,487
610,692
635,718
511,574
537,618
598,674
502,565
534,618
509,594
501,577
451,522
594,667
484,563
503,571
503,592
436,488
622,746
605,797
468,531
447,531
473,562
520,621
537,623
633,717
520,605
524,580
436,513
570,649
494,583
534,611
571,621
534,619
574,648
548,609
533,610
597,686
387,440
536,616
647,728
554,614
479,553
453,524
512,566
603,751
462,518
592,671
535,613
564,660
475,553
510,587
652,732
499,561
502,564
575,646
553,628
523,601
437,490
585,662
632,719
383,461
504,569
457,601
541,618
519,589
450,522
446,539
594,729
488,575
516,704
491,583
539,614
546,615
644,734
511,603
440,519
601,687
634,729
567,626
511,605
493,579
588,675
627,720
443,497
520,585
461,671
392,474
475,554
466,667
668,742
550,609
409,482
460,515
460,555
440,519
529,605
636,732
497,581
500,570
422,601
642,745
432,505
500,581
495,623
500,585
416,469
383,436
998,1183
1303,1530
1409,1671
1404,1661
1076,1305
1135,1340
1045,1229
976,1143
1184,1409
1378,1611
1259,1512
1032,1264
1048,1269
853,981
1051,1262
1348,1533
1387,1566
1398,1586
737,870
605,714
602,671
547,641
498,543
444,484
491,585
351,445
368,425
527,573
535,599
467,513
531,594
332,392
390,458
368,430
434,489
1124,1304
1155,1382
1097,1264
1421,1628
1309,1503
1416,1634
1076,1293
1067,1282
1262,1486
1409,1596
1445,1662
1386,1560
1345,1515
818,959
707,850
938,1078
746,896
964,1108
840,933
759,856
734,960
863,997
819,1007
700,1004
771,886
724,851
1073,1215
753,863
608,683
469,547
607,686
458,530
514,592
508,599
508,578
459,530
545,611
580,649
513,571
467,543
1032,1175
1097,1292
1381,1633
1524,1728
1510,1718
1166,1427
1065,1270
1004,1199
1031,1248
1271,1460
1517,1766
1554,1782
1576,1798
1029,1223
1122,1347
1119,1321
792,956
827,1011
1101,1237
796,927
744,877
820,910
1022,1148
974,1322
1122,1312
874,1047
808,935
816,915
978,1133
1038,1182
868,1063
919,1082
831,974
758,902
934,1119
889,1013
514,707
495,557
573,691
606,716
594,682
716,806
748,843
474,561
553,617
724,810
519,615
533,626
577,674
521,635
518,602
548,649
488,577
676,772
672,760
669,754
604,680
474,570
597,689
707,805
558,653
582,681
533,628
592,688
785,886
500,592
528,611
734,819
742,835
481,554
683,775
688,774
539,633
530,622
752,852
750,846
462,543
503,577
633,745
706,837
470,544
544,642
746,903
751,895
482,545
501,562
567,676
593,682
570,655
513,577
570,683
696,846
436,521
536,633
700,860
554,634
625,738
719,849
797,871
545,628
466,545
499,572
542,639
549,636
451,514
678,773
664,760
530,613
487,574
561,680
575,666
587,709
560,731
483,576
483,556
408,463
451,527
537,617
440,520
584,660
449,528
416,494
571,629
453,535
509,585
513,583
990,1243
967,1094
1198,1359
1305,1535
1262,1427
1439,1636
1110,1238
994,1161
1102,1280
1238,1422
1269,1477
1404,1584
943,1077
1020,1229
1236,1395
1574,1784
1307,1470
758,935
696,803
625,724
381,450
538,610
455,514
410,503
374,428
495,548
386,442
376,437
411,456
511,566
460,530
455,512
414,458
443,501
403,462
489,544
508,554
487,532
502,546
493,562
329,372
383,437
577,638
514,580
375,420
297,342
435,495
339,384
401,474
506,558
374,422
341,451
332,489
489,564
505,550
516,601
409,450
369,428
499,577
461,532
529,608
341,481
435,502
540,585
485,531
508,553
456,530
374,415
374,472
475,515
535,583
364,518
403,468
502,583
361,414
984,1124
1019,1149
1040,1223
981,1163
1061,1288
965,1179
1156,1291
1013,1167
1106,1424
1422,1629
1075,1283
1197,1435
1034,1271
1272,1433
958,1078
681,840
508,603
551,620
614,688
560,619
553,604
392,439
398,511
488,552
460,516
513,581
393,434
365,407
455,496
381,449
371,413
504,574
404,478
511,563
526,587
456,507
496,569
484,541
517,563
440,496
