Client_0,Client_1,Client_0,Client_1
441,539,522,621
475,553,479,549
320,397,502,582
549,643,633,731
437,520,465,579
369,435,394,464
399,514,393,461
409,475,694,760
446,487,418,479
389,435,370,427
426,495,412,486
570,639,431,563
508,577,485,554
366,565,374,449
547,610,532,605
326,389,411,484
502,548,379,442
418,474,336,401
520,565,480,543
551,620,498,576
337,406,338,407
380,453,322,391
703,766,644,722
448,500,420,481
421,479,395,465
802,876,484,549
424,488,359,437
438,481,467,513
450,520,386,455
380,432,334,406
477,544,414,475
416,460,386,430
386,428,363,423
512,592,570,631
362,424,423,489
546,720,501,554
403,476,428,498
542,603,389,448
483,545,529,597
312,362,391,451
871,926,531,604
388,504,581,656
427,494,365,432
381,426,457,515
312,356,393,464
451,611,618,685
384,446,427,495
524,629,401,471
430,474,400,485
353,416,369,412
491,557,518,577
456,528,425,489
949,1032,586,653
884,953,581,637
1000,1070,660,729
987,1051,692,759
478,543,377,426
403,457,421,492
1065,1140,1322,1436
512,583,353,434
389,434,357,429
460,525,433,571
481,526,367,483
486,638,397,475
607,678,409,483
432,478,466,527
1308,1546,1061,1280
1340,1584,1165,1407
1211,1447,1204,1449
2746,2961,1789,2012
2682,2921,1704,1932
2764,3004,1754,2011
1572,1786,1701,1916
1292,1512,1115,1348
1283,1526,1117,1347
1098,1329,986,1219
1283,1532,1106,1371
1609,1844,1097,2166
2711,2903,2178,2362
1684,1909,1752,1952
877,1063,859,1013
654,796,591,722
743,877,629,761
4019,4139,3778,3910
1474,1603,1184,1330
725,849,647,788
599,719,678,822
716,831,892,1019
785,900,814,912
1087,1181,873,973
472,549,460,507
737,803,576,643
909,989,727,814
379,451,357,420
671,753,839,908
644,720,425,509
450,524,462,512
432,511,520,631
434,484,402,476
554,623,558,618
607,683,761,833
459,529,383,435
386,455,430,504
739,822,677,773
390,454,368,442
526,580,527,590
416,494,562,647
447,521,419,504
459,556,375,469
412,476,533,584
393,474,473,548
398,463,439,511
441,523,421,474
602,674,658,795
446,513,382,431
329,410,407,458
616,689,429,516
580,652,573,644
395,447,446,494
438,487,448,514
432,483,482,547
485,571,522,614
452,523,381,449
445,526,410,478
399,466,402,473
430,520,358,434
802,882,849,922
443,510,437,509
440,515,547,617
409,505,470,541
518,582,482,556
881,959,689,771
507,573,492,564
588,640,552,604
365,434,394,445
615,683,543,595
886,946,751,817
360,428,355,403
434,511,442,490
442,490,481,541
534,599,505,582
930,1012,753,839
481,553,450,502
445,523,399,488
464,530,465,516
512,583,509,652
568,645,618,681
457,506,497,555
410,461,399,470
470,555,508,591
342,416,419,487
513,565,404,476
960,1034,627,702
510,579,472,556
