Client_0,Client_1,Client_2,Client_3,Client_4
902,20789,20948,20881,20836
581,872,1042,977,921
841,20691,20805,20940,20895
510,735,865,946,909
603,21039,21396,21276,21158
834,1415,1599,1542,1482
499,20931,21152,21078,21004
748,1129,1305,1247,1189
630,20943,21189,21104,21025
738,1152,1335,1278,1220
626,21283,21404,21618,21546
558,819,1026,1158,1097
715,21538,21708,21650,21594
802,1104,1252,1202,1154
611,20577,20665,20851,20818
580,633,778,861,833
406,20573,20705,20664,20812
426,669,821,773,875
694,20690,20780,20747,20845
485,651,751,713,803
508,20711,20887,20831,20776
551,851,986,942,897
745,21470,21560,21670,21634
479,657,761,826,796
514,20858,21033,20974,20916
648,945,1087,1040,992
565,20933,21107,21053,20995
1234,1305,1468,1412,1360
518,20766,20962,20890,20820
475,934,1106,1048,989
742,20862,21049,20987,21193
544,893,1060,1024,1117
554,20893,21036,21216,21153
552,844,1028,1149,1092
606,20737,20925,20862,20801
560,890,1054,999,945
461,21543,22530,22331,22133
1196,1821,2874,2714,2534
2121,22834,23368,23190,23012
2417,3384,3997,3785,3582
1030,21375,22413,22196,21977
1023,1580,2737,2598,2399
2079,21909,22289,22103,22667
1497,2285,2850,2665,3081
1033,21610,21961,21844,21730
1044,1918,2204,2110,2015
2233,23405,24256,24047,23815
2691,4145,4441,4344,4249
604,21115,21429,21330,21227
867,1417,1677,1591,1503
456,20777,21002,20930,20852
595,971,1163,1102,1036
515,20820,21013,20956,20884
646,990,1140,1090,1042
805,20637,20736,20889,20852
668,705,814,883,851
788,20734,20890,21091,21026
493,803,989,1107,1050
455,20692,20866,20805,20744
515,813,965,918,868
1245,22056,22838,22559,22282
1656,2980,3566,3370,3174
1246,22017,22587,22402,22214
1619,2608,3048,2906,2760
1453,21908,22505,22312,22119
1497,2517,3014,2845,2683
1213,21822,22315,22150,21988
1413,2262,2687,2547,2407
1388,22075,22651,22476,22296
1599,2676,3135,2982,2832
1260,21847,22338,22175,22008
1480,2356,2766,2630,2496
1426,22303,22936,22720,22519
1901,2970,3460,3291,3133
1514,22157,22673,22486,22320
1729,2624,3062,2918,2775
2096,22157,23070,22877,22662
1731,2295,3500,3336,3105
1181,22126,22703,22511,22325
1664,2700,3311,3131,2889
2215,21309,21556,21476,21394
833,1450,1660,1588,1520
788,21145,21531,21404,21274
864,1524,1839,1733,1632
575,21052,21316,21229,21142
845,1301,1515,1449,1376
506,20742,20848,20978,20934
546,751,875,954,917
864,20765,21008,20963,20919
545,732,984,947,909
891,20806,20952,21161,21087
588,885,1097,1237,1170
515,20750,20859,20991,20947
544,752,880,961,923
821,20757,20862,20993,20947
534,738,863,939,904
643,20743,20968,20892,20821
565,952,1143,1083,1022
523,21197,21319,21437,21548
959,1566,1677,1791,1900
527,20889,21111,21038,20963
705,1083,1255,1198,1143
574,20689,20802,20980,20936
702,746,874,954,916
966,20838,21050,20983,20911
601,962,1142,1086,1045
517,21281,21407,21528,21647
1023,1662,1800,1946,1882
507,21517,22294,22169,22045
1123,1690,2444,2299,2187
1533,22868,23224,23554,23880
2289,4060,4403,4748,5086
1052,21448,22490,22363,22210
1070,1835,2803,2682,2516
1377,21461,21933,21789,21629
1103,1880,2205,2100,1991
615,21237,21604,21482,21350
983,1596,1867,1778,1688
857,21654,21950,21853,21753
1392,1906,2166,2082,1992
705,21757,22066,21972,21871
1480,2039,2294,2205,2124
621,21610,21937,21827,21720
1348,1913,2193,2104,2001
679,21077,21344,21243,21162
837,1295,1561,1472,1386
1350,21261,21589,21483,21377
956,1506,1672,1619,1565
911,20856,21487,21391,21274
601,1036,1611,1529,1444
1343,20960,21534,21430,21321
669,1072,1643,1553,1460
1304,20989,21191,21463,21364
728,1139,1413,1597,1503
905,20937,21240,21122,21477
699,1229,1560,1456,1658
812,20879,21473,21372,21272
938,1026,1595,1503,1414
1068,21364,21666,21568,21462
1121,1665,1915,1836,1755
1173,21087,21216,21154,21340
885,1159,1329,1275,1388
645,21729,22092,21978,21857
1465,2096,2405,2304,2201
1063,21501,21790,21689,21592
1254,1767,2050,1957,1862
792,20834,21082,20998,20914
610,1039,1250,1176,1112
537,20705,20810,20988,20930
525,748,921,1033,982
1375,20783,20949,20896,20843
446,891,1030,984,936
812,20622,20935,20875,20814
453,645,993,940,886
614,20618,20752,20919,20851
456,708,889,1011,954
554,20722,20814,20929,20891
504,686,794,861,830
1191,22340,23003,22776,22538
3074,3283,3837,3640,3463
1934,21520,21993,22432,22277
1057,1966,2384,2596,2501
1557,23535,25481,24998,24220
5509,5715,6177,6032,5883
2029,21864,22483,22277,22070
1471,2511,3038,2861,2682
1277,22575,23245,23027,22811
3765,4010,4633,4425,4217
1113,20978,21223,21142,21055
721,1147,1368,1294,1217
582,20874,21077,21014,20947
1184,1255,1428,1374,1316
564,20665,20757,20723,20823
501,670,761,732,793
525,20863,21045,20988,20929
1121,1189,1354,1300,1244
495,20630,20787,20740,20689
303,750,880,839,797
611,20802,20903,20870,20837
622,798,881,852,825
439,20701,20859,20807,20755
544,823,959,915,870
468,20755,20907,20857,20806
561,827,960,915,871
458,20668,20868,20802,20735
498,843,1026,958,901
791,20763,20939,21054,21017
577,869,978,1079,1021
749,20721,20838,21020,20976
745,793,921,1003,965
929,20792,20903,21039,20994
545,762,893,976,937
1062,22217,22687,22536,22372
3071,3249,3672,3537,3390
1064,21349,22004,21898,21792
995,1467,2069,1981,1891
1390,22215,22697,22545,22378
3070,3285,3785,3605,3444
932,21473,21815,21704,21593
2086,2248,2635,2507,2379
898,21287,21575,21481,21389
1033,1526,1765,1686,1609
1281,20885,21256,21197,21138
641,914,1254,1205,1153
861,20964,21111,21289,21230
727,1010,1179,1287,1237
855,20817,21357,21273,21189
581,977,1467,1393,1316
650,21023,21279,21193,21108
784,1229,1477,1400,1307
1131,20889,21144,21562,21462
1105,1201,1490,1676,1586
1163,20836,21129,21033,20952
620,1092,1348,1263,1178
1228,22950,23696,23446,23204
2479,3757,4218,4074,3926
1169,21866,22348,22190,22029
1502,2337,2756,2619,2483
1404,22962,23795,23513,23230
2483,3927,4504,4336,4141
1014,21429,22131,22020,21907
1077,1591,2247,2153,2053
2017,21523,22890,22661,22363
1078,1895,3259,3081,2886
1352,22136,22711,22489,22314
1793,2756,3122,3000,2876
1523,20985,21406,21335,21252
662,989,1440,1363,1291
609,21203,21512,21404,21299
974,1504,1721,1649,1578
533,20838,21112,21023,20931
637,1106,1290,1230,1169
600,20878,21190,21090,20989
684,1194,1400,1322,1260
533,21317,22052,21932,21763
983,1506,2190,2101,2009
2020,21617,22147,21968,21788
1213,2127,2607,2457,2281
1066,22729,23477,23232,22983
2306,3588,4112,3937,3762
1958,20912,21066,21308,21250
916,976,1149,1257,1206
1079,21181,21514,21403,21299
917,1469,1644,1593,1542
817,20795,21423,21332,21238
930,1014,1538,1448,1379
676,21379,21735,21623,21503
1110,1721,1980,1896,1803
575,21723,22111,21982,21854
1464,2134,2386,2306,2225
635,21681,22115,21972,21827
1391,2137,2445,2344,2244
620,21648,22035,21908,21775
1389,2057,2326,2230,2142
598,21740,22140,21998,21867
1480,2167,2416,2333,2252
742,21748,22160,22024,21895
1486,2196,2446,2365,2280
662,21714,22111,21981,21850
1429,2134,2396,2310,2218
721,21761,22208,22059,21913
1472,2240,2532,2433,2337
575,21697,22115,21985,21850
1417,2143,2394,2306,2225
731,21561,21908,21794,21678
1319,1914,2138,2065,1991
708,21023,21304,21216,21122
801,1370,1780,1651,1512
836,20896,21039,21216,21157
703,982,1154,1264,1213
698,21080,21343,21256,21171
831,1307,1536,1462,1386
884,20825,20971,21152,21090
610,893,1068,1178,1128
1220,21034,21222,21162,21100
599,1140,1293,1243,1193
1149,20777,21365,21275,21173
520,936,1511,1420,1335
1155,21099,21349,21267,21183
827,1263,1502,1409,1336
1062,21091,21369,21265,21179
816,1286,1511,1436,1362
826,20805,20964,21326,21238
928,1023,1277,1438,1363
1147,21075,21358,21263,21169
819,1296,1518,1445,1371
1065,21239,21526,21428,21336
970,1498,1733,1655,1578
9138,20952,21184,21106,21031
724,1131,1326,1263,1197
1105,20743,20934,20861,20794
571,892,1066,1010,953
485,20592,20681,20650,20746
432,597,687,659,718
511,20851,21024,20969,20915
1111,1174,1332,1279,1228
501,20658,20750,20716,20818
523,693,784,756,816
426,20706,20848,20802,20752
529,770,890,850,810
427,20792,20972,20914,20852
581,896,1056,1001,950
505,20804,20969,20918,20866
1068,1130,1284,1232,1182
506,20930,21137,21069,21001
740,1284,1485,1421,1354
382,20601,21037,20970,20903
651,716,1103,1042,987
533,20860,21081,21014,20937
689,1048,1216,1158,1104
570,20883,21096,21018,20944
675,1054,1254,1193,1125
593,21036,21237,21173,21109
1338,1582,1770,1712,1648
539,20941,21159,21093,21015
753,1120,1443,1377,1180
624,20849,20994,20948,20902
648,932,1078,1029,979
503,21127,21421,21329,21226
894,1412,1654,1575,1498
599,21294,21591,21497,21402
1829,1986,2276,2184,2090
671,21651,22015,21894,21774
1396,2018,2238,2166,2094
740,21073,21471,21338,21208
855,1494,1774,1691,1585
637,21737,22117,21996,21867
1466,2139,2399,2318,2231
687,21728,22169,22019,21875
1439,2190,2496,2398,2297
665,21587,21948,21829,21707
1340,1961,2194,2120,2039
548,21506,21908,21778,21649
1213,1923,2169,2092,2008
562,21193,21493,21397,21297
944,1524,1766,1687,1606
1026,21038,21317,21224,21135
750,1279,1552,1463,1371
1045,20850,21271,21207,21146
615,958,1413,1337,1257
663,21783,22212,22071,21926
1515,2247,2510,2423,2330
677,21242,21703,21550,21400
947,1749,2056,1954,1849
779,21756,21941,22123,22295
1441,2373,2539,2711,2880
699,21653,21843,22108,21978
