Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
537,583,746,819,887,567,776,733,675,621,651,723,785,843,909,276,535,594,655,706,532,745,696,645,590
1456,1519,1636,1713,1771,586,646,828,765,710,644,1192,1263,1316,1374,641,841,900,955,1024,533,728,678,632,583
810,885,972,1041,1105,671,1063,963,881,776,791,871,953,1019,1094,573,637,697,756,821,963,1105,1148,1066,1019
541,611,743,677,812,790,1112,1039,960,879,574,641,711,925,992,486,540,576,609,664,592,845,786,659,727
571,709,783,856,918,1086,1233,1494,1414,1332,642,712,770,830,892,346,570,623,670,722,1775,2012,1960,1907,1838
782,852,913,966,1016,741,986,1065,912,833,430,596,737,815,891,283,506,558,609,664,705,984,933,862,789
503,577,645,724,792,666,1002,936,873,811,677,760,845,927,996,274,530,601,675,752,757,1005,946,884,826
954,1034,1166,1101,1223,768,1005,967,900,840,603,761,854,943,1023,592,661,726,789,863,748,947,872,819,912
715,801,882,962,1064,681,972,907,833,760,713,909,996,1074,1131,519,592,661,728,817,1157,1362,1309,1262,1210
659,750,814,877,951,766,1078,1009,932,860,832,914,984,1028,1072,292,546,596,643,710,755,1028,973,907,830
920,1881,1974,2040,2105,827,1107,1042,966,902,1931,2006,2078,2158,2224,763,824,879,935,997,649,800,731,944,875
722,793,974,1122,1213,782,1069,992,924,859,751,927,1077,1155,1235,545,615,678,739,809,779,1123,899,1062,988
883,980,1066,1153,1221,638,871,945,801,729,1030,1131,1211,1283,1336,613,683,747,814,887,669,940,871,811,747
1411,1471,1529,1580,1632,2050,2343,2278,2202,2134,820,891,953,1043,1111,644,713,773,830,889,2126,2424,2360,2291,2211
749,823,886,937,974,577,969,888,809,725,728,808,886,953,1031,288,541,604,665,733,927,1322,1079,1249,1169
816,901,971,1040,1081,559,966,1046,879,635,732,808,878,950,1005,288,544,601,662,730,833,1080,1010,928,1148
1404,1716,1947,2955,3194,1332,1636,1563,1491,1416,3031,3329,3591,3837,4084,3336,3511,3642,3834,4022,714,981,920,858,789
2592,2803,3029,3244,3466,474,881,807,742,664,2416,2648,2861,3091,3350,3692,4198,6422,5192,6967,713,1000,785,859,932
2127,2561,2860,3152,3454,641,978,916,841,772,1809,2057,2658,2984,3241,3157,3328,3524,3719,3957,680,974,902,823,753
1718,1951,2612,2861,3072,3476,4176,4394,3953,3718,1951,2451,2638,2809,2976,5543,7415,8141,7788,8496,2999,3994,3762,3529,3286
3163,3430,3692,3932,4111,2691,3687,3446,3206,2959,2419,2683,2901,3088,3280,3381,3570,3752,4082,4270,6248,7837,7662,7475,7246
