Client_0,Client_1,Client_2,Client_3,Client_4
1097,1219,1531,1676,1836
851,972,1166,1257,1354
1444,1583,1706,1820,1951
806,901,1128,1217,1331
1222,1391,1832,1989,2202
1203,1650,1807,1957,2189
1127,1578,1736,1887,2102
1302,1469,1817,1971,2184
1239,1690,1850,2000,2215
1438,1577,1699,1814,1946
1869,2096,2309,2507,2728
616,686,843,903,969
1167,1304,1617,1738,1867
1126,1265,1575,1694,1825
1164,1302,1618,1737,1867
1020,1443,1569,1691,1920
1123,1577,1779,1972,2179
964,1373,1519,1660,1888
1146,1310,1679,1829,2028
1098,1229,1556,1669,1792
1525,1719,1862,2036,2227
1167,1580,1764,1915,2056
1582,1752,1907,2060,2230
1105,1498,1609,1714,1832
1277,1404,1691,1817,1923
1203,1331,1619,1743,1851
1444,1575,1687,1796,1918
1181,1638,1756,1863,1983
1199,1326,1613,1724,1845
1233,1359,1648,1757,1876
1732,1927,2114,2334,2564
1740,1974,2180,2382,2611
1124,1672,1845,2059,2267
1057,1619,1819,2013,2233
1269,1488,1873,2044,2228
1238,1437,1797,1971,2182
1153,1635,1787,2001,2151
1203,1772,1935,2134,2325
1195,1361,1667,1999,2184
1134,1328,1741,1959,2112
1315,1528,1905,2111,2262
1536,1720,1872,2062,2217
1134,1276,1406,1525,1649
498,575,620,661,707
2015,2268,2502,2728,2983
1323,1542,1950,2144,2369
1306,1510,1919,2109,2281
1740,1958,2154,2352,2551
1271,1396,1505,1608,1727
1196,1322,1607,1730,1834
1260,1907,2036,2155,2288
1049,1442,1559,1670,1896
1479,1681,1862,2051,2256
1250,1376,1546,1666,1786
1456,1584,1693,1798,1917
1700,1909,2092,2295,2501
787,875,1075,1155,1217
1042,1680,1848,1975,2110
1430,1682,1814,1932,2067
1972,2170,2355,2542,2740
1818,1994,2154,2328,2526
1756,1931,2094,2269,2469
1796,1974,2139,2313,2512
1898,2112,2295,2466,2662
1910,2102,2280,2475,2690
1287,1719,1921,2147,2336
1418,1558,1684,1799,1930
1758,1960,2148,2323,2542
822,907,993,1076,1169
1739,1916,2076,2263,2460
1740,1913,2074,2249,2446
1714,1920,2102,2273,2452
1014,1407,1522,1630,1753
1159,1287,1398,1504,1625
1598,1784,1964,2157,2356
1849,2087,2266,2460,2659
1890,2085,2259,2434,2653
1743,1882,2002,2120,2253
1341,1472,1583,1691,1811
1286,1748,1912,2067,2280
1527,1700,1853,2000,2212
1278,1417,1731,1877,1995
1190,1547,1645,1782,1944
1175,1559,1672,1791,1894
1307,1721,1842,1958,2089
1218,1634,1758,1890,2006
1314,1438,1720,1842,1947
1293,1418,1700,1809,1926
1256,1379,1667,1791,1935
1533,1737,1902,2062,2239
1474,1616,1736,1855,1994
1233,1373,1685,1820,1935
1042,1475,1599,1729,1897
1677,1906,2153,2357,2591
1023,1125,1217,1308,1409
1189,1640,1810,1928,2068
1434,1629,2023,2194,2395
1309,1814,1977,2192,2401
1506,1645,1775,1973,2178
1160,1557,1710,1892,2074
1212,1377,1802,2004,2153
1407,1552,1746,1945,2116
1231,1635,1748,1851,1971
1617,1766,2085,2203,2335
1781,1987,2197,2367,2485
1370,1510,1639,1755,1886
1252,1782,1946,2148,2339
1426,1652,2177,2394,2629
1685,1813,1922,2040,2143
1352,1477,1587,1694,1816
1213,1596,1709,1815,1931
1154,1534,1645,1752,1871
1227,1352,1638,1770,1875
1267,1390,1672,1860,1984
1267,1410,1817,1948,2086
1208,1681,1810,1927,2057
1277,1713,1839,1955,2086
1317,1739,1874,2007,2123
1415,1542,1651,1756,1874
1296,1815,1984,2166,2362
1162,1380,1860,2050,2222
1110,1610,1825,2029,2225
1158,1687,1849,2045,2241
1150,1668,1836,2040,2266
1295,1511,1936,2157,2361
1093,1626,1790,1978,2192
940,1092,1453,1562,1719
1269,1473,1877,2069,2242
1220,1758,1980,2180,2412
687,784,965,1029,1120
944,1060,1185,1378,1488
1107,1563,1719,1867,2081
1136,1288,1600,1776,1969
1143,1594,1793,2069,2253
1155,1839,1968,2087,2218
1375,1557,1671,1777,1906
1061,1228,1480,1592,1739
1314,1744,1869,1986,2117
1207,1635,1757,1874,2005
1343,1482,1605,1720,1853
1297,1439,1757,1894,2010
1095,1515,1639,1757,1889
1027,1423,1535,1643,1763
1051,1445,1559,1668,1790
1132,1545,1687,1823,2014
1070,1552,1700,1834,2033
966,1092,1326,1429,1565
1225,1675,1835,1985,2199
1170,1592,1716,1835,1966
1438,1579,1700,1815,1951
1443,1582,1706,1891,2126
