Client_0,Client_1
399,456
348,499
1058,1251
725,835
498,702
408,453
504,582
580,660
540,589
566,655
446,515
496,568
409,469
384,456
507,567
372,413
451,495
476,538
389,429
403,466
402,457
514,572
569,641
518,561
482,545
508,560
533,587
467,531
403,445
325,366
490,535
455,512
523,588
487,548
441,513
449,497
507,567
506,561
528,579
458,499
357,462
468,532
482,538
503,547
537,588
436,498
1866,1927
556,619
481,525
363,405
442,495
507,570
500,546
387,447
1105,1309
1377,1613
1559,1745
1016,1236
1160,1376
1516,1694
887,988
569,662
798,910
460,521
466,537
560,639
567,633
532,620
572,652
643,720
392,437
519,583
552,642
533,599
424,491
502,571
503,553
442,488
517,580
583,652
511,588
465,524
456,530
458,539
639,772
425,475
520,595
463,527
496,552
501,555
515,565
598,666
522,571
504,568
509,584
483,527
586,655
417,476
491,550
445,528
529,577
493,560
360,405
542,603
554,614
528,577
352,427
375,442
434,479
536,584
662,759
613,740
506,589
757,930
445,500
562,649
621,685
587,651
604,725
551,618
708,840
554,621
541,622
543,598
668,794
601,663
439,518
631,738
597,659
724,862
551,607
463,518
467,679
468,523
1170,1400
1360,1604
963,1476
1158,1430
1034,1229
1595,1839
1558,1796
929,1098
1086,1290
1399,1683
1253,1501
1112,1296
1398,1635
1666,2112
537,608
791,920
606,698
712,795
723,831
581,671
652,756
571,631
610,697
590,679
492,574
754,867
526,593
751,870
514,586
706,798
587,698
523,623
604,693
535,609
619,784
562,682
747,840
416,465
562,646
527,589
462,536
506,576
549,606
632,707
578,634
454,523
3704,3798
512,573
583,662
570,646
584,706
640,776
509,585
514,575
687,746
561,632
530,586
529,607
556,615
586,654
561,626
520,589
641,710
493,571
438,510
555,620
457,533
1506,1685
1464,1651
1096,1298
1334,1499
900,1011
585,659
459,526
510,562
506,564
546,595
546,594
559,625
1055,1197
1545,1845
1172,1382
970,1103
1347,1588
1446,1867
1164,1360
1004,1184
1431,1724
741,833
521,581
446,509
1047,1205
1599,1965
1431,1611
1081,1270
1121,1329
1940,2146
991,1171
999,1143
1468,1656
1422,1610
522,630
432,504
502,611
469,523
496,559
522,566
474,517
520,583
472,528
490,547
524,586
409,462
444,498
508,570
452,496
370,408
402,461
404,482
1322,1488
1564,1763
1133,1294
1089,1230
1237,1471
1455,1659
1027,1181
1371,1536
1505,1690
722,828
838,938
621,693
727,849
735,855
774,867
668,774
606,709
642,753
702,787
558,673
419,490
531,591
454,499
389,428
475,540
524,580
484,567
449,546
478,531
535,588
505,559
454,508
443,495
457,507
468,520
426,486
426,467
473,538
521,581
456,507
520,564
468,521
407,458
433,496
431,489
528,571
437,494
413,471
329,382
684,939
403,457
363,437
528,592
518,577
430,496
374,414
402,457
458,519
504,560
482,525
385,432
427,490
454,526
568,635
520,564
418,459
472,526
448,510
494,554
430,474
523,573
457,519
429,492
520,562
465,508
391,430
444,484
462,529
526,586
514,557
333,392
489,547
537,597
525,575
437,481
502,561
368,409
490,546
438,503
461,518
442,506
516,583
557,618
398,467
461,527
437,492
496,556
465,522
549,597
488,539
461,503
1278,1445
1357,1538
1064,1222
1145,1348
1480,1668
1520,1704
1065,1203
1043,1250
1566,1792
823,966
687,758
549,654
474,551
432,506
656,754
368,418
621,688
517,595
497,561
659,734
569,635
615,682
560,630
524,576
500,551
744,841
484,544
706,779
521,654
533,596
597,740
494,590
528,615
531,659
518,575
648,776
548,612
565,662
572,649
598,770
568,660
619,760
555,648
538,616
613,791
488,627
773,909
586,749
494,561
676,819
602,667
567,650
611,700
610,761
612,676
621,831
537,626
575,654
623,815
574,644
601,779
588,661
518,586
569,638
653,841
564,654
487,579
602,804
534,612
3441,3602
613,695
499,573
569,670
615,680
555,725
453,514
579,658
493,578
693,775
851,1035
870,1035
472,527
512,584
381,421
574,677
505,566
453,511
496,539
370,423
438,488
513,580
533,596
513,556
440,508
456,505
492,558
437,501
520,563
450,512
408,461
499,537
293,335
419,459
562,628
498,559
504,574
559,604
470,509
528,581
457,580
496,620
422,464
410,474
372,437
445,517
521,680
489,546
516,592
568,675
574,649
637,749
426,497
496,584
576,679
595,655
621,729
448,501
553,643
494,557
633,748
545,627
647,771
510,588
426,497
1277,1712
1469,1751
1035,1167
1178,1382
1374,1638
1574,1864
908,1091
1267,1501
1428,1659
945,1067
986,1097
714,902
