Client_0,Client_1,Client_2,Client_3,Client_4
598,11153,11231,11327,11408
952,1387,1442,1495,1547
653,10614,10774,10815,10863
414,597,767,812,853
578,10840,10883,10923,10963
636,886,923,961,998
517,10846,10902,10950,11019
638,947,974,1006,1060
434,10570,10656,10687,10717
444,540,663,689,715
468,10548,10591,10633,10675
403,624,663,700,736
710,10811,10860,10904,10952
365,772,811,848,886
467,10658,10692,10734,10922
457,638,673,717,810
320,10960,11035,11108,11180
784,1166,1212,1257,1301
440,10832,10878,10929,10980
620,873,915,954,993
534,11054,11135,11209,11289
882,1288,1338,1388,1440
513,10837,10891,10942,10993
631,899,943,983,1022
508,10600,10632,10663,10692
461,625,650,675,700
509,10703,10754,10809,10862
525,797,840,880,920
518,10797,10865,10933,11006
623,994,1038,1083,1127
686,10587,10618,10647,10781
448,604,629,655,713
521,10642,10700,10756,10812
484,779,827,874,921
669,10574,10633,10690,10746
389,671,718,764,812
426,10597,10654,10707,10896
452,713,741,776,860
487,10930,11012,11093,11152
770,1103,1130,1156,1182
410,10680,10712,10743,10774
505,672,699,725,750
390,10613,10679,10739,10798
474,796,846,896,944
410,10638,10689,10738,10790
480,745,786,823,860
530,10505,10544,10749,10797
509,541,584,720,749
561,10595,10628,10660,10692
456,625,652,677,703
388,10738,10791,10841,10891
585,851,897,945,990
395,10585,10628,10660,10890
443,652,699,743,840
694,10739,10779,10829,11055
552,781,827,872,966
520,10679,10738,10790,10844
500,789,833,879,1011
628,10669,10717,10763,10811
510,761,803,842,881
490,10657,10689,10722,10952
512,709,755,800,898
471,10670,10702,10740,10779
519,723,768,810,855
428,10679,10742,10793,10845
514,800,844,888,930
484,10714,10774,10828,10888
540,841,893,942,1083
564,10776,10876,10965,11038
609,1005,1049,1096,1138
1726,10604,10651,10851,10895
448,674,712,843,881
469,10693,10748,10800,10849
527,818,866,914,961
476,10694,10756,10813,10869
519,832,880,925,973
360,10565,10619,10669,10721
425,688,734,779,826
756,10793,10848,10893,10937
574,823,861,901,942
491,10654,10708,10765,10812
504,757,785,810,835
332,10742,10822,10902,10979
559,969,1021,1072,1117
435,10615,10647,10677,10813
423,581,609,634,693
416,10506,10541,10689,10722
376,543,572,671,700
550,10680,10908,10959,11012
477,721,929,975,1018
469,10561,10596,10631,10787
426,605,635,664,734
426,10758,10849,10931,11013
588,1009,1062,1112,1162
488,10660,10703,10868,10905
457,644,677,789,821
1465,11947,12176,12365,12545
1515,2523,2676,2826,2976
2125,13497,13876,14255,14614
2947,4840,5003,5172,5338
1385,12077,12239,13383,13581
2685,2896,3045,3616,3769
1464,11817,12185,12379,12582
1408,1836,2596,2734,2903
1447,11386,11846,11952,12057
1095,1593,2014,2104,2191
1176,12859,13036,13199,13365
2464,3355,3520,3695,3853
1906,12332,12528,12722,12909
3385,3593,3888,4060,4238
1399,11546,11691,11828,12001
1227,2033,2187,2328,2483
1378,12032,12199,12355,12531
1627,2507,2660,2840,2970
1335,11201,11317,11426,11525
932,1513,1607,1700,1788
691,10566,10861,10906,10963
648,709,913,964,1012
701,10792,10841,10890,10933
632,874,916,1050,1092
699,10669,10900,10945,10990
483,725,906,946,985
448,10848,10911,10971,11038
995,1047,1089,1129,1169
449,10700,10752,10798,10845
511,760,801,841,880
508,10664,10722,10770,11007
478,741,789,833,933
483,10662,10713,10763,10998
479,715,771,816,913
439,10728,10807,10877,10943
531,910,961,1009,1058
489,10650,10706,10760,10815
487,775,824,872,918
633,10722,10786,10844,10902
537,853,905,954,1002
494,10955,11012,11064,11115
785,1066,1113,1159,1205
568,10801,10857,10914,10971
638,938,989,1039,1087
549,10813,10865,10936,10998
629,937,986,1037,1087
827,11169,11260,11340,11420
962,1385,1465,1537,1607
535,10767,10822,11117,11180
544,838,901,1096,1157
521,10900,10986,11069,11366
698,1051,1120,1189,1352
1081,10883,10955,11250,11308
904,960,1008,1176,1230
607,11039,11124,11204,11282
795,1232,1306,1379,1450
1022,11231,11351,11472,11591
622,1578,1676,1752,1823
974,10833,10902,11209,11263
884,942,991,1154,1202
829,11396,11495,11574,11651
1175,1608,1675,1742,1808
1041,11058,11151,11261,11356
826,1334,1407,1479,1568
686,12718,13166,13549,13881
1616,3599,3799,4185,4479
1072,10962,11054,11454,11543
690,1117,1200,1461,1542
618,10870,11234,11313,11392
670,1050,1370,1442,1513
628,11301,11402,11502,11599
1074,1586,1657,1724,1790
1108,11060,11156,11255,11333
812,1289,1370,1423,1507
635,11717,11854,11990,12128
1449,2137,2211,2286,2356
1052,11024,11105,11444,11534
783,1164,1225,1501,1583
690,11204,11325,11435,11545
